,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
17,"Amore a prima insta",Shade,151056,https://open.spotify.com/track/4oJLF1XZd4tp7kqbfxmvDU
18,"Morirò da Re",Måneskin,142315,https://open.spotify.com/track/47LqR8uKRA8WcZcSXkdAbz
19,Nera,Irama,138172,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
20,Crazy,"Lost Frequencies",131122,https://open.spotify.com/track/2hqy4QmpvMeVz6zeolDeLQ
21,"Sciroppo (feat. DrefGold)","Sfera Ebbasta",126628,https://open.spotify.com/track/4VVG3HBGaqSNZqIpmewIA6
22,IDGAF,"Dua Lipa",124678,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
23,"Non cambierò mai","Capo Plaza",124265,https://open.spotify.com/track/1PB00xFcBdahfUcJIkB8wG
24,Flames,"David Guetta",123796,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
25,"Keanu Reeves (feat. Achille Lauro)",Gemitaiz,123340,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w
26,"Te Boté - Remix","Nio Garcia",121252,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
27,Rockstar,"Sfera Ebbasta",116789,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA
28,"Lungomare Latino (feat. Willy William)",Guè,116165,https://open.spotify.com/track/1EAVKixhDeqqLNtwnpwx1B
29,Paracetamolo,"Calcutta ",112979,https://open.spotify.com/track/4OQ1G3dyVx0SPUzBiWCNat
30,"Mwaka Moon - Remix",Kalash,110412,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN
31,"God's Plan",Drake,109889,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
32,"Cara Italia",Ghali,109746,https://open.spotify.com/track/3atDsUhlUgDlQQrI0XFh7I
33,"Pem Pem","Elettra Lamborghini",104916,https://open.spotify.com/track/6NprDUe0yiLIVGgcnFGgtq
34,Dura,"Daddy Yankee",104305,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
35,Boss,DrefGold,103210,https://open.spotify.com/track/66eqL56FRz3LJMCWINapai
36,"Échame La Culpa","Luis Fonsi",101422,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
37,Pesto,"Calcutta ",98602,https://open.spotify.com/track/4UHDgfDtSSv9SqyfEFr4sF
38,"Me Niego (feat. Ozuna & Wisin)",Reik,97705,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
39,FRIENDS,Marshmello,96895,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
40,"Ricchi x Sempre","Sfera Ebbasta",96674,https://open.spotify.com/track/0kHTkvGavvk2MjBTSUtOZx
41,"Uno squillo","Capo Plaza",95977,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
42,"Irraggiungibile (feat. Federica Carta)",Shade,93333,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
43,"La musica non c'è",Coez,93089,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
44,"Il ballo delle incertezze",Ultimo,91457,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
45,"Serio (feat. Capo Plaza)","Emis Killa",89039,https://open.spotify.com/track/2Cm9pUNjLYpLo2gjIiTBPa
46,"Better Now","Post Malone",87997,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
47,"Giovane fuoriclasse","Capo Plaza",87049,https://open.spotify.com/track/60muwbD6E61lEYQSnEYlLc
48,"Malibu (feat. Gemitaiz)","Carl Brave",86249,https://open.spotify.com/track/5S2Bshrq6Bh4zHZoXkUtvf
49,"No Roots","Alice Merton",84695,https://open.spotify.com/track/7anBA0IdgFaN3Pbyk2tog0
50,"no tears left to cry","Ariana Grande",84547,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
51,"Un giorno in più",Irama,83850,https://open.spotify.com/track/4G6hlJ3RnrqyBfq3ZUX4Mq
52,"Serpenti A Sonagli","Sfera Ebbasta",82402,https://open.spotify.com/track/5Z0Mx6SeUAFA2rgZB9t1Nu
53,"Amore e Capoeira","Takagi & Ketra",81466,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
54,"Guarda come flexo",MamboLosco,80479,https://open.spotify.com/track/7pNSr2gQMVghpTcZvQUroa
55,"Next To Me","Imagine Dragons",78770,https://open.spotify.com/track/7EUfNvyCVxQV3oN5ScA2Lb
56,"Roof Garden",Biondo,77508,https://open.spotify.com/track/5AlJsUCiSzlHoPmVdUmqBa
57,"Voglio solo te",Irama,77437,https://open.spotify.com/track/5eLBAqgut0TXdu3bO8yK1N
58,"Che ne sai",Irama,77206,https://open.spotify.com/track/3hk99PJYY2Zdh05UR1iRcW
59,"Pezzo Trap (feat. Fabri Fibra)",Gemitaiz,77154,https://open.spotify.com/track/5ZBSyZYBG6QEhSRSC1nt4b
60,"Paradise Lost",Gemitaiz,73100,https://open.spotify.com/track/1o3hgrxrtzKjsF36oLtook
61,Ipernova,Mr.Rain,71845,https://open.spotify.com/track/1TaSkLG2bXx84YuKmJvncw
62,"Síguelo Bailando",Ozuna,69418,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
63,"Che vuoi che sia",Irama,69353,https://open.spotify.com/track/74lxmxZDGDr21dKyXU0rcr
64,"Mad Love","Sean Paul",69121,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
65,Vertigini,Tedua,68334,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
66,"Bum Bum Tam Tam","MC Fioti",68305,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
67,"Back To You","Selena Gomez",67196,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
68,"Giù da me","Capo Plaza",66722,https://open.spotify.com/track/06VV1e6OgFMG2XSxsnRxxM
69,"In My Blood","Shawn Mendes",66054,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
70,"Chapeau (feat. Frah Quintale)","Carl Brave",65911,https://open.spotify.com/track/4qB5WfP7AzwPzU4OddDm4b
71,"I Like It","Cardi B",64211,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
72,"Un respiro",Irama,64176,https://open.spotify.com/track/77bTetPBcvQOYWsXw1Sfgw
73,"Tran Tran","Sfera Ebbasta",63604,https://open.spotify.com/track/3cGuiySfwJPXqvE15OiEEg
74,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes",63529,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
75,"Thoiry Remix (Samba Trap Vol. 3 - Mitraglia Rec) (feat. Gemitaiz, Quentin40 & Puritano)","Achille Lauro",63247,https://open.spotify.com/track/1YTw1eDNxBn0sO78sDPkvr
76,"All The Stars (with SZA)","Kendrick Lamar",63064,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
77,Nevermind,"Dennis Lloyd",62597,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
78,"Like I Do","David Guetta",61764,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
79,"Centro (feat. Coez)",MadMan,61219,https://open.spotify.com/track/540qZ2h2nFsuky4w42Quw8
80,"Come me","Capo Plaza",60906,https://open.spotify.com/track/1fGX7fk3pvHv00u2kU4dly
81,"Lo Sai Che Ci Penso",Gemitaiz,60889,https://open.spotify.com/track/6qE4ocLpaSUkWYrcpbPN7Z
82,"El Party","Jake La Furia",60677,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
83,"Sempre In Due","Carl Brave x Franco126",60513,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk
84,"Per sempre",Irama,59713,https://open.spotify.com/track/59lVtNbgHCDSqLJCMSWv3w
85,"The Middle",Zedd,59664,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
86,"Psycho (feat. Ty Dolla $ign)","Post Malone",59507,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
87,Dejavu,Biondo,59032,https://open.spotify.com/track/47SaWQNK5cFSMsryg6bO2M
88,"Camel Blu (feat. Giorgio Poi)","Carl Brave",58025,https://open.spotify.com/track/0YdCTQIqZVUUfmqjaM9qvR
89,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",57352,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
90,Missili,"Frah Quintale",57061,https://open.spotify.com/track/0Mdu7tbHAeYBRrxgtouTvH
91,"Say Something (feat. Chris Stapleton)","Justin Timberlake",56859,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
92,"Tiki Taka (feat. Ricky Jo)","Ludovica Pagani",56859,https://open.spotify.com/track/7BcDFAXmWCm3pURv549eMz
93,Orgasmo,"Calcutta ",56086,https://open.spotify.com/track/3qB6tYZqtTPvUX9oACaN98
94,"Holy Grail (feat. Madman)",Gemitaiz,55840,https://open.spotify.com/track/0H2UUCEMoYcih0D7uxXNRg
95,20,"Capo Plaza",55502,https://open.spotify.com/track/6ZNd7RN3GohngyFPt7p6LO
96,"Non Ti Dico No",Boomdabash,55440,https://open.spotify.com/track/5KTCJoTpUI6jJJCtsY3trn
97,PERDONAMI,Salmo,54467,https://open.spotify.com/track/7kK2m2KDEL0W8oFq6fuOcf
98,"Remind Me to Forget",Kygo,54257,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
99,"Casa Mia (feat. Luchè & Capo Plaza)","Noyz Narcos",54242,https://open.spotify.com/track/6NnO2rbViEDhX6wewADukc
100,Habibi,Ghali,53743,https://open.spotify.com/track/1lwpe8mLgHhytakM7m6R3W
101,"Tanta Roba Anthem (feat. Guè)",Gemitaiz,53512,https://open.spotify.com/track/3408xD8Eoa5mvpzx6M8r7N
102,"Chiamate Perse",Gemitaiz,53405,https://open.spotify.com/track/65R5M6wRRYaSUruZHDAlEX
103,"Leave a Light On","Tom Walker",53331,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
104,"Lo So Fare","BADA$$ B.",53040,https://open.spotify.com/track/1anDtskDqTK7rWcBiVSuvh
105,Vabbene,"Capo Plaza",52862,https://open.spotify.com/track/5n9Ss9tXZEy5Z18BxYm8KW
106,OPS,Mr.Rain,52175,https://open.spotify.com/track/1VkSBQqKV2ZScVH0EghMYc
107,"Alaska (feat. Priestess)",Gemitaiz,52063,https://open.spotify.com/track/44cZqzCGuVsLFrwuwXN4PX
108,"Solo (feat. Demi Lovato)","Clean Bandit",51943,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
109,"Havana (feat. Young Thug)","Camila Cabello",51840,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
110,"rockstar (feat. 21 Savage)","Post Malone",50574,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
111,"Sin Pijama","Becky G",49843,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
112,"Who You Are - Full English Version",Mihail,49645,https://open.spotify.com/track/6BqytANy7ggG3rcIe6CZry
113,"Ho anche dei difetti","Amedeo Preziosi",49587,https://open.spotify.com/track/2KiajVBZYmkvU8yXZ8NjOT
114,"This Is America","Childish Gambino",48656,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
115,"Nike Boy","Capo Plaza",48510,https://open.spotify.com/track/7yKcmWhsxZFaZ7AL66NIk6
116,Fuori,Gemitaiz,47640,https://open.spotify.com/track/2jrWlfYz7fYYXS8aO9DIqn
117,Criminal,"Natti Natasha",47188,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
118,"Forte e chiaro","Capo Plaza",47013,https://open.spotify.com/track/0SHcPBePTpLy22XVvVmYqu
119,"TU T'E SCURDAT' 'E ME",LIBERATO,46666,https://open.spotify.com/track/7Gm8U0WoOW3lyk3vgGTJQk
120,"GIMMI ANDRYX 2018 prova 1",Giaime,46270,https://open.spotify.com/track/0sGU9USKETvErJqkZogLkM
121,"JE TE VOGLIO BENE ASSAJE",LIBERATO,46092,https://open.spotify.com/track/7cwt8YKQHTKAcAyTARlIpb
122,"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",46092,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
123,"Interlude (Ora è la mia ora)","Capo Plaza",45979,https://open.spotify.com/track/67bErrb52zG9KvfubrDysb
124,"Oro E Argento",Gemitaiz,45832,https://open.spotify.com/track/5y44ftxtMNXIx9ugj3spXS
125,"Shape of You","Ed Sheeran",45734,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
126,INTOSTREET,LIBERATO,45599,https://open.spotify.com/track/68Yh0xAd2KHm3uMqhUoNoR
127,"Me Rehúso","Danny Ocean",45428,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
128,"Nice For What",Drake,44986,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
129,"Parco Gondar (feat. Coez)","Carl Brave",44747,https://open.spotify.com/track/0oN2SeYGbHIlGKvKfzrpLR
130,"El Préstamo",Maluma,44195,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
131,"Lario (feat. Fabri Fibra) - RMX",Lazza,43739,https://open.spotify.com/track/2fCrGBbflxxcSXO6HUhJcS
132,"Dolor de cabeza (feat. CNCO)",RIKI,43279,https://open.spotify.com/track/48TTm12q0Q5RltQStBLMnF
133,Pianeti,Ultimo,43214,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
134,Diverso,Gemitaiz,43118,https://open.spotify.com/track/2whyOciMdA0utmFA8tkZ2q
135,"Veleno 6",MadMan,42780,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
136,"Non mi avete fatto niente","Ermal Meta",42227,https://open.spotify.com/track/6d3sJyECf0XccpnosXyxT7
137,Kiwi,"Calcutta ",42223,https://open.spotify.com/track/54bbfbZqtORZxJgGsNlJKf
138,"La legge del più forte",Tedua,41972,https://open.spotify.com/track/1fHP9qfz4v4df0XiAppzmf
139,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)","Steve Aoki",41925,https://open.spotify.com/track/5e45GhSF18JYoLpaq2F48h
140,"Sangue misto",Tedua,41836,https://open.spotify.com/track/47quNj56sFEMCBXN1xm5RO
141,"Senza Pagare VS T-Pain (feat. T-Pain)",J-AX,41806,https://open.spotify.com/track/0YOUE1TlkgSbkNvWkZkEVp
142,Uber,"Sfera Ebbasta",41537,https://open.spotify.com/track/4oZhBLWGhtIyBckervj3sb
143,"Brillo (feat. Madman & Gemitaiz)","Vegas Jones",41503,https://open.spotify.com/track/18MvE9vPGeXNbHcml7rgiw
144,"Nessuno Vuole Essere Robin","Cesare Cremonini",41328,https://open.spotify.com/track/2BWWqHu2HsHyDgt5V0uG4f
145,"Faccio un casino",Coez,40990,https://open.spotify.com/track/6qNXkVk19OYLu4CoqjDfZ0
146,"Mic Check (feat. Salmo)","Noyz Narcos",40371,https://open.spotify.com/track/7pGR33X8qLWDUzVcNpOveT
147,"Il mondo prima di te",Annalisa,39794,https://open.spotify.com/track/0qM6TGkkinhKFllbcRfL8u
148,"Sconosciuti da una vita",J-AX,39202,https://open.spotify.com/track/2x82H3RSJRRQKZDMFlIpG3
149,Ulalala,"Achille Lauro",39141,https://open.spotify.com/track/2NTxalkIR7Yz1nl5iIFWAz
150,"Le luci della città",Coez,38984,https://open.spotify.com/track/381VH1JFj9q08V1OMlPU5m
151,"Allenamento #2","Capo Plaza",38924,https://open.spotify.com/track/2z3sYBYhLhsGTOKZe5vkcM
152,Vita,"Carl Brave",38414,https://open.spotify.com/track/26iJUQYEsYN3P1y8Ze4c4T
153,"Nero Bali",Elodie,38386,https://open.spotify.com/track/2hygc41DOo6dGocHEk6Jx1
154,"Yankee Candle","Vegas Jones",38214,https://open.spotify.com/track/3js3i9hDnqzh2qPJxxQh0b
155,"More Than You Know","Axwell /\ Ingrosso",38024,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
156,Occupato,DrefGold,37969,https://open.spotify.com/track/4DODnpnNZMZD1jR6NvyPuc
157,"Mamacita (feat. Guè)","Vegas Jones",37826,https://open.spotify.com/track/24RdYSTAWGKn04gdhaLdO9
158,"Una Vita In Vacanza","Lo Stato Sociale",37812,https://open.spotify.com/track/554Cnj9FKhRGABIxSaGJGG
159,"NOVE MAGGIO",LIBERATO,37761,https://open.spotify.com/track/79GdnpzJmIfEBX5VBVs7cV
160,"New Rules","Dua Lipa",37581,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
161,"Milano Bachata",Rkomi,36818,https://open.spotify.com/track/0obKdyLE89Hrry8slkX9Ey
162,"Without You (feat. Sandro Cavazza)",Avicii,36648,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
163,"Visiera A Becco","Sfera Ebbasta",36648,https://open.spotify.com/track/0nB7VgMGBTeOIO6LXwOvEJ
164,"Portami con te",Boomdabash,36547,https://open.spotify.com/track/2S5H2pKuM6lgLC00VVKCZD
165,"Bon Voyage",Biondo,36498,https://open.spotify.com/track/4sQ7bJ9jVxOSY4I3A8Zqtl
166,"Dura - Remix","Daddy Yankee",36479,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
167,"Bye bye",Annalisa,36326,https://open.spotify.com/track/7hRM2EHbeVZl4fPSK2XxOO
168,Riccione,Thegiornalisti,35887,https://open.spotify.com/track/6RiprjTTheMrJ2ypJxz3H4
169,"Gli occhi della tigre",Nayt,35835,https://open.spotify.com/track/0eczHniJguffShMNltOqMo
170,"Un Giro Con Noi",Gemitaiz,35743,https://open.spotify.com/track/2tfRgE0cGIKeDDliQ05jVf
171,"Hands Up (feat. DNCE)","Merk & Kremont",35683,https://open.spotify.com/track/0nlyO7lNTOYB0gjDp7NI7H
172,"Le Canzoni",Jovanotti,35647,https://open.spotify.com/track/6i6pQ4piEUaQBXrYFQh5dL
173,"Cavolo (feat. Samuel Heron)",G.bit,35352,https://open.spotify.com/track/1btqyuIbblznPmuKKrYAhJ
174,"Diego Armando Maradona","Dark Polo Gang",35227,https://open.spotify.com/track/42budRHAm0QroIwreRwF1l
175,"Whatever It Takes","Imagine Dragons",35213,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
176,"Bene ma non benissimo",Shade,34873,https://open.spotify.com/track/7AujiK4ndTotwFOaGEjvOu
177,"Love Lies (with Normani)",Khalid,34798,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
178,Linda,"Emis Killa",34754,https://open.spotify.com/track/7hH6PsrlKQdNlvESUYKz79
179,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",34581,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
180,Beverly,Biondo,34497,https://open.spotify.com/track/1CeMJOZIcYmMxsx2BHZp6a
181,"Wake Me Up - Radio Edit",Avicii,34437,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
182,"Mi Parli Piano",Emma,33761,https://open.spotify.com/track/0ApnR96y31RLTJqw9x3j9Q
183,Cratere,"Frah Quintale",33613,https://open.spotify.com/track/3XwbooLtQMxO18LHNQtUT6
184,Chic,Izi,33599,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
185,Lamborghini,Guè,33579,https://open.spotify.com/track/7G8g5Zrr5rj2OoKoXGnRb1
186,Briciole,"Calcutta ",33573,https://open.spotify.com/track/1x7KXpwqCfVfjwt0ytjcxd
187,"We Can Do Better","Matt Simons",33149,https://open.spotify.com/track/1hLjLWrzO18acdCFcccFWk
188,"La prima volta",Negramaro,32983,https://open.spotify.com/track/3kIxACxR2tDPtKCWWa16lq
189,Noi,"Carl Brave",32975,https://open.spotify.com/track/0LaOXyuLOn2htYjXeF5dPY
190,Hübner,"Calcutta ",32787,https://open.spotify.com/track/1UmtsXHRbWdd3GqlnHO7pm
191,"Corazón (feat. Nego do Borel)",Maluma,32533,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
192,"Glorious (feat. Skylar Grey)",Macklemore,32417,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
193,"Una grande festa","Luca Carboni",32216,https://open.spotify.com/track/4bZsxUlKY95TbBRDiqHltt
194,"Quando non ci crede nessuno",Nayt,32171,https://open.spotify.com/track/50G27pAmv8IhQGjuINZkkq
195,"Voglio ballare con te (feat. Andrés Dvicio)","Baby K",32050,https://open.spotify.com/track/14KKXLz5WHrzGOMUNFV22H
196,"El Farsante - Remix",Ozuna,31900,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
197,"L'eternità (Il mio quartiere) (feat. Ultimo)","Fabrizio Moro",31723,https://open.spotify.com/track/4VSrTlLWl6jmNHnfa7vWtG
198,"Napapijri (Feat. ???)","Samuel Heron",31679,https://open.spotify.com/track/2F9IRegRhaAFfSuYF03N90
199,Perfect,"Ed Sheeran",31505,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
200,"Done for Me (feat. Kehlani)","Charlie Puth",31486,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
