,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
79,"Shotta 2 (feat. Vale Pain, Baby Gang, Nko)","SEVEN 7oo",71208,https://open.spotify.com/track/3YXOKfDchF2QRNXXJpgmCx
80,"0 passi",Deddy,70866,https://open.spotify.com/track/7kbWJ8cCpn2IlsQTEagWi7
81,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,70651,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
82,Goosebumps,HVME,70414,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
83,"MOVIE (feat. Central Cee)",Rondodasosa,70154,https://open.spotify.com/track/5CnjFQT0Yr5WxIwfLpzRhc
84,"TROIA (feat. J Lord)","Massimo Pericolo",69478,https://open.spotify.com/track/7tZ3j6ftRvAWfuMLrOVEfr
85,"Chico (feat. Rose Villain & Luchè)",Guè,69099,https://open.spotify.com/track/3Xhl7OqWAFgVxQKrWhyVVO
86,"Mood (feat. iann dior)",24kGoldn,68712,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
87,Whoopty,CJ,68579,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
88,"Blinding Lights","The Weeknd",68574,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
89,"Il bacio di Klimt","Emanuele Aloia",68393,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
90,Paraocchi,BLANCO,68290,https://open.spotify.com/track/3c1hhyuDTsP3hqRztpg2S5
91,"polka 2 :-/","Rosa Chemical",67428,https://open.spotify.com/track/3nSIfipKhCaeo2Iu2YRi3H
92,"SPLASH (feat. Enzo Dong)","MV Killa",66698,https://open.spotify.com/track/0CjTQ01ADXx3BMO07LxpKx
93,"TUTTI MUOIONO (feat. BLANCO)",Madame,65370,https://open.spotify.com/track/5QcetPeASlo1w8bACsS8ZW
94,"TOP BOY ⨳ (con GEOLIER)",MACE,65206,https://open.spotify.com/track/6sCcJIxOPP7GIKFGzDnYDu
95,"Pasticche (feat. Capo Plaza)",VillaBanks,65142,https://open.spotify.com/track/7KnC2wSD0I5Fju3A7qCFX8
96,"SAI SOLO SCOPARE!","Massimo Pericolo",65002,https://open.spotify.com/track/36Ikk19un5zQiSzZmQqhhs
97,"BREBBIA 2012","Massimo Pericolo",64463,https://open.spotify.com/track/0he7EfF5m73DQmTZ3mteJR
98,"Breaking Me",Topic,64373,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
99,Exuvia,Caparezza,64190,https://open.spotify.com/track/66hH4RZZERFhPbvn3rsuxC
100,"SaN LoREnZo (feat. Annalisa) - prod. Yanomi",Alfa,62356,https://open.spotify.com/track/0sTiM4EWUkJe1em8SZCs8t
101,"I WANNA BE YOUR SLAVE",Måneskin,62314,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
102,100K,"Massimo Pericolo",61142,https://open.spotify.com/track/7oxxe7UvUMAfEhvDpuXgiM
103,"Mille parole","Aka 7even",61050,https://open.spotify.com/track/6jL8DQh1jh3QgAx4O8m0HC
104,"Pezzo Di Cuore (con Alessandra Amoroso)",Emma,61027,https://open.spotify.com/track/0BNaXcSSUeuARA4W8iB18E
105,"Bottiglie Privè","Sfera Ebbasta",60876,https://open.spotify.com/track/7kPAFMdW9WwDyz5BzntfJr
106,"All We Got (feat. KIDDO)","Robin Schulz",60673,https://open.spotify.com/track/1iAyJBksvAI6DQEnzv8l1E
107,"Levitating (feat. DaBaby)","Dua Lipa",60022,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
108,"SOLO NOI","Achille Lauro",60014,https://open.spotify.com/track/09c8bjWl9ZhuzGXiXR7ykd
109,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",59988,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
110,"britney ;-)","Rosa Chemical",59016,https://open.spotify.com/track/7jdSyqDXFdovoGAR3XXrNd
111,"guccy bag",sangiovanni,58749,https://open.spotify.com/track/755xh1CnKw8zg2m3Uv4TEX
112,"Potevi fare di più",Arisa,58130,https://open.spotify.com/track/3WcWRr8wIkwPQOTYBWjEGf
113,"Hold On","Justin Bieber",58007,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
114,"Bam Bam Twist (feat. Gow Tribe, Frenetik&Orang3)","Achille Lauro",57933,https://open.spotify.com/track/5i12eplaUT5pPE5iC6B2FZ
115,"BANG BANG","Massimo Pericolo",57889,https://open.spotify.com/track/6HfrOVSQECKjnSFQABkMRU
116,"No Parla Tanto","Baby Gang",57793,https://open.spotify.com/track/7cqwFzEvFtAEK8wvjMcYeE
117,"BELLA STORIA",Fedez,57569,https://open.spotify.com/track/0824Kyozhv4yBbM86aBFCG
118,"Per sentirmi vivo",Fasma,55872,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
119,"Un milione di cose da dirti","Ermal Meta",55792,https://open.spotify.com/track/52a1wWAZ206Ptr50JHaoex
120,"We're Good","Dua Lipa",55781,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
121,Problemas,"Paris Boy",55097,https://open.spotify.com/track/7JBaSB0vSjTUSoWFgkmDiV
122,"LUNA (feat. Gaia)",Madame,54960,https://open.spotify.com/track/3mIYZEPtyaHh2bEJbEOVDC
123,"Don't Worry",Boomdabash,54826,https://open.spotify.com/track/3Bd5A7Yxg4zxFeiKiYlMId
124,BABY,Madame,54647,https://open.spotify.com/track/1u9rQKyAGfshCbVCBZGdM3
125,"Spigoli (feat. Mara Sattei & tha Supreme)","Carl Brave",54634,https://open.spotify.com/track/5YPKiDLejR1JhnX6w2lhro
126,Crepe,Irama,54284,https://open.spotify.com/track/6L671UzJPyAzbHEhaNhDUJ
127,"Mille guerre",ARIETE,54028,https://open.spotify.com/track/3CXFLrWD9LoyPbKPTSUkQH
128,"MOOD (feat. VillaBanks)",Madame,53858,https://open.spotify.com/track/4hWPxD69dKCMpdyd0vPwJr
129,telepatía,"Kali Uchis",53774,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
130,"Una volta ancora (feat. Ana Mena)","Fred De Palma",53723,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
131,"Tik Tok RMX (feat. Marracash, Guè, Paky & Geolier)","Sfera Ebbasta",52866,https://open.spotify.com/track/3aR6Qx69ITNryZQ8tJit8z
132,"Good Times",Ghali,52840,https://open.spotify.com/track/3vgclHni3T3qu7ZXz8idsk
133,"Mama (feat. Nitro)",Gemitaiz,52817,https://open.spotify.com/track/1ws9IBGum9LLNEdSVNO2pH
134,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",52388,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
135,CON(TORTA)...,Enula,51605,https://open.spotify.com/track/5yg9uLwtYJAjaMCjQmzLSi
136,"Te lo prometto","Il Tre",51433,https://open.spotify.com/track/54XyhRMNYql10BhZEjVd6P
137,"Fireworks (feat. Moss Kena & The Knocks)","Purple Disco Machine",51199,https://open.spotify.com/track/1kTlT3phtU2yqTJYT1x6hb
138,"Santa Marinella",Fulminacci,50941,https://open.spotify.com/track/1R3Y0q5PgIg7fBZXdjG6sh
139,Arcade,"Duncan Laurence",50844,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
140,"Calling My Phone","Lil Tjay",50748,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
141,"Morirò da Re",Måneskin,50568,https://open.spotify.com/track/1aX0Ki80LFzzhqxqRlqbAV
142,"Cuore amaro",Gaia,50396,https://open.spotify.com/track/6PjFhlsfcwcmngrd4MK23Q
143,"Demonio (feat. Sfera Ebbasta)","Capo Plaza",50287,https://open.spotify.com/track/6jawrhd9Ad5td8mIvEZkjm
144,"Paloma (feat. Anitta)","Fred De Palma",50097,https://open.spotify.com/track/0HFkCSXRTUHCYJ148PdD0v
145,"BUONANOTTE ❈ (con NOYZ NARCOS, FRANCO126 & SIDE BABY)",MACE,49936,https://open.spotify.com/track/70im6fWHD1m7VQve5I6Yim
146,"Blue Jeans (feat. Calcutta)",Franco126,49386,https://open.spotify.com/track/3teW1cB7e8HMmtHUeWF7Je
147,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,49260,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
148,"Treni (feat. Il Ghost)","Baby Gang",48746,https://open.spotify.com/track/1uT2GRUBqNUIbkpvkllBx4
149,Karaoke,Boomdabash,48677,https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p
150,ISTINTO,Madame,48617,https://open.spotify.com/track/1X4VhnzvJu0srTPoh1SHAx
151,"Watermelon Sugar","Harry Styles",48440,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
152,"Goosebumps - Remix","Travis Scott",48248,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
153,"SOLO SEX","Massimo Pericolo",48120,https://open.spotify.com/track/33gTt1VY5x0ApP28WNFdu6
154,"Torna a casa",Måneskin,47128,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
155,"VVS (feat. Gunna)","Capo Plaza",46461,https://open.spotify.com/track/6t5avACouegDhYdGljoKt1
156,OMG,"Capo Plaza",46371,https://open.spotify.com/track/3BMcrqAXwQi6EnnAonfXF0
157,Afterglow,"Ed Sheeran",46371,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
158,BERETTA,"Massimo Pericolo",46320,https://open.spotify.com/track/2PRAK8G9My2N2s6Sq6CuLg
159,"BIMBI PER STRADA (CHILDREN)",Fedez,46186,https://open.spotify.com/track/6KF78W66DcQ9m5YqR0r5Ig
160,"Hollywood (feat. Diplo)","Sfera Ebbasta",45723,https://open.spotify.com/track/0WXU7I74NEN1DMLIT406Wx
161,"CRUDELIA - I nervi",Marracash,45486,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
162,Lovefool,twocolors,45483,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
163,"What You Know Bout Love","Pop Smoke",45477,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
164,"NUDA (feat. Ernia)",Madame,45340,https://open.spotify.com/track/2YOrS82FUzdtjoOJDBXqnH
165,"Fiori di Chernobyl",Mr.Rain,45177,https://open.spotify.com/track/4Gh924DaL7ydxltm2cfoOT
166,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,45129,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
167,Dynamite,BTS,45064,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
168,Up,"Cardi B",44445,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
169,"Motel (feat. Geolier)","Peppe Soks",44258,https://open.spotify.com/track/7DMIzd4ZnSRDWENL414l6J
170,"Someone You Loved","Lewis Capaldi",44212,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
171,"Take You Dancing","Jason Derulo",43861,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
172,"Dorado (feat. Sfera Ebbasta & Feid)",Mahmood,43463,https://open.spotify.com/track/1kI7mZAziaRfBeAOraRW1i
173,goosebumps,"Travis Scott",43211,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
174,"$€ Freestyle","Sfera Ebbasta",42983,https://open.spotify.com/track/3CS7Wr2Hzqoh2f2iHXxiIa
175,INCUBO,PSICOLOGI,42544,https://open.spotify.com/track/4TEAvWnhZwSf7EabqKCf6y
176,"Tik Tok (feat. Marracash & Guè)","Sfera Ebbasta",42093,https://open.spotify.com/track/3tkYK45AZC0PqJ7MSe6IyJ
177,"Aggio Perzo 'o Suonno (feat. Coez, prod. TY1)",Neffa,42001,https://open.spotify.com/track/2rfVX4zjVnfUOr1k3txKNG
178,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",41939,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
179,CLITO,Madame,41903,https://open.spotify.com/track/3UdzWOPY34W7Tem8zKOPY6
180,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,41417,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
181,"AMICONI - freestyle",Madame,41154,https://open.spotify.com/track/1FmTxLmcVliNy9HlEtKMXj
182,"TATUAGGI (feat. ARIETE)",PSICOLOGI,41010,https://open.spotify.com/track/15WIkk29b7NqOK2poTRnOU
183,"blun7 a swishland","tha Supreme",40865,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
184,"Fai rumore",Diodato,40802,https://open.spotify.com/track/5fQdJRMCHmIlYRC7s3y5GR
185,"HIGHEST IN THE ROOM","Travis Scott",40615,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
186,"Non mi basta più (feat. Chiara Ferragni)","Baby K",40420,https://open.spotify.com/track/5ZUeBvBEH8hpdLMW3yCmHb
187,Dimmi,"Esa Abrate",40222,https://open.spotify.com/track/2YSjPPZDGyh0cdKuDD1OJo
188,"Ringo Starr","Pinguini Tattici Nucleari",39979,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
189,Brivido,Guè,39830,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
190,"Ladro Di Fiori",BLANCO,39169,https://open.spotify.com/track/2vsxduDEhjLTFcxd0hSVv5
191,"Una Canzone D'Amore Buttata Via","Vasco Rossi",39150,https://open.spotify.com/track/3hV8uIYz5D5orhpgqixZHj
192,Shallow,"Lady Gaga",39089,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
193,"Mondo Di Fango",Gemitaiz,39057,https://open.spotify.com/track/3rR90ytwXhFCGXjbDzN7HI
194,Guaranà,Elodie,38861,https://open.spotify.com/track/1KXpcoggYmNTPCRXIz2m9Z
195,"Wasted Love (feat. Lagique)",Ofenbach,38828,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
196,"22 settembre",Ultimo,38656,https://open.spotify.com/track/15RRpHBNzv0gvjIry4jyOs
197,AMG,Sacky,38613,https://open.spotify.com/track/63ZHGDgE804BwJfCZkX1Vy
198,Ricordami,"Tommaso Paradiso",38520,https://open.spotify.com/track/6Vw7SyOg1BcWvGpyPzWgEa
199,Autostop,Shade,38454,https://open.spotify.com/track/5ZgeeXOHGYUn0K3kuICyw9
200,Louboutin,"Vale pain",38443,https://open.spotify.com/track/0NCgpiamuQYo4Jy6AbT5jV
