,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
25,"7 rings","Ariana Grande",180337,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
26,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",179714,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
27,90MIN,Salmo,174685,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
28,"Torna a casa",Måneskin,168808,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
29,"Cascare nei tuoi occhi",Ultimo,167828,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
30,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,156722,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
31,"MIA (feat. Drake)","Bad Bunny",152763,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
32,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",148931,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
33,Happier,Marshmello,147274,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
34,"oh 9od","tha Supreme",145783,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
35,"Posso (feat. Max Gazzé)","Carl Brave",145506,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6
36,"Fuoco e benzina","Emis Killa",145437,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
37,"La fine del mondo",Anastasio,143048,https://open.spotify.com/track/3FhWEh7VTAOYK4edZqNWNB
38,"Ngopp'A Luna","Rocco Hunt",137688,https://open.spotify.com/track/5290vWQUgvvVu9TtFRSSjw
39,MALA,6ix9ine,137603,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
40,"Stanza Singola (feat. Tommaso Paradiso)",Franco126,133145,https://open.spotify.com/track/23hpOtox5sIuRqVBVVJxsO
41,"NI BIEN NI MAL","Bad Bunny",126915,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
42,"Holding out for You (feat. Zara Larsson)",Fedez,124990,https://open.spotify.com/track/6eiVP1Q0XaevZEZnQFpYEH
43,"CABRIOLET (feat. Sfera Ebbasta)",Salmo,124458,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN
44,"bury a friend","Billie Eilish",123044,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
45,"STAI ZITTO (feat. Fabri Fibra)",Salmo,122747,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd
46,"No Racism",Jamil,118130,https://open.spotify.com/track/3pohX3TDp8ofimHQD36TLn
47,"High Hopes","Panic! At The Disco",117800,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
48,"Adan y Eva","Paulo Londra",109498,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
49,"Bella e rovinata",Irama,106523,https://open.spotify.com/track/5uPQRVuGquShCnqzuOTq4B
50,Pianeti,Ultimo,106025,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
51,Vertigini,Tedua,102364,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
52,"Bling Bling (Oro)",Guè,99529,https://open.spotify.com/track/11AXfsh0V6zCCU7Po6kQiY
53,"Non Abbiamo Età",Luchè,99055,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
54,Toradol,Gemitaiz,98572,https://open.spotify.com/track/3Rmv3h4ovgt9xVgWOfMlLx
55,"Poesia senza veli",Ultimo,98389,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W
56,Shallow,"Lady Gaga",97140,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
57,Secreto,"Anuel AA",95591,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
58,"Without Me",Halsey,95395,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
59,"Los Angeles",Luna,94099,https://open.spotify.com/track/44oZqBLSPMKbxB0bOuUrEN
60,"Ti dedico il silenzio",Ultimo,93149,https://open.spotify.com/track/6GLmGfALwjzCaOiHwgfU7g
61,"Davide (feat. Coez)",Gemitaiz,91861,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
62,Wow.,"Post Malone",91848,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
63,LUNEDI',Salmo,91254,https://open.spotify.com/track/1VNARx6Sm6ZYAsDMCGiU1B
64,"Prima di ogni cosa",Fedez,88327,https://open.spotify.com/track/5mkGjUA82k3yWNhD1kFAuU
65,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""","Imagine Dragons",86260,https://open.spotify.com/track/2bzitsPcImYC6DZWvvLCQi
66,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",82307,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
67,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,81601,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
68,"Fumo Da Solo",Izi,80683,https://open.spotify.com/track/4sYbBt781iAS2S76IeMwIG
69,"Giornate vuote (feat. Gemitaiz)",Frenetik&Orang3,78681,https://open.spotify.com/track/1vFQYqKTk8UOlMi8PoPxjP
70,"Bohemian Rhapsody - Remastered 2011",Queen,77785,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
71,"Uno squillo","Capo Plaza",75942,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
72,"SPARARE ALLA LUNA (feat. Coez)",Salmo,75635,https://open.spotify.com/track/4spkZ6gRKh827yp6JI6TN1
73,Magico,Izi,75571,https://open.spotify.com/track/5fQUYwhKS3UIxTJvSoQ2Qz
74,"Ella Quiere Beber - Remix","Anuel AA",73883,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
75,"Il ballo delle incertezze",Ultimo,73517,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
76,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",72000,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
77,"Vaina Loca",Ozuna,70041,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
78,PERDONAMI,Salmo,69810,https://open.spotify.com/track/4Yr7z1MFiI2D3QnldF107i
79,"In My Mind",Dynoro,69434,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
80,"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",69245,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
81,Popstar,"Sfera Ebbasta",68792,https://open.spotify.com/track/1fIuF52zouQWN13q3X9FHk
82,Animal,Nayt,68699,https://open.spotify.com/track/7lrePdRkp4pplxEzeM3csB
83,"Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave",67798,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu
84,"Squalo e ceres (feat. Noyz Narcos)",Frenetik&Orang3,67698,https://open.spotify.com/track/7lHtLPXOTcSDXVeKOo6zL2
85,"La musica non c'è",Coez,67473,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
86,"Se Piovesse Il Tuo Nome",Elisa,66736,https://open.spotify.com/track/7oETr2afFHIzjDIOpm4zPJ
87,Sopra,Gazzelle,66667,https://open.spotify.com/track/3Cbaa4ZmODhKEGSkMsbkOO
88,"2% (feat. Frah Quintale)",Guè,66164,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25
89,"HO PAURA DI USCIRE",Salmo,65782,https://open.spotify.com/track/4Nc1FDBI1NUiN48MjTiXEi
90,Cherofobia,"Martina Attili",65257,https://open.spotify.com/track/2TfcMUAZ4vH4fTA9eF53v2
91,Thunderclouds,Sia,64353,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP
92,Malibu,"Vegas Jones",64131,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
93,"Giuro Che (feat. Priestess & Quentin40)",Gemitaiz,62406,https://open.spotify.com/track/0Pi8hOfhyPYQOg8PL6tcT9
94,"Veleno 6",MadMan,62350,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
95,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",62333,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
96,"Guarda Come Flexo 2",MamboLosco,61534,https://open.spotify.com/track/6PX2GtCt8YJzOQ4ulJM41k
97,Rollercoaster,"Emis Killa",60808,https://open.spotify.com/track/4WJj8NsyCm3YAADCOe0hrf
98,"Se Piovesse Il Tuo Nome - con Calcutta",Elisa,60691,https://open.spotify.com/track/40SslAHt15Duy4uldwXNAm
99,"Giant (with Rag'n'Bone Man)","Calvin Harris",60607,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
100,"New York",Thegiornalisti,60344,https://open.spotify.com/track/1nhEQjgj0NrtAoDuFEhMEL
101,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",59982,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
102,"Con Calma","Daddy Yankee",59967,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
103,Pablo,Rvssian,58882,https://open.spotify.com/track/0l8vhDaEztxLCQsFOAX64d
104,NewJeans,"Capo Plaza",58723,https://open.spotify.com/track/1C8KgGduDWKvwbFiqARcFq
105,"Porto Cervo",Lazza,58419,https://open.spotify.com/track/0TAt3c8KXb1D3sWT8ENar8
106,"Te Boté - Remix","Nio Garcia",57592,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
107,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",57156,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
108,"Racks on Racks","Lil Pump",56454,https://open.spotify.com/track/0SfG57HqtBNqKN9O27fo1s
109,"D'estate non vale (feat. Ana Mena)","Fred De Palma",56121,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy
110,"Promises (with Sam Smith)","Calvin Harris",54957,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
111,"Un domani (feat. Mr.Rain)",Annalisa,54908,https://open.spotify.com/track/5ZUbSBnGDbmBGcH2l1575M
112,"RICCHI E MORTI",Salmo,54780,https://open.spotify.com/track/2sCkQ5AoGNKy0urYd2E3BT
113,"Che cazzo ridi (feat. Trippie Redd)",Fedez,54612,https://open.spotify.com/track/5vjbuxIbXBv98HK6PlrK9M
114,"Sogni appesi",Ultimo,54440,https://open.spotify.com/track/2HgBmx6tfhRO417ahshpeQ
115,"Sempre In Due","Carl Brave x Franco126",54410,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk
116,"Trap Phone (feat. Capo Plaza)",Guè,54129,https://open.spotify.com/track/4dcMymOM4uDaH0NrwdktgN
117,Nera,Irama,53549,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
118,"Bad Liar","Imagine Dragons",53422,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
119,Fame,Nayt,52800,https://open.spotify.com/track/3WQJd5uYQ40Qlol1Q8pIpe
120,"Sarebbe comodo","Chadia Rodriguez",52387,https://open.spotify.com/track/4GMzvuPHqkKPuG3VGuDex1
121,"Dancing With A Stranger (with Normani)","Sam Smith",52276,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
122,"Keanu Reeves (feat. Achille Lauro)",Gemitaiz,51401,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w
123,"Thoiry Remix (Samba Trap Vol. 3 - Mitraglia Rec) (feat. Gemitaiz, Quentin40 & Puritano)","Achille Lauro",51304,https://open.spotify.com/track/2l9XbXBbKoEfc1JdCvSz4n
124,"Peace & Love","Charlie Charles",51181,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD
125,"Luci d'America",Ligabue,51172,https://open.spotify.com/track/5TOmzCEg2tw5yGYSlgkZpF
126,Moonlight,XXXTENTACION,50830,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
127,"Morirò da Re",Måneskin,50779,https://open.spotify.com/track/1aX0Ki80LFzzhqxqRlqbAV
128,"La stella più fragile dell'universo",Ultimo,50436,https://open.spotify.com/track/3iHqUSg0LBRxAF5CzjBK9y
129,Universale,"Benji & Fede",50290,https://open.spotify.com/track/3A20rdsGLvHVAxrkGtrUTu
130,"Fumo bianco","Chadia Rodriguez",50006,https://open.spotify.com/track/54ivBWjaiBH5W2fAVYV1k3
131,"Billets (feat. Ninho)","Capo Plaza",49917,https://open.spotify.com/track/2aD5ESGyEhXnXdoOsZvsR0
132,"Torna Da Me",Luchè,49739,https://open.spotify.com/track/5iSHLCuc0K3pUW16b7sSP4
133,"Gli occhi della tigre",Nayt,49653,https://open.spotify.com/track/0eczHniJguffShMNltOqMo
134,"Kim & Kanye (feat. Emis Killa)",Fedez,49561,https://open.spotify.com/track/4c8B6JJys3lq1EfNk5RjSX
135,Brioschi,Franco126,49352,https://open.spotify.com/track/4b8hQaPTM7FhpOOAkKBj5A
136,"thank u, next","Ariana Grande",48795,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
137,"Borsello (feat. Sfera Ebbasta & DrefGold)",Guè,48749,https://open.spotify.com/track/31wSmTMwl9CIr1RQds2Tvy
138,"Be Alright","Dean Lewis",48106,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
139,SAD!,XXXTENTACION,48068,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
140,"Gucci Ski Mask (feat. Guè)",Lazza,48039,https://open.spotify.com/track/0OJt61Ktvw4U96GmVZmyoZ
141,"SICKO MODE","Travis Scott",47643,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
142,"Ieri L'Altro",Franco126,47130,https://open.spotify.com/track/1c0hOZ4rGASabvJQbIFeP0
143,"Better Now","Post Malone",46630,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
144,"Another One Bites The Dust - Remastered 2011",Queen,46471,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
145,Coupé,"Capo Plaza",46346,https://open.spotify.com/track/0X6TgBHcxe20tNvWuwXEpn
146,IDGAF,"Dua Lipa",46337,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
147,"Ti Amo Ti Odio",GionnyScandal,46245,https://open.spotify.com/track/6fqfcwTvc1ddhtAKbmo8WI
148,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,46001,https://open.spotify.com/track/20ZP3Om9DvDazXrNUC7WM2
149,"Bella Giornata (prod. Dogslife, Mago del blocco) (feat. Dogslife & Mago del Blocco)","OG Eastbull",45978,https://open.spotify.com/track/76xea5TfeyVu8c4dGWpFD2
150,Frigobar,Franco126,45701,https://open.spotify.com/track/1N7uKJRYbRF3V4lxvb5fjJ
151,"Say My Name","David Guetta",45697,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
152,"Cupido (feat. Quavo)","Sfera Ebbasta",45528,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy
153,"Pregiudicati (feat. Izi)","Gianni Bismark",45369,https://open.spotify.com/track/7BHlSTqe3l3JA65oGFrYkz
154,"Tutto tua madre",J-AX,44809,https://open.spotify.com/track/1PahySwtcIaiG7GUnCy9tx
155,"Money Rain","Boro Boro",44335,https://open.spotify.com/track/1f1mvHcJwPPponfS45uRp1
156,"Mwaka Moon - Remix",Kalash,43948,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN
157,"Bad Boys (feat. Ketama126)",Gemitaiz,43745,https://open.spotify.com/track/12mhNDtyap89L9H8KLexnS
158,"Le luci della città",Coez,43652,https://open.spotify.com/track/381VH1JFj9q08V1OMlPU5m
159,"Cama Vacia",Ozuna,43486,https://open.spotify.com/track/6sR4WtcYJOCXzDsDfY9PwV
160,"L'altra dimensione",Måneskin,43455,https://open.spotify.com/track/36ONZ2CvV8KsLPapNPGTqa
161,"Felicità puttana",Thegiornalisti,43178,https://open.spotify.com/track/695AOnYHYnvHIMaTNKjkA5
162,Ipernova,Mr.Rain,43130,https://open.spotify.com/track/1TaSkLG2bXx84YuKmJvncw
163,Natural,"Imagine Dragons",42915,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
164,"Allenamento #2","Capo Plaza",42788,https://open.spotify.com/track/2z3sYBYhLhsGTOKZe5vkcM
165,"DISPOVERY CHANNEL (feat. Nitro)",Salmo,42588,https://open.spotify.com/track/77F0NNChJGfDBp3fTCWaDc
166,"PELLE D'OCA","Vegas Jones",42395,https://open.spotify.com/track/3SjNwo6aHnvKx8yeSXxTmT
167,"Casa Mia (feat. Luchè & Capo Plaza)","Noyz Narcos",41839,https://open.spotify.com/track/6NnO2rbViEDhX6wewADukc
168,"Nuovi Jeans",Nashley,41717,https://open.spotify.com/track/0N1pKkjhVwKZWFLF47R1tv
169,British,"Dark Polo Gang",41650,https://open.spotify.com/track/3JEvpERjiUoFXZO1BUc2dv
170,scuol4,"tha Supreme",41540,https://open.spotify.com/track/6ukVfkwkTlQvfvD477n0qr
171,Adictiva,"Daddy Yankee",41402,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
172,Chic,Izi,41354,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
173,"Irraggiungibile (feat. Federica Carta)",Shade,41240,https://open.spotify.com/track/6ht4SwYqBMA8aE40QdJzoN
174,"Solo Te E Me (feat. Giulia Jean)",GionnyScandal,41029,https://open.spotify.com/track/7zPr2eaVerEShHQ36BHQTD
175,RATATA,"Capo Plaza",40930,https://open.spotify.com/track/3QjM7blH1a157YfP8G33TA
176,"Questa nostra stupida canzone d'amore",Thegiornalisti,40716,https://open.spotify.com/track/1Kw6V4wiZKTVwLZ5YcYJR3
177,"Uh Ah Hey","Sfera Ebbasta",40664,https://open.spotify.com/track/2zsJ7dZdvtmUBDOuRSqQ5h
178,"Figurati noi (feat. Emma Muscat)",Shade,40603,https://open.spotify.com/track/5AQ7Wuc1UGCROIifaInqdV
179,Missili,"Frah Quintale",40596,https://open.spotify.com/track/5dcyltc1ataieXIeTqhH3t
180,"Amore e Capoeira","Takagi & Ketra",40571,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
181,"Purple Rain (feat. Gemitaiz & Frenetik&Orang3)","Achille Lauro",40551,https://open.spotify.com/track/0PpB4YTfszDRmQxLirA4pM
182,"Solo (feat. Demi Lovato)","Clean Bandit",40506,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
183,Sincera,"Fred De Palma",40132,https://open.spotify.com/track/0B9tlo3EDwWazIPlyWpKAH
184,Pesto,"Calcutta ",39962,https://open.spotify.com/track/4UHDgfDtSSv9SqyfEFr4sF
185,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",39925,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
186,"WANNABE VOL.2",Highsnob,39923,https://open.spotify.com/track/3WVv0HHGgdpbaMAPRgO4bz
187,Rockstar,"Sfera Ebbasta",39913,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA
188,"MIDDLE CHILD","J. Cole",39798,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
189,"Giovane fuoriclasse","Capo Plaza",39133,https://open.spotify.com/track/60muwbD6E61lEYQSnEYlLc
190,"Don't Stop Me Now - Remastered 2011",Queen,39118,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
191,Rollin',Gemitaiz,38949,https://open.spotify.com/track/1LYkQC1JrgMhwMol3nVo35
192,Flames,"David Guetta",38930,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
193,Devuelveme,Ozuna,38779,https://open.spotify.com/track/5uvucCRBTkxv7VxIDLOqe7
194,"Let You Love Me","Rita Ora",38380,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
195,"Ricchi x Sempre","Sfera Ebbasta",38317,https://open.spotify.com/track/0kHTkvGavvk2MjBTSUtOZx
196,"Modalità Aereo (feat. Luchè & Marracash)",Guè,38308,https://open.spotify.com/track/5CBTNoJlHwyqYGdwMBNAAH
197,"Faccio un casino",Coez,38288,https://open.spotify.com/track/6qNXkVk19OYLu4CoqjDfZ0
198,Paracetamolo,"Calcutta ",37990,https://open.spotify.com/track/4OQ1G3dyVx0SPUzBiWCNat
199,"Centro (feat. Coez)",MadMan,37823,https://open.spotify.com/track/6DGl9TtxYTpMFrmZa1mwEz
200,"Anche Fragile",Elisa,37676,https://open.spotify.com/track/7fXTNTj6tiyaIvcezY8k5f
