,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
29,"Bam Bam Twist (feat. Gow Tribe, Frenetik&Orang3)","Achille Lauro",125164,https://open.spotify.com/track/5i12eplaUT5pPE5iC6B2FZ
30,"0ffline (feat. bbno$)","tha Supreme",123985,https://open.spotify.com/track/6ZWsKJdmoYu1oFJbzCmtK9
31,Caramelo,Ozuna,119132,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
32,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,116682,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
33,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",113563,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
34,"Pasticche (feat. Capo Plaza)",VillaBanks,113397,https://open.spotify.com/track/7KnC2wSD0I5Fju3A7qCFX8
35,"Djadja (feat. Maluma) - Remix","Aya Nakamura",112706,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g
36,"Sono un bravo ragazzo un po' fuori di testa",Random,109866,https://open.spotify.com/track/5EXLYWZGnmYC01H53WUAhi
37,Ridere,"Pinguini Tattici Nucleari",107882,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
38,"WAP (feat. Megan Thee Stallion)","Cardi B",107759,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
39,"TesTa TrA Le NuVoLE, pT. 2 – prod. Yanomi",Alfa,105208,https://open.spotify.com/track/04UtYEP1Jc0GRxbvH1B6Nk
40,"Good Times",Ghali,104253,https://open.spotify.com/track/5165XjbVxwq9dQDxNk7hmf
41,"ALYX (feat. Capo Plaza)",Lazza,103373,https://open.spotify.com/track/5ifarM7jfplX1EqkqMHlDq
42,"Broken Language","Emis Killa",102663,https://open.spotify.com/track/6SUnPCMXpUvJ7ZiSFRg8rs
43,Portofino,"Il Pagante",102105,https://open.spotify.com/track/6xc77qJbTNh3yQzSopZEuw
44,"ELEGANTE (feat. Sfera Ebbasta)",DrefGold,101781,https://open.spotify.com/track/7qADAhkEs9vv3ll4hP8ybC
45,"DEFUERA (feat. Ghali, Madame & Marracash)",DRD,100951,https://open.spotify.com/track/2512VtkrcUHav23oV66xqf
46,Capo,Geolier,100558,https://open.spotify.com/track/7A9lnmpkWR2tPkcPWGbMqo
47,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",98321,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
48,Guaranà,Elodie,97240,https://open.spotify.com/track/1KXpcoggYmNTPCRXIz2m9Z
49,"Fuego Del Calor (feat. Ozuna, Tyga & Capo Plaza)","Scott Storch",95239,https://open.spotify.com/track/7FX4EvQht57zUc2P313cEZ
50,"Renè & Francis","Emis Killa",93568,https://open.spotify.com/track/1xg3kuOWt3OXvI3TscVDaQ
51,Louboutin,"Vale pain",92855,https://open.spotify.com/track/7fzaDe7qR6IX2w275uX4Th
52,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",92649,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
53,Hollywood,"LA Vision",86836,https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4
54,"POPSTAR (feat. Drake)","DJ Khaled",84430,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
55,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",84273,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
56,"Kings & Queens","Ava Max",80720,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
57,"VIENIMI (a ballare)",AIELLO,80433,https://open.spotify.com/track/3VZfK5GR6tN3WH3WsBNMYq
58,"Nena (feat. Geolier & Andry The Hitmaker)","Boro Boro",80415,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
59,Ricordami,"Tommaso Paradiso",80062,https://open.spotify.com/track/6Vw7SyOg1BcWvGpyPzWgEa
60,MAMACITA,"Black Eyed Peas",78333,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
61,"Roses - Imanbek Remix","SAINt JHN",77310,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
62,"SLIME (feat. Rondodasosa)",Lazza,77048,https://open.spotify.com/track/13Iu4OXlnP5vUQ0rgXR6e3
63,Dynamite,BTS,76693,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
64,"What You Know Bout Love","Pop Smoke",75067,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
65,Hawái,Maluma,74835,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
66,SPENSIERATEZZA,PSICOLOGI,74514,https://open.spotify.com/track/2DzJYaFlsNdpmfoHMYecZ4
67,"In Your Eyes","The Weeknd",74344,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
68,"Jerusalema (feat. Nomcebo Zikode) - Edit","Master KG",73664,https://open.spotify.com/track/2R7gA9dAHTjASKU0wiTJok
69,"Cowboy - feat. Tedua","Emis Killa",73327,https://open.spotify.com/track/3Pk5QS6oHK5qgCSmxaqwYn
70,Malandrino,"Emis Killa",73144,https://open.spotify.com/track/5CxxEOnXCU1BrFVg1cNtyH
71,"Fiori di Chernobyl",Mr.Rain,73025,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR
72,"Gli amici miei - feat. Lazza","Emis Killa",72209,https://open.spotify.com/track/4BZCIqyBGmU1jeo4zPA8vb
73,"SOLDI SULLA CARTA","FSK SATELLITE",71800,https://open.spotify.com/track/0vCNtIwkFXbgN3W8U726Je
74,"Polvere (feat. Capo Plaza)",Tedua,71496,https://open.spotify.com/track/0ZzXPo0gS5h718w7WErG44
75,"2 TIRI (feat. tha Supreme)",Lazza,70188,https://open.spotify.com/track/3TwMhXQ6O1KGPfiYV5mxGN
76,"Una volta ancora (feat. Ana Mena)","Fred De Palma",69749,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
77,"Sangria (feat. Astol)","Emma Muscat",69474,https://open.spotify.com/track/5AxfollP1UH3X0MWNaS1zP
78,Moncler,Geolier,69097,https://open.spotify.com/track/4QHaWdrl7bdAhz72rb36rO
79,"Blinding Lights","The Weeknd",69042,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
80,"Buongiorno - feat. G-CREW","Gigi D'Alessio",66651,https://open.spotify.com/track/18rHhuIUwxXh3SdsBv6oM9
81,"Guerra E Pace",PSICOLOGI,66582,https://open.spotify.com/track/2puGJHRifrmNO7gTAeWm0z
82,Festa,PSICOLOGI,65907,https://open.spotify.com/track/5ZEFqQ8hVGdyMxddxu8Pa3
83,"Per sentirmi vivo",Fasma,65812,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
84,"CRUDELIA - I nervi",Marracash,65754,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
85,"you broke me first","Tate McRae",65723,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
86,"blun7 a swishland","tha Supreme",65339,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
87,"Hoodboy - Remix","Coyote Jo Bastard",65162,https://open.spotify.com/track/0RS1tp85979N7W73I0jBsl
88,"Lontano da me","Emis Killa",64071,https://open.spotify.com/track/66cuNz5ezu7kKuH9APLruU
89,"Ti Levo Le Collane (feat. Paky)",Guè,64006,https://open.spotify.com/track/48NEryJWd2W3T6V6yKHzz6
90,Chega,Gaia,63920,https://open.spotify.com/track/76w5oLSdgYvA0Bt4dTUe0Z
91,"Tick Tock (feat. 24kGoldn)","Clean Bandit",63819,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
92,"Baby Gang","167 Gang",63796,https://open.spotify.com/track/0ob3HWUcMDYQJKeN3haJdg
93,"Mood Swings (feat. Lil Tjay)","Pop Smoke",63677,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
94,"Toro Loco","Emis Killa",62489,https://open.spotify.com/track/4lTFQjsjvuxTTq4L9qe82c
95,"TKN (feat. Travis Scott)",ROSALÍA,62300,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
96,"LA ISLA","Giusy & Elettra",62100,https://open.spotify.com/track/0T1QQTMx8jTbtOEeBKe43I
97,Chiasso,Random,61881,https://open.spotify.com/track/76B3Xb8EqIY4NJF5xoNrCH
98,Tusa,"KAROL G",61497,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
99,"Ride It",Regard,60579,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
100,"Nuove Strade (feat. Ernia, Rkomi, Madame, Gaia, Samurai Jay & Andry The Hitmaker)","Nuove Strade",59215,https://open.spotify.com/track/7zN8K5ZX4JTCCTXW1OmXgc
101,Medaglia,"Emis Killa",58795,https://open.spotify.com/track/7AnQncZKcaqSq7peG0pvaQ
102,Autostima,PSICOLOGI,58604,https://open.spotify.com/track/5qf1k7zubHxjR3uinHmIKg
103,"FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott",58552,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
104,"Rain On Me (with Ariana Grande)","Lady Gaga",58459,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
105,"Cracovia, Pt. 3","Il Tre",57693,https://open.spotify.com/track/18dt6tNw8hpNUdthOJf0lI
106,"Holy (feat. Chance The Rapper)","Justin Bieber",57681,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
107,666,"Emis Killa",56988,https://open.spotify.com/track/3jQU5EUwG8vac5LepBlbIu
108,Heather,"Conan Gray",56968,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
109,"La mia prigione","Emis Killa",56762,https://open.spotify.com/track/5Y54kl3xbHe6QI0igiznzE
110,"Laugh Now Cry Later (feat. Lil Durk)",Drake,56717,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
111,"Vita paranoia",Gazzelle,56584,https://open.spotify.com/track/4OnmVQMW9Eb9dpXjRLbjm0
112,"TATUAGGI (feat. ARIETE)",PSICOLOGI,56090,https://open.spotify.com/track/15WIkk29b7NqOK2poTRnOU
113,"MACHETE SATELLITE (feat. Salmo, Taxi B & Greg Willen)","BLOODY VINYL",55990,https://open.spotify.com/track/3CHiuPXn9ufDJhVy1xI4Jf
114,9.3,Mr.Rain,55169,https://open.spotify.com/track/1prey7RGLzP9zS4dk2Y6a8
115,"Como Llora",Juanfran,54704,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui
116,"fuck 3x","tha Supreme",54104,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
117,Futuro,PSICOLOGI,53523,https://open.spotify.com/track/7crqSyRvbetPDRqCREnGdj
118,goosebumps,"Travis Scott",53367,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
119,"Cin Cin",Alfa,52771,https://open.spotify.com/track/1jJMhPp0Rm6lAi077PXeEQ
120,"Glock e Diamanti (Feat. Guè)","Niko Pandetta",52423,https://open.spotify.com/track/0xf004iZalFwHR84nPczYb
121,"Jerusalema (feat. Nomcebo Zikode)","Master KG",52321,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
122,"Amore tossico","Jake La Furia",51662,https://open.spotify.com/track/2ZiSzj3pQ0mZaNEMMuqQh5
123,"Cyborg (feat. Geolier)",Guè,51018,https://open.spotify.com/track/54wRUYPMEHLttFdLImOlAt
124,Maleducato,"Emis Killa",50704,https://open.spotify.com/track/3riPXZtSlwdrhMGk76jBw3
125,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,50670,https://open.spotify.com/track/5EpBEqf5bnKeJ3p4zA1Sod
126,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,50585,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
127,"Piccola Stella",Ultimo,50222,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
128,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,50090,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
129,#THOTMILANODM,Radical,49695,https://open.spotify.com/track/4wz9be3iTHln8swogVIAwR
130,"I Miss You",GELO,49673,https://open.spotify.com/track/5yTqoZ6nhOv21jNHFfwsBV
131,"BRAVI A CADERE - I polmoni",Marracash,49483,https://open.spotify.com/track/3me7fQdjgO8NHscb3xPaBa
132,Pregiudicati,Skinny,48750,https://open.spotify.com/track/5PXOuBwrUgqxn8njY4xrfw
133,"Maleducata (Baby 3 Official Soundtrack)","Achille Lauro",48734,https://open.spotify.com/track/1kjlvSooYR4OusrBNQHRLm
134,"16 Marzo (feat. Gow Tribe)","Achille Lauro",48563,https://open.spotify.com/track/2kZV7d0A4BIN5I8iFBnbqp
135,"Per favore",Nyv,48389,https://open.spotify.com/track/21pk7rsFoQESMSuBi8FVYr
136,"Break My Heart","Dua Lipa",48380,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
137,Control,"Zoe Wees",48252,https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
138,"Ferma A Guardare",Ernia,47976,https://open.spotify.com/track/2UJFzqzkU6eByT6tdi2iLf
139,"Quello che non ho","Emis Killa",47932,https://open.spotify.com/track/3YJN7uSkunGJolNAb9JhiX
140,"Dance Monkey","Tones And I",47748,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
141,Dior,"Pop Smoke",47569,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
142,"Someone You Loved","Lewis Capaldi",47517,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
143,"Domani ci passa",Ludwig,47334,https://open.spotify.com/track/3elLXGwE5zaREuOzWdlRJ2
144,Stanotte,PSICOLOGI,47210,https://open.spotify.com/track/6QYX8ZfG0ICSkqTaASvycX
145,"Djomb - Remix",Bosh,47121,https://open.spotify.com/track/37PWYMEAbH3DTVqvEqrBzm
146,"Vivere (feat. Izi)",Mecna,46936,https://open.spotify.com/track/4tJgDmPMR0Wlo3OO6JvHZj
147,"HIGHEST IN THE ROOM","Travis Scott",46719,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
148,"Ringo Starr","Pinguini Tattici Nucleari",46552,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
149,"Tutto questo sei tu",Ultimo,46468,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
150,"Be Kind (with Halsey)",Marshmello,46105,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
151,"DON’T TOUCH MY STICK","FSK SATELLITE",46043,https://open.spotify.com/track/2turI4o9F4NAZoKstNbUde
152,Brivido,Guè,45957,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
153,"1,2,3 STELLA (feat. Geolier)","Dark Polo Gang",45828,https://open.spotify.com/track/1EGC4KMFYi5ukbe68OcM4Y
154,"Blue Bandana",Skinny,45681,https://open.spotify.com/track/55Soh2lcLeN0ysLou2P7XP
155,"Narcos Remix (feat. Lazza)",Geolier,45599,https://open.spotify.com/track/0mAeTwKRW38d8TRsWqvw9Z
156,"A Güiro","Rafa Pabön",45385,https://open.spotify.com/track/4hgIsfE3u7duCJFYXm6kZe
157,"Ora che ti guardo bene",Gazzelle,45244,https://open.spotify.com/track/25rH6l9UjJaLu4Ckxku8XT
158,"Che Poi","Carl Brave",44762,https://open.spotify.com/track/55BfNKdOeu77gxPB0UGnAw
159,"Una voglia assurda",J-AX,44631,https://open.spotify.com/track/0jaYrOJVG8KcDh9qrU2TU8
160,Amarena,"Frah Quintale",44598,https://open.spotify.com/track/0nqwOIZtuWl0xVbfYiL6UW
161,"Boogieman (feat. Salmo)",Ghali,43925,https://open.spotify.com/track/58bRZqUPWnpop0WC9ob5wJ
162,Crepe,Irama,43886,https://open.spotify.com/track/6L671UzJPyAzbHEhaNhDUJ
163,"SICKO MODE","Travis Scott",43849,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
164,"In Piazza",Paky,43834,https://open.spotify.com/track/3N0cYpWubd9hAUApJDcLRw
165,"Comme si fragile - feat. Geolier","Gigi D'Alessio",43791,https://open.spotify.com/track/50khIEI9MvKMZug82sChSC
166,"SuL Più BeLLo (Out Of My League) - prod. Yanomi",Alfa,43724,https://open.spotify.com/track/5h2DMykCg3GeZu3HpjwuTU
167,"Better Days - Giorni Migliori (with Negramaro)",OneRepublic,43388,https://open.spotify.com/track/6kfUXAS4K8zpNCADiFqMCt
168,"Dove e quando","Benji & Fede",43225,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
169,"SNITCH E IMPICCI (feat. FSK SATELLITE)",DrefGold,43141,https://open.spotify.com/track/5zgyx2vTkJ05b5Y37X95Wy
170,Chic,Izi,43030,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
171,"Polo nord - C+N Progressive Mix","Massimo Pericolo",42743,https://open.spotify.com/track/1Wbc0N0X1zkFqnKGcj8Quh
172,Robbery,"Juice WRLD",42740,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
173,"Immortale (feat. Sfera Ebbasta)",Guè,42563,https://open.spotify.com/track/2bF1qPRPlrODKWFMGtQXq1
174,"Puro Sinaloa (feat. Tedua, Rkomi & Lazza)",Ernia,42499,https://open.spotify.com/track/5E75l3Zb0vzdiDNJczr29z
175,"NEON - Le Ali (feat. Elisa)",Marracash,42435,https://open.spotify.com/track/76cEI7LczlKZ1yLAHIoPBJ
176,"death bed (coffee for your head)",Powfu,42333,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
177,"Before You Go","Lewis Capaldi",42202,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
178,"Vestiti D’Odio (con PSICOLOGI)","Tredici Pietro",42141,https://open.spotify.com/track/3NLE4ioQE8aWxoJjk2IQTC
179,"PAROLA - feat. Lazza, Emis Killa",Giaime,42103,https://open.spotify.com/track/4XxQOwmNM0DF3bKafSJBNw
180,"ANSIA NO","FSK SATELLITE",41958,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
181,Missili,"Frah Quintale",41703,https://open.spotify.com/track/5dcyltc1ataieXIeTqhH3t
182,MVMA,"Nicola Siciliano",41618,https://open.spotify.com/track/6JEBbNP8pvlMw5L3M0a5zd
183,"Jocelyn Flores",XXXTENTACION,41447,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
184,"Se Te Nota (with Guaynaa)","Lele Pons",41332,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
185,"Non Avere Paura","Tommaso Paradiso",41048,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
186,Pianeti,Ultimo,40738,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
187,Lento,"Boro Boro",40580,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
188,Rapide,Mahmood,40368,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
189,"È sempre bello",Coez,40243,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
190,"Comme si Femmena - feat. Geolier","Gigi D'Alessio",39890,https://open.spotify.com/track/20yENcX392hoXwOqsaAmV5
191,"Una canzone che non so",Gazzelle,39843,https://open.spotify.com/track/6pDqB2dlzxB2i9Inu4h3wC
192,"Il Seme del Male","Emis Killa",39792,https://open.spotify.com/track/7qcj4WcYAy8RUzu8QPUWSg
193,"Non sei tu",Gazzelle,39736,https://open.spotify.com/track/4zJL82bt73NiBmFuJncYUb
194,"WEEKEND (feat. Lazza, Madame & Massimo Pericolo)","BLOODY VINYL",39680,https://open.spotify.com/track/1FVZhwZiab6cEAxAOS9j5v
195,"Lo Sai",Tedua,39607,https://open.spotify.com/track/2fQtrzMUMmnnJ5YxSb55MR
196,"Cacao (feat. Pyrex)",Ghali,39375,https://open.spotify.com/track/0lAzr7LGHV1sdcYJfEKNmu
197,Zitta,"Silent Bob",39336,https://open.spotify.com/track/0kBhFZl1m457vCZ6vL6geq
198,"Auto Blu",Shiva,39227,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
199,"Mix Møn Amøur",WØODY,39165,https://open.spotify.com/track/55wlOpxtB7EoiQnXTAz4Ig
200,"Balla Per Me","Tiziano Ferro",39063,https://open.spotify.com/track/6my3pKZ8QxxI5ZezQVR0wf
