,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
29,"Quello che fa male",LDA,138243,https://open.spotify.com/track/1LNWoDTDsfIt9I4WM68xEa
30,"uNa DiReZioNe giUsTa","yungest Moonstar",137659,https://open.spotify.com/track/1ktyKCzfI8hooCJP3X2yP5
31,"Angelina Jolie",Bresh,137524,https://open.spotify.com/track/0tD4EXZRm1JGDYWtKYFLWK
32,"PARTIRE DA TE",Rkomi,135539,https://open.spotify.com/track/43mGIsFZwISk1WWTcAK728
33,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",134686,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
34,"Cold Heart - PNAU Remix","Elton John",134397,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
35,"LA CODA DEL DIAVOLO (con ELODIE)",Rkomi,132578,https://open.spotify.com/track/6oYcyS6salzWI1ysjEScFh
36,"Do It To It",ACRAZE,129224,https://open.spotify.com/track/20on25jryn53hWghthWWW3
37,"MEGLIO DEL CINEMA",Fedez,128043,https://open.spotify.com/track/58P3eeXDfBPfgrX2fQ1URh
38,"Quanto ti vorrei",chiello,126284,https://open.spotify.com/track/2KdcUxAJWAARnGTWmSWxwu
39,"LUNA PIENA (con IRAMA)",Rkomi,121754,https://open.spotify.com/track/7xtDBQTR47nZwpBRu6pOdO
40,"LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO)",MACE,121237,https://open.spotify.com/track/1uXJYnCsXy2v50y0fDEEiV
41,Shivers,"Ed Sheeran",118559,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
42,CLIFFHANGER,Marracash,116241,https://open.spotify.com/track/3tUvHEfPskrfh4tSoZpxD2
43,"Heat Waves","Glass Animals",115119,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
44,m%n,"tha Supreme",114451,https://open.spotify.com/track/5VSmYYZYuSCSlOweGMpM1A
45,"Scrivile Scemo","Pinguini Tattici Nucleari",111456,https://open.spotify.com/track/71r3UlkV7sWvUYjas5paqi
46,"perso nel buio (con Madame)",sangiovanni,107998,https://open.spotify.com/track/3M5rbwyOMpjb3Ge277ILVT
47,Colibrì,"Cesare Cremonini",107260,https://open.spotify.com/track/6pyA6c2fwZqJ6Olx7OUfVU
48,"Giovane e triste",Nashley,107197,https://open.spotify.com/track/56WecW5HnWstqg0GvhseEP
49,"Bad Habits","Ed Sheeran",103705,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
50,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",103495,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
51,Lucciole,BLANCO,102728,https://open.spotify.com/track/7HmgMA9PqikUtSG4eusHy2
52,WALLAH,Ghali,94601,https://open.spotify.com/track/39CXkMn8AAFu3qwnZHJCNo
53,"All I Want for Christmas Is You","Mariah Carey",93390,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
54,malibu,sangiovanni,87234,https://open.spotify.com/track/4p0o4pBoJPxYMXKhYbRzzw
55,"PULL UP",MamboLosco,86042,https://open.spotify.com/track/2YupQOfNkh71s7qE542gXO
56,STUPIDO,"Massimo Pericolo",85769,https://open.spotify.com/track/6HVRRlc2sBlkcKEkhlsp86
57,"Ferma A Guardare (feat. Pinguini Tattici Nucleari)",Ernia,85385,https://open.spotify.com/track/1eDC4NiUYgQSKpKDIvXxi4
58,"Rubini (feat. Elisa)",Mahmood,84546,https://open.spotify.com/track/0LgTs0nP7zgSaCMQHGsnEh
59,UHLALA,"Sfera Ebbasta",84535,https://open.spotify.com/track/1D7sdScaOxtmb0lInM90SN
60,"MILLE – feat. Orietta Berti",Fedez,84370,https://open.spotify.com/track/73bPjp8U4lXPx5NY9IA6BJ
61,"Triste (with Feid)","Sfera Ebbasta",84025,https://open.spotify.com/track/1IovaNgcqPCJpJGd0V2eXl
62,OPINEL,"Simba La Rue",81345,https://open.spotify.com/track/05HGu6fi32RmJRO5PBJ4Va
63,"10 RAGAZZE (con ERNIA)",Rkomi,80790,https://open.spotify.com/track/4rstEjIOddR5CuzzLv2bhS
64,"Blueface (feat. Izi, Tedua)",Disme,80590,https://open.spotify.com/track/2Ctj9DfXfh9kW3erTp907i
65,"Rompo (feat. Boro Boro)",VillaBanks,80000,https://open.spotify.com/track/4oPh7HAoMR1bLBbxwqKmgn
66,Vertigine,Elodie,79986,https://open.spotify.com/track/3fc6eZjU7Mv7gJUfxrbfMu
67,Niente,Ultimo,79624,https://open.spotify.com/track/7l87A53SidoE3XQ1aaG7Qt
68,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",77250,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
69,"L'ultima notte",ARIETE,77017,https://open.spotify.com/track/63mdY4U0KvnbMkUEc7FHN8
70,"My Universe",Coldplay,75876,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
71,Ridere,"Pinguini Tattici Nucleari",75120,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
72,Toxic,BoyWithUke,74992,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
73,"CRUDELIA - I nervi",Marracash,72876,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
74,Millevoci,Albe,72610,https://open.spotify.com/track/2Jn6Aiv9uOkNcPa1kHNCpc
75,"Veleno 8 (feat. Gemitaiz)",MadMan,72480,https://open.spotify.com/track/06OBAy97uVyHCZvonvgfE2
76,"READY (feat. MV Killa, Yung Snapp, Lele Blade, Vale Lambo, Geolier)",SLF,72263,https://open.spotify.com/track/5Qx8VrR6QozxZEspfWNLuC
77,"Come, come",Sissi,72166,https://open.spotify.com/track/1NE7ctDmeMclZuMNYY5o3j
78,"Pudini #2 (feat. Simba La Rue)",Philip,71538,https://open.spotify.com/track/0i0aoxF9L0gTPh7Xlvrf12
79,L,ARIETE,69611,https://open.spotify.com/track/1zDFKQ2JfsRQpQSivgFFkR
80,"Last Christmas",Wham!,69139,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
81,"I WANNA BE YOUR SLAVE",Måneskin,68576,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
82,"NOI, LORO, GLI ALTRI SKIT",Marracash,68345,https://open.spotify.com/track/3ymdTvZNm7k06exoRNXkXb
83,"Fottuta canzone",Gazzelle,68314,https://open.spotify.com/track/4i30SbdrnaiYiwlMDhleQ4
84,"love nwantiti (ah ah ah)",CKay,68093,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
85,Destri,Gazzelle,67859,https://open.spotify.com/track/53LX6p75hOcCtAelMDyB8B
86,"Take 3",Shiva,67177,https://open.spotify.com/track/2wsuLKApNAWiFuCFJdRjlW
87,Woman,"Doja Cat",67013,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
88,"Bye Bye","Samurai Jay",66842,https://open.spotify.com/track/0DHxikaj0fk6gKkOwd2sMo
89,"Ladro Di Fiori",BLANCO,66377,https://open.spotify.com/track/18E4wq8is4m6wL8HxrEaQ9
90,"ONLYFANS (feat. MamboLosco)",Slings,66032,https://open.spotify.com/track/1FAhWNoesPUUfBSl8fSe4L
91,"Open Bar","Il Pagante",65562,https://open.spotify.com/track/3EyZw5sCXxOkE8EWsOIkB1
92,"LA CHIAVE - feat. Marracash",Salmo,64971,https://open.spotify.com/track/20Op27p3aV0WiaP7qOTlWP
93,"Don't Go Yet","Camila Cabello",64917,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
94,Thunder,"Gabry Ponte",64602,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
95,"Sai Cosa C’è",BLANCO,64521,https://open.spotify.com/track/3NI4VgVswVf503sOiZvv4m
96,"Drippin' in Milano",ANNA,64057,https://open.spotify.com/track/1TrjxEcRPHvaLF3saKCSs4
97,Beggin',Måneskin,63600,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
98,MAMMAMIA,Måneskin,63566,https://open.spotify.com/track/78SCmQ8A7KQSMdkem2SwBP
99,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",63517,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
100,"Extendo (feat. Paky)","Lele Blade",63114,https://open.spotify.com/track/2MF9dzFQxu3YTywQ72Bhax
101,"ZITTI E BUONI",Måneskin,62195,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
102,"Un Pacco Per Te","Il Pagante",62076,https://open.spotify.com/track/60ZYAl00SnD5gzatqjcbRk
103,"Chillin' Rmx (feat. Zano)",MadMan,61606,https://open.spotify.com/track/4bTMumc74NDYaiA6xx6sVv
104,"SHAWTY (feat. Sacky)",Rondodasosa,61367,https://open.spotify.com/track/6yX3lSkO4F3FKx5wDJi4J0
105,"CI SARÒ",Alfa,59637,https://open.spotify.com/track/1NsIhiM0a8f2Ot33mhudfo
106,Mazzette,ODT,59221,https://open.spotify.com/track/56FOp3DDDe6bIOh9e1LxEO
107,"Non Abbiamo Età",Luchè,58997,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
108,"North Face (feat. Vale Lambo & Yung Snapp)","Lele Blade",58717,https://open.spotify.com/track/7a2dY8tpFsdIF4gP3jzZlt
109,"Ricordarmi di scordarti",Mida,58614,https://open.spotify.com/track/7HfIA6XWVZWsLC7SSBdavy
110,"FUORI DAI GUAI – with CARA",Fedez,58392,https://open.spotify.com/track/4HJ2yfFspj4kLfqufcVJ03
111,"STUPIDO STUPIDO",Fedez,57982,https://open.spotify.com/track/2Bv73t2ZoOU9TcPnH2uZdn
112,Caramba,"Baby Gang",57779,https://open.spotify.com/track/0JxlMKdfoQKuB09keMmALe
113,"Colpevole RMX (feat. Geolier)","Tony Effe",57098,https://open.spotify.com/track/5j0YJ7MrqKqtVyoOT1ruUF
114,Superclassico,Ernia,56956,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu
115,"MONTERO (Call Me By Your Name)","Lil Nas X",56722,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
116,"Magari no","Tommaso Paradiso",55518,https://open.spotify.com/track/20PzhsnRtXAZZv5EymhQsZ
117,"Solo Per Me (feat. Massimo Pericolo)",MadMan,55390,https://open.spotify.com/track/0UKgEDJm4M54t50cbGGiUC
118,"Scooby Doo","Pinguini Tattici Nucleari",55236,https://open.spotify.com/track/1P6TlFb8EVH2nCX3luVpZW
119,Brivido,Guè,54893,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
120,"DIECIMILAVOCI (con ARIETE)",Rkomi,54802,https://open.spotify.com/track/2u2ZTMuRZx0UG7g7w4J76R
121,"Un bacio all'improvviso","Rocco Hunt",54674,https://open.spotify.com/track/16U2qNaN0HNFYGq0EiaQWd
122,"Pornografia (Bianco Paradiso)",BLANCO,54663,https://open.spotify.com/track/7vWjyIST4LV6AOJsI0lolL
123,"ALDO RITMO",Salmo,54591,https://open.spotify.com/track/1kZtyxJakwddLIxfEDDXEx
124,"THATS WHAT I WANT","Lil Nas X",54468,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
125,"Mezz’Ora Di Sole",BLANCO,54034,https://open.spotify.com/track/0GMrDNkDnTcSX7NDJoCj64
126,"Fa' o' Brav' (feat. Emis Killa, Yung Snapp, MV Killa, Lele Blade)","Rocco Hunt",54027,https://open.spotify.com/track/209vinNF5EXSNq4S8faeIw
127,Muro,"Luigi Strangis",53370,https://open.spotify.com/track/4RGV9d9Wec8Qh3i4HnyuQE
128,"Go Go Jack",MINUR,53198,https://open.spotify.com/track/1PmoesTamml0fTaUiTxxe5
129,"Tuttecose (feat. Mara Sattei)",Gazzelle,53160,https://open.spotify.com/track/6KLjClrXcuXiX4PWGHtmDk
130,"Where Are You Now","Lost Frequencies",52659,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
131,"Non Fare Così","Capo Plaza",52520,https://open.spotify.com/track/769M2rTiAoL7x2lKDHLjRa
132,MAKUMBA,Noemi,52003,https://open.spotify.com/track/2opRyiaqpnQCH0jfCY9Wjd
133,"Sogni al cielo","Alex W",51988,https://open.spotify.com/track/6Mp7YpHLtFGmmPxygBN9VG
134,MAREA,Madame,51935,https://open.spotify.com/track/5robIL8y5QSrQr6imc1DMF
135,Fantastica,"Rocco Hunt",51866,https://open.spotify.com/track/59PXeRc2Y4VH209RvyaDv2
136,"Ma Chérie (feat. Capo Plaza)","Baby Gang",51753,https://open.spotify.com/track/56oawXplSFrfIJSyZjBgez
137,Infinity,"Jaymes Young",50900,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
138,"Ma stasera","Marco Mengoni",50695,https://open.spotify.com/track/0k6Ru4EOidm7czaSvDjTX1
139,"Oh My God",Adele,50568,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
140,"LA CASSA SPINGE 2021 – with Crookers, M¥SS KETA, Dargen D'Amico",Fedez,50535,https://open.spotify.com/track/31lykOG0uw7NXlW2SqV9GK
141,"Never Going Home",Kungs,48578,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
142,"Cambia Un Uomo","Marco Mengoni",48511,https://open.spotify.com/track/1fGD6ViCXYsTjS8GSx1tF4
143,"Fendi belt",Shiva,48092,https://open.spotify.com/track/3mYQaVTYv6suVMD1MjPBlR
144,"One Right Now (with The Weeknd)","Post Malone",47922,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
145,"UN GIORNO IN PRETURA",Fedez,47782,https://open.spotify.com/track/0aCVfTVo5Qj16XOosNfg6s
146,"Another Love","Tom Odell",47578,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
147,"It's Beginning to Look a Lot like Christmas","Michael Bublé",46794,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
148,"La Nuova Stella Di Broadway","Cesare Cremonini",46526,https://open.spotify.com/track/3qtuOAI0YyfoBM1s7Tvm46
149,"Balaclava (feat. Capo Plaza)","Tony Effe",45826,https://open.spotify.com/track/5yG2Z6SiaYbDy04enXnkMS
150,VITTORIA,Fedez,45794,https://open.spotify.com/track/2OMafyICAkBgwoRu45nLDY
151,"MORIRE MORIRE",Fedez,45201,https://open.spotify.com/track/1BD2FpVXWh3pKPlrU2c5Xp
152,Pistolero,"Elettra Lamborghini",44677,https://open.spotify.com/track/6Y3E68GAhdvbJramkIOKJK
153,"SLATT (feat. Capo Plaza)",Rondodasosa,44606,https://open.spotify.com/track/1YvhcTM8aIRTg03AavA2HJ
154,Lento,"Boro Boro",44527,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
155,"BELLA STORIA",Fedez,44447,https://open.spotify.com/track/73f9iuVWkdNBVdnYJRrfA1
156,"La zone (feat. Shiva)",Rhove,43908,https://open.spotify.com/track/2Q1ICiLBk9lmLQz7GhMoWB
157,BABY,Rondodasosa,43840,https://open.spotify.com/track/2P0HB1i036c7N98ZrzH9Ar
158,"6 PM","Aka 7even",43708,https://open.spotify.com/track/5Lh0AgBMU1xRNLZ8iPW4bS
159,ANTIPATICO,Salmo,43588,https://open.spotify.com/track/5mJDKaEsF02C8BOZoJ14rl
160,"Movimento lento (feat. Federico Rossi)",Annalisa,43453,https://open.spotify.com/track/3H6wIwh1C3GVJI0LaWQF7P
161,"Musica leggerissima",Colapesce,43358,https://open.spotify.com/track/4LAWJfQbfeMrlX0ShqhC2a
162,Jungle,Rhove,43146,https://open.spotify.com/track/5KlQHwczFD9jrAGKxLaG4A
163,"MI SENTO BENE",Salmo,43096,https://open.spotify.com/track/2v4kWcQ7LWML8TEQmLDAEO
164,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,42772,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
165,"BIMBI PER STRADA (CHILDREN)",Fedez,42650,https://open.spotify.com/track/6go4xw6EKPlpc8j1vfydaS
166,Loca,"Aka 7even",42472,https://open.spotify.com/track/6uS2uan3JwpHko4E8Bg0UR
167,"Like This Like That (feat. Yung Snapp & MV Killa)",MadMan,42465,https://open.spotify.com/track/6A2S1AAwT6FKNBW5cfCTse
168,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,42415,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
169,"good 4 u","Olivia Rodrigo",42267,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
170,"Tell It To My Heart",MEDUZA,42042,https://open.spotify.com/track/46nvQpUDsxpS08UTFOeKTA
171,"Body (Remix) [feat. Capo Plaza & Rondodasosa]","Tion Wayne",41974,https://open.spotify.com/track/1JAkXiY10vwLhSbcsiimrp
172,Afrodite,BLANCO,41842,https://open.spotify.com/track/5AfqbfOmAdHHxckT0bkAlz
173,"Pasticche (feat. Capo Plaza)",VillaBanks,41728,https://open.spotify.com/track/7KnC2wSD0I5Fju3A7qCFX8
174,MONEY,LISA,41508,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
175,lady,sangiovanni,41259,https://open.spotify.com/track/1h9HxkDH67X8cig593BBOb
176,"CHIAMAMI PER NOME","Francesca Michielin",41157,https://open.spotify.com/track/0ZqHo6eTBHUcOVjZzPvftT
177,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,41132,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
178,Parlami,Fasma,40989,https://open.spotify.com/track/00QN58Gx571pB1MEuBAcmL
179,Effe,"Tony Effe",40964,https://open.spotify.com/track/56nvQibJaC1V84wVMqA3Ck
180,Run,OneRepublic,40927,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
181,"Yo No Sé",Rvfv,40916,https://open.spotify.com/track/43ic0un1f9Nak0ZCQgvKjY
182,"Tirana (feat. Tony Effe)","167 Gang",40649,https://open.spotify.com/track/79FU3InrNdOKzYZWuNfvkg
183,Estate,Will,40392,https://open.spotify.com/track/7AKMq2HTg8FQs9LE0v9uoy
184,Loco,"Justin Quiles",40176,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
185,"Bottiglie Privè","Sfera Ebbasta",39857,https://open.spotify.com/track/7kPAFMdW9WwDyz5BzntfJr
186,"Figli Di Puttana",BLANCO,39643,https://open.spotify.com/track/6LcCFhsX2QjDD1lILjdBnv
187,"Praise God","Kanye West",39567,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
188,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",38862,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
189,"Your Love (9PM)",ATB,38828,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
190,VOCE,Madame,38744,https://open.spotify.com/track/6WVSjBksHbfBVhvZew41iY
191,"Bohemian Rhapsody - Remastered 2011",Queen,38680,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
192,"Fuori è notte","Il Tre",38655,https://open.spotify.com/track/0gbl0gHhh40FudCySvWJNR
193,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,38647,https://open.spotify.com/track/5EpBEqf5bnKeJ3p4zA1Sod
194,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",38551,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
195,"GHIGLIOTTINA - feat. Noyz Narcos",Salmo,38521,https://open.spotify.com/track/01BCvCKQNDmFQQQSjrzPnm
196,Marocchino,"Baby Gang",38116,https://open.spotify.com/track/0f2wkDmAlLAo90gE5d1yPU
197,"LA FAMA (with The Weeknd)",ROSALÍA,37929,https://open.spotify.com/track/6dmXZ9B5HdFAyzHeTneYBK
198,"Life Goes On","Oliver Tree",37898,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
199,"Happier Than Ever","Billie Eilish",37882,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
200,"Save Your Tears","The Weeknd",37689,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
