,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
56,Callaita,"Bad Bunny",101722,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
57,Narcos,Geolier,99347,https://open.spotify.com/track/5ARhG6eeHv9QifsCP03E7Y
58,"Pensare Male (con Elodie)","The Kolors",98585,https://open.spotify.com/track/0vUhEAJIaTGqBJfDsOZoNt
59,"I Love You",Ghali,97534,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
60,"Goodbyes (Feat. Young Thug)","Post Malone",96221,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
61,FIORI,Giaime,93943,https://open.spotify.com/track/500c6DLy4ag8gFAnkuzTxP
62,Soldi,Mahmood,93191,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
63,"I Tuoi Particolari",Ultimo,92463,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
64,"Adan y Eva","Paulo Londra",91670,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
65,"Piccola Stella",Ultimo,91153,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
66,Ipocondria,Ultimo,88239,https://open.spotify.com/track/6YrDRkcDktxgsPcH8x77xm
67,HP,Maluma,88018,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
68,"Nuova Era (with Dardust)",Jovanotti,86703,https://open.spotify.com/track/3HoYNJMxEgTLKiMXjXeHjs
69,"SUGAR - prod. Low Kidd - Salmo",MACHETE,86202,https://open.spotify.com/track/5yD4Ji9FAZrthZNKsRqaA2
70,"Old Town Road","Lil Nas X",86063,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH
71,"Don't Call Me Up",Mabel,85934,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
72,90MIN,Salmo,85317,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
73,"D'estate non vale (feat. Ana Mena)","Fred De Palma",85216,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy
74,"Stamm Fort (feat. Sfera Ebbasta)",Luchè,84870,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
75,"Baila Baila Baila",Ozuna,84210,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
76,"Taki Taki","Dark Polo Gang",83135,https://open.spotify.com/track/5NF5Y4xv0tnTJFJgrqbA5o
77,"Muhammad Ali","Marco Mengoni",82540,https://open.spotify.com/track/0Es6eMldAFrmVs0QCOlIay
78,Pianeti,Ultimo,82123,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
79,"Mancavi tu","Peppe Soks",82054,https://open.spotify.com/track/21EqFEy8L8Db6aaPmIQd9E
80,"Otro Trago - Remix",Sech,81123,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
81,"Contra La Pared","Sean Paul",80883,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
82,Panamera,NDG,80822,https://open.spotify.com/track/0Zvdpp7GLZYT3OVtx4myHl
83,Heaven,Avicii,78680,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
84,"Sorriso (Milano Dateo)","Calcutta ",78485,https://open.spotify.com/track/6Rg0AJvt1xa4hR2QH2fUhb
85,Polynesia,Gazzelle,76710,https://open.spotify.com/track/2QeCyjLDJ6qDJsCyofrEW9
86,"2% (feat. Frah Quintale)",Guè,76191,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25
87,"FQCMP (feat. Salmo) - prod. Low Kidd",MACHETE,75833,https://open.spotify.com/track/7ie4FrP174mREuo5uhlzmP
88,"Rip RMX (feat. Shiva)","Side Baby",75822,https://open.spotify.com/track/7xwOv1FJd8iqnCoj3BDjpV
89,"Cascare nei tuoi occhi",Ultimo,71794,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
90,"Old Town Road - Remix","Lil Nas X",71519,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
91,Elisir,Tedua,70615,https://open.spotify.com/track/7sbVjYS23l02aoYoUsKSbQ
92,"1969 (feat. Boss Doms & Frenetik&Orang3)","Achille Lauro",70411,https://open.spotify.com/track/5fpddhtBYcQsRu2d4vJf1Q
93,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,69078,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
94,Turbococco,Ghali,68341,https://open.spotify.com/track/143xRgiJanPo2U5RIZQdqh
95,"oh 9od","tha Supreme",67648,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
96,Parliamo,Luchè,67628,https://open.spotify.com/track/2O2wjjBU0BB0OOA3dCOOfr
97,"Mad Love",Mabel,67432,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
98,"7 miliardi","Massimo Pericolo",67417,https://open.spotify.com/track/67vjEOTkBppbVLUUq5mEJz
99,"Visti Dall'Alto (feat. Dardust)",Rkomi,66015,https://open.spotify.com/track/50Im1CDeBfRbJUPacCEIOS
100,"Fuoco e benzina","Emis Killa",65403,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
101,"La Libertad","Alvaro Soler",64388,https://open.spotify.com/track/3DsLBZjoU5AYxZXsepHtsW
102,Nera,Irama,63637,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
103,"Uno squillo","Capo Plaza",63017,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
104,"Speechless (feat. Erika Sirola)","Robin Schulz",62685,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
105,"KEN SHIRO - prod. tha Supreme",MACHETE,62570,https://open.spotify.com/track/741i2EuMZ9JWXEVNEpus8e
106,"Ti dedico il silenzio",Ultimo,62445,https://open.spotify.com/track/6GLmGfALwjzCaOiHwgfU7g
107,"Te Soñé De Nuevo",Ozuna,62416,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa
108,"Sex On The Beach","Dark Polo Gang",62271,https://open.spotify.com/track/3xKe1DOJinKfVTZyuHjFWz
109,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","Takagi & Ketra",62178,https://open.spotify.com/track/0swoHiwTazywpoqiKDUtGQ
110,Amici,"Massimo Pericolo",61549,https://open.spotify.com/track/7aVX95NjONZszSeb8vJZF3
111,"All Around The World (La La La)",R3HAB,61392,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
112,"Mon Cheri (feat. Sfera Ebbasta)",Rkomi,61337,https://open.spotify.com/track/66UkKyxN5YbJl9z7YamQOR
113,"Non Abbiamo Età",Luchè,60211,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
114,"GOKU - prod. Sick Luke",MACHETE,59902,https://open.spotify.com/track/3GVbkUcfSmyjNsPEYuj2xF
115,"If I Can't Have You","Shawn Mendes",59890,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
116,"MACHETE BO$$ (feat. Nitro) - prod. Kanesh",MACHETE,58974,https://open.spotify.com/track/0JlZqiWJ3zjIUA75MTpiWK
117,"How Do You Sleep?","Sam Smith",58305,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
118,"Cambiare Adesso","Dark Polo Gang",58011,https://open.spotify.com/track/2xjxaKiYssIdDU6DCPpZPt
119,"Posso (feat. Max Gazzé)","Carl Brave",57307,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6
120,"Veleno 6",MadMan,56540,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
121,"Davide (feat. Coez)",Gemitaiz,56485,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
122,"Blu (feat. Elisa)",Rkomi,55214,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC
123,"Senza farlo apposta",Shade,55020,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
124,"Sweet but Psycho","Ava Max",54581,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
125,"Soltera - Remix",Lunay,54121,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
126,"Sogni appesi",Ultimo,54045,https://open.spotify.com/track/2HgBmx6tfhRO417ahshpeQ
127,"CABRIOLET (feat. Sfera Ebbasta)",Salmo,53702,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN
128,"Felicità puttana",Thegiornalisti,53612,https://open.spotify.com/track/695AOnYHYnvHIMaTNKjkA5
129,"El Party","Jake La Furia",53569,https://open.spotify.com/track/19LRRuiMQ8a9jhqSf8jVip
130,"C'est la vie","Achille Lauro",53541,https://open.spotify.com/track/6qrzETcLAmhkNW5PbkwcJI
131,"6 del mattino (feat. Brancar)","Jake La Furia",53526,https://open.spotify.com/track/34RaVshrBXIINSVrIzW47P
132,"SOS (feat. Aloe Blacc)",Avicii,52743,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
133,"Otro Trago",Sech,52418,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
134,"ORANGE GULF (feat. Jack The Smoker) - prod. Salmo",MACHETE,51953,https://open.spotify.com/track/0lAu8T3mmYcflgA8nSCc3m
135,Puertosol,"Vegas Jones",51778,https://open.spotify.com/track/7D9C48Lk9jletQ1se2hWjF
136,"Gli occhi della tigre",Nayt,51383,https://open.spotify.com/track/5pL8J6weoydzXglhsoJ6Vw
137,Ocean,"KAROL G",51372,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7
138,"LUNA E SOLE - prod Low Kidd",Zoda,50842,https://open.spotify.com/track/7J7vMP45n2p33jimaHO8iK
139,"Amore e Capoeira","Takagi & Ketra",50733,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
140,"It's You","Ali Gatie",50663,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
141,Rollercoaster,"Emis Killa",50466,https://open.spotify.com/track/4WJj8NsyCm3YAADCOe0hrf
142,Vertigini,Tedua,50044,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
143,"Tócame (feat. Pitbull)","Elettra Lamborghini",49862,https://open.spotify.com/track/6Iu1GESvTCHVDBoWWLjlyz
144,"Poesia senza veli",Ultimo,49699,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W
145,"Buona (Cattiva) Sorte","Tiziano Ferro",49598,https://open.spotify.com/track/58WNXhD8ZmIKaHct6kydTO
146,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",49388,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
147,"La musica non c'è",Coez,49161,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
148,"23 coltellate",Highsnob,49119,https://open.spotify.com/track/5RlrdqMMNm42rKgYq64a3T
149,"Domani ci passa",Ludwig,49055,https://open.spotify.com/track/3elLXGwE5zaREuOzWdlRJ2
150,"Allenamento #2","Capo Plaza",48863,https://open.spotify.com/track/3RsSxNSorUqe9K4qEGTlGC
151,"Pa Mí - Remix",Dalex,48238,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
152,"Money Rain","Boro Boro",48027,https://open.spotify.com/track/1f1mvHcJwPPponfS45uRp1
153,"Con Altura",ROSALÍA,47996,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
154,Autostima,PSICOLOGI,47829,https://open.spotify.com/track/4GkHLa5IBnGiart95CmZQJ
155,"Torna a casa",Måneskin,47612,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
156,"Si Se Da","Myke Towers",47379,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
157,Ritual,Tiësto,47360,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
158,"La ragazza con il cuore di latta",Irama,47291,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf
159,"Never Really Over","Katy Perry",47229,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
160,"Fanfare (feat. Guè)","Elettra Lamborghini",47210,https://open.spotify.com/track/3fsalArvHxFixTCmxqLreg
161,Casa,"Giordana Angi",46798,https://open.spotify.com/track/65sEIdBT16fziZvjhckFpq
162,"skit FREESTYLE - prod. Strage",MACHETE,46772,https://open.spotify.com/track/4qNHjcpoYbeAaLEeS0gMIV
163,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",46624,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
164,"Billets (feat. Ninho)","Capo Plaza",46564,https://open.spotify.com/track/2aD5ESGyEhXnXdoOsZvsR0
165,Merci,"Carl Brave",46524,https://open.spotify.com/track/429kanJEBTPrcTKYBT8yPq
166,Malibu,"Vegas Jones",46125,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
167,Secreto,"Anuel AA",46005,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
168,Guai,Shiva,45894,https://open.spotify.com/track/2nRWqhOJRXt2vV30xXrNVy
169,"STAI ZITTO (feat. Fabri Fibra)",Salmo,45427,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd
170,Shallow,"Lady Gaga",45282,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
171,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",45132,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
172,"Medellín (with Maluma)",Madonna,44733,https://open.spotify.com/track/6mfu6jyFgvnXeTPQrYNs8d
173,"Settimana Bianca","Il Pagante",44701,https://open.spotify.com/track/5BqUbKq9rCMrCkRtAiz8XA
174,Happier,Marshmello,44334,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
175,"Il ballo delle incertezze",Ultimo,44260,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
176,"Bling Bling (Oro)",Guè,44018,https://open.spotify.com/track/11AXfsh0V6zCCU7Po6kQiY
177,Brivido,Guè,43961,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
178,"In My Mind",Dynoro,43815,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
179,Chic,Izi,43802,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
180,"What I Like About You (feat. Theresa Rex)","Jonas Blue",43618,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
181,"Fumo Da Solo",Izi,43615,https://open.spotify.com/track/6uMdn1ovj2ZRHGMbiTQAvy
182,Toradol,Gemitaiz,42755,https://open.spotify.com/track/3Rmv3h4ovgt9xVgWOfMlLx
183,Easier,"5 Seconds of Summer",42527,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
184,Aullando,"Wisin & Yandel",42012,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
185,PERDONAMI,Salmo,41067,https://open.spotify.com/track/4Yr7z1MFiI2D3QnldF107i
186,"Anche Fragile",Elisa,40890,https://open.spotify.com/track/05G23JkXHRv3NJ9hENaafi
187,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",40839,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
188,"Bad Liar","Imagine Dragons",40726,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
189,"Porto Cervo",Lazza,40699,https://open.spotify.com/track/7imppCsqBzOEkpqm1jXCZP
190,"Girls Go Wild",LP,40674,https://open.spotify.com/track/5AOqxn4l8BHO0or40XxCuh
191,Netflix,Lazza,40325,https://open.spotify.com/track/1XiF40UZiMZstIl37DdRaC
192,"High Hopes","Panic! At The Disco",40294,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
193,ARSENICO,AIELLO,40204,https://open.spotify.com/track/3jWXXk597CC7e8fT1ElB7I
194,Sopra,Gazzelle,40137,https://open.spotify.com/track/3Cbaa4ZmODhKEGSkMsbkOO
195,"Stay (Don't Go Away) [feat. Raye]","David Guetta",40094,https://open.spotify.com/track/4YhN72dRYL2Z3MsaKyT7rS
196,"Portami con te",Boomdabash,39865,https://open.spotify.com/track/2S5H2pKuM6lgLC00VVKCZD
197,"Happy Birthday","Sfera Ebbasta",39699,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2
198,"Only Human","Jonas Brothers",39694,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
199,LUNEDI',Salmo,39563,https://open.spotify.com/track/1VNARx6Sm6ZYAsDMCGiU1B
200,"Catrame (feat. Tedua)",Lazza,39285,https://open.spotify.com/track/5qbVso0dAtoI2gFhj7V8oG
