,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
67,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,67120,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
68,"Mezz’Ora Di Sole",BLANCO,66429,https://open.spotify.com/track/0GMrDNkDnTcSX7NDJoCj64
69,"10 RAGAZZE (con ERNIA)",Rkomi,66190,https://open.spotify.com/track/4rstEjIOddR5CuzzLv2bhS
70,"ZITTI E BUONI",Måneskin,65621,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
71,"Don't Go Yet","Camila Cabello",65184,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
72,"Magari no","Tommaso Paradiso",64999,https://open.spotify.com/track/20PzhsnRtXAZZv5EymhQsZ
73,Ridere,"Pinguini Tattici Nucleari",64203,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
74,"Life Goes On","Oliver Tree",63727,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
75,"Pornografia (Bianco Paradiso)",BLANCO,63449,https://open.spotify.com/track/7vWjyIST4LV6AOJsI0lolL
76,"Ma stasera","Marco Mengoni",63185,https://open.spotify.com/track/0k6Ru4EOidm7czaSvDjTX1
77,"Un bacio all'improvviso","Rocco Hunt",62242,https://open.spotify.com/track/4iMigesJsEKt8JczIwUrBO
78,"Tuttecose (feat. Mara Sattei)",Gazzelle,62121,https://open.spotify.com/track/6KLjClrXcuXiX4PWGHtmDk
79,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",61342,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
80,"MI SENTO BENE",Salmo,60414,https://open.spotify.com/track/2v4kWcQ7LWML8TEQmLDAEO
81,"raggi gamma",sangiovanni,60387,https://open.spotify.com/track/6UEPZv9ZGcoZRxnkCq5C2p
82,"MONTERO (Call Me By Your Name)","Lil Nas X",60281,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
83,Thunder,"Gabry Ponte",59462,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
84,ANTIPATICO,Salmo,58040,https://open.spotify.com/track/5mJDKaEsF02C8BOZoJ14rl
85,Mortale,Nayt,57827,https://open.spotify.com/track/4Kp2OEKh3cVUPC1WeYPAn6
86,"North Face (feat. Vale Lambo & Yung Snapp)","Lele Blade",57657,https://open.spotify.com/track/7a2dY8tpFsdIF4gP3jzZlt
87,"GHIGLIOTTINA - feat. Noyz Narcos",Salmo,57353,https://open.spotify.com/track/01BCvCKQNDmFQQQSjrzPnm
88,"Ma Chérie (feat. Capo Plaza)","Baby Gang",57286,https://open.spotify.com/track/56oawXplSFrfIJSyZjBgez
89,"Overpass Graffiti","Ed Sheeran",56214,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3
90,"OPSS (feat. Gemitaiz & Mattak)",Nayt,55767,https://open.spotify.com/track/34SOfslENAafejI55Y17yB
91,Solo,Ultimo,55067,https://open.spotify.com/track/5mIemH3MAuvMetPDBxUfqr
92,"Cambia Un Uomo","Marco Mengoni",54462,https://open.spotify.com/track/1fGD6ViCXYsTjS8GSx1tF4
93,"Never Going Home",Kungs,54355,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
94,Pistolero,"Elettra Lamborghini",53841,https://open.spotify.com/track/6Y3E68GAhdvbJramkIOKJK
95,Mazzette,ODT,53367,https://open.spotify.com/track/56FOp3DDDe6bIOh9e1LxEO
96,Toxic,BoyWithUke,53143,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
97,"THATS WHAT I WANT","Lil Nas X",53098,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
98,"Il bambino che contava le stelle",Ultimo,52355,https://open.spotify.com/track/06RGdoTHoxRRIadjK6l8hx
99,"Quel filo che ci unisce",Ultimo,52337,https://open.spotify.com/track/05G7GqOjkYKObUWFDownVV
100,Destri,Gazzelle,52218,https://open.spotify.com/track/53LX6p75hOcCtAelMDyB8B
101,Superclassico,Ernia,52117,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu
102,"In Da Getto","J Balvin",52030,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
103,"Figli Di Puttana",BLANCO,51926,https://open.spotify.com/track/6LcCFhsX2QjDD1lILjdBnv
104,Vertigine,Elodie,51561,https://open.spotify.com/track/3fc6eZjU7Mv7gJUfxrbfMu
105,Afrodite,BLANCO,51405,https://open.spotify.com/track/5AfqbfOmAdHHxckT0bkAlz
106,"Buongiorno vita",Ultimo,50759,https://open.spotify.com/track/14rcy4M0wqiPHiCaT8U1Ju
107,"Open Bar","Il Pagante",50391,https://open.spotify.com/track/3EyZw5sCXxOkE8EWsOIkB1
108,"Another Love","Tom Odell",50262,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
109,"Go Go Jack",MINUR,49896,https://open.spotify.com/track/1PmoesTamml0fTaUiTxxe5
110,Loca,"Aka 7even",49232,https://open.spotify.com/track/6uS2uan3JwpHko4E8Bg0UR
111,"Movimento lento (feat. Federico Rossi)",Annalisa,48674,https://open.spotify.com/track/3H6wIwh1C3GVJI0LaWQF7P
112,"Fendi belt",Shiva,48469,https://open.spotify.com/track/3mYQaVTYv6suVMD1MjPBlR
113,"YHWH - feat. Guè",Salmo,48324,https://open.spotify.com/track/3Oot2B5eeU7WTwlk4wsMJE
114,"I Suicidi",gIANMARIA,48245,https://open.spotify.com/track/1i33z5GAlMFoWqc1nIgiVV
115,"Balaclava (feat. Capo Plaza)","Tony Effe",48116,https://open.spotify.com/track/5yG2Z6SiaYbDy04enXnkMS
116,"Melodia proibita",Irama,47831,https://open.spotify.com/track/3WZ0y6ycgr5PpOeygirDvu
117,Jungle,Rhove,47829,https://open.spotify.com/track/5KlQHwczFD9jrAGKxLaG4A
118,"Cose che non vuoi sentirti dire",Nayt,47621,https://open.spotify.com/track/6OMnIqBYSBEOIMuXkiHT2a
119,Fantastica,"Rocco Hunt",47337,https://open.spotify.com/track/1BmVOPdJ1d5cpRbqzA7rJK
120,"Body (Remix) [feat. Capo Plaza & Rondodasosa]","Tion Wayne",47271,https://open.spotify.com/track/1JAkXiY10vwLhSbcsiimrp
121,"La mia noia",Nayt,47192,https://open.spotify.com/track/7xDvO2hjF1yXXPjQo4PB4j
122,"CI SARÒ",Alfa,45702,https://open.spotify.com/track/1NsIhiM0a8f2Ot33mhudfo
123,"Chello Che Vuó (feat. Geolier)","Lele Blade",45688,https://open.spotify.com/track/6sDPfKayq1ESoRhJpRHG77
124,"Non Abbiamo Età",Luchè,45306,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
125,Doom,Nayt,45197,https://open.spotify.com/track/6lb1rcBfpEUmoGvbWhBxFL
126,CRIMINALE,Salmo,44951,https://open.spotify.com/track/6FCWM1nmcM5fEPgS2EUAtB
127,"Non Fare Così","Capo Plaza",44900,https://open.spotify.com/track/769M2rTiAoL7x2lKDHLjRa
128,MARLA,Salmo,44779,https://open.spotify.com/track/5bYINUZAHhHaC4J0sdeWnl
129,lady,sangiovanni,44486,https://open.spotify.com/track/1h9HxkDH67X8cig593BBOb
130,"Scooby Doo","Pinguini Tattici Nucleari",44035,https://open.spotify.com/track/1P6TlFb8EVH2nCX3luVpZW
131,"Fuori è notte","Il Tre",43827,https://open.spotify.com/track/0gbl0gHhh40FudCySvWJNR
132,"FUORI DI TESTA - feat. Par-T-One",Salmo,43102,https://open.spotify.com/track/2et2A0W3In3OYaRdJrY6m9
133,"CRUDELIA - I nervi",Marracash,42877,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
134,"Musica leggerissima",Colapesce,42600,https://open.spotify.com/track/4LAWJfQbfeMrlX0ShqhC2a
135,"La zone (feat. Shiva)",Rhove,42396,https://open.spotify.com/track/2Q1ICiLBk9lmLQz7GhMoWB
136,"Ricordarmi di scordarti",Mida,42340,https://open.spotify.com/track/7HfIA6XWVZWsLC7SSBdavy
137,Effe,"Tony Effe",42307,https://open.spotify.com/track/56nvQibJaC1V84wVMqA3Ck
138,"Happier Than Ever","Billie Eilish",42242,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
139,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,42071,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
140,"Mohicani (feat. Baby K)",Boomdabash,41881,https://open.spotify.com/track/5Wml9i3afqwcm8UNDD1GXw
141,Lento,"Boro Boro",41733,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
142,"L'ANGELO CADUTO - feat. Shari",Salmo,41665,https://open.spotify.com/track/3eZUF65HbA141qh7OGsBER
143,Caramba,"Baby Gang",41562,https://open.spotify.com/track/0JxlMKdfoQKuB09keMmALe
144,"ALDO RITMO",Salmo,41289,https://open.spotify.com/track/1kZtyxJakwddLIxfEDDXEx
145,"Bottiglie Privè","Sfera Ebbasta",41065,https://open.spotify.com/track/7kPAFMdW9WwDyz5BzntfJr
146,"Ti raggiungerò","Fred De Palma",40916,https://open.spotify.com/track/3cqu5fPwdsXZHIRpDeXPoh
147,"DIECIMILAVOCI (con ARIETE)",Rkomi,40873,https://open.spotify.com/track/2u2ZTMuRZx0UG7g7w4J76R
148,"HELLVISBACK 2",Salmo,40796,https://open.spotify.com/track/1RUb1k0SOaaajHR9szL4bA
149,"good 4 u","Olivia Rodrigo",40756,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
150,"Where Are You Now","Lost Frequencies",40442,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
151,"Yo No Sé",Rvfv,40323,https://open.spotify.com/track/43ic0un1f9Nak0ZCQgvKjY
152,Brivido,Guè,40271,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
153,Sorpresa,Nayt,40227,https://open.spotify.com/track/3vN7oPCojoXNx16J1PGSGa
154,Tuttok,Nayt,40084,https://open.spotify.com/track/0WI4Oe17LXAWCekzAEPCWi
155,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,40041,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
156,Run,OneRepublic,40000,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
157,Infinity,"Jaymes Young",39801,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
158,"SLATT (feat. Capo Plaza)",Rondodasosa,39574,https://open.spotify.com/track/1YvhcTM8aIRTg03AavA2HJ
159,"Tell It To My Heart",MEDUZA,39324,https://open.spotify.com/track/46nvQpUDsxpS08UTFOeKTA
160,"Spari sul petto",Ultimo,39062,https://open.spotify.com/track/3JbfrsMXcd2Li2LI0QR7sS
161,Collane,Nayt,38724,https://open.spotify.com/track/0uFIQ7Icm9pfGmeni5OBMp
162,"La Nuova Stella Di Broadway","Cesare Cremonini",38617,https://open.spotify.com/track/3qtuOAI0YyfoBM1s7Tvm46
163,"Un altro ballo (feat. Anitta)","Fred De Palma",37664,https://open.spotify.com/track/0pmtvLQaPHx6nqZmi2KDbr
164,"Take My Breath - Single Version","The Weeknd",37620,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
165,Pianeti,Ultimo,37421,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
166,"Your Love (9PM)",ATB,37181,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
167,Puta,Escomar,37143,https://open.spotify.com/track/1pAjW35q6iYY9zfcb2KCzz
168,"22 settembre",Ultimo,36944,https://open.spotify.com/track/1KvtXFAduC9ZhJfUfqYKSB
169,"Blinding Lights","The Weeknd",36854,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
170,Estate,Will,36785,https://open.spotify.com/track/7AKMq2HTg8FQs9LE0v9uoy
171,"IN TRAPPOLA",Salmo,36764,https://open.spotify.com/track/25zlvKhD4wtNyjWQ91APzB
172,"Obsessed With You","Central Cee",36729,https://open.spotify.com/track/4PYfFHKfjYz6dwAtZhBy1z
173,"FANTASMI ( feat. Geolier & Marracash)",TY1,36689,https://open.spotify.com/track/21GyhjROpCcIl4NOW96pg9
174,"Mi Manchi","Aka 7even",36644,https://open.spotify.com/track/7mWPjS3fX0ymPSrkDJrVaP
175,"ALTALENE (feat. Mara Sattei & Coez)","BLOODY VINYL",36583,https://open.spotify.com/track/2zqxUV6h5y6Y9WhyH0FVvX
176,"Way 2 Sexy (with Future & Young Thug)",Drake,36247,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
177,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,36196,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
178,Parlami,Fasma,36115,https://open.spotify.com/track/00QN58Gx571pB1MEuBAcmL
179,"Don't Be Shy",Tiësto,36082,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
180,"BANDITO (feat. Emis Killa & Paky)","Don Joe",35859,https://open.spotify.com/track/1fGXZPAjsxgy9zTCAAaLHM
181,"Sweater Weather","The Neighbourhood",35845,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
182,"Baby (with J Balvin)","Sfera Ebbasta",35494,https://open.spotify.com/track/3eblNP3Zd5b5J3JaOckl8Y
183,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,35224,https://open.spotify.com/track/5EpBEqf5bnKeJ3p4zA1Sod
184,"6 PM","Aka 7even",35087,https://open.spotify.com/track/5Lh0AgBMU1xRNLZ8iPW4bS
185,"Piccola Stella",Ultimo,35075,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
186,"CHE NE SO",Salmo,34612,https://open.spotify.com/track/2P0wERnEOoWN2PC5ubmaV3
187,"Torna a casa",Måneskin,34586,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
188,Cenere,Nashley,34552,https://open.spotify.com/track/45xyKCey4BM3fMeFEsF1Hp
189,Isolamento,Ultimo,34526,https://open.spotify.com/track/5qlBVfwvYzNSACZQb2sczE
190,"A DIO",Salmo,34495,https://open.spotify.com/track/2sLjcE5PnsLf33zW432MFg
191,"Pasticche (feat. Capo Plaza)",VillaBanks,34442,https://open.spotify.com/track/7KnC2wSD0I5Fju3A7qCFX8
192,"Da zero",Nayt,34255,https://open.spotify.com/track/0aFUAecJBaYgJHSu0uBf7a
193,"Todo De Ti","Rauw Alejandro",34115,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
194,David,BLANCO,33813,https://open.spotify.com/track/5ywyHzNUe5Jc1qg44fio5x
195,"1 COLPO (feat. Neima Ezza)","Vale pain",33670,https://open.spotify.com/track/7ccLSJLeL00X07GL9kE0Jk
196,Malibu,"Vegas Jones",33401,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
197,CORALINE,Måneskin,33049,https://open.spotify.com/track/7HMz8o0m7ASQ3ImFPfhWTY
198,Marocchino,"Baby Gang",33047,https://open.spotify.com/track/0f2wkDmAlLAo90gE5d1yPU
199,Supereroi,Ultimo,33006,https://open.spotify.com/track/31LcjVqQYbwjrQITmwerYJ
200,"Tutte le volte","Alessandra Amoroso",32966,https://open.spotify.com/track/4HzVUBJqBsAHtpMALBGlPN
