,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Cacao (feat. Pyrex)",Ghali,236186,https://open.spotify.com/track/3quxQPUaIie9xjJYLqc4HE
2,"Good Times",Ghali,235169,https://open.spotify.com/track/6GpvHaqp0Yybx9P6YnodRD
3,"THE SCOTTS","THE SCOTTS",220734,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
4,"Fiori di Chernobyl",Mr.Rain,206337,https://open.spotify.com/track/54PxYcGpSUCmlpGdFGTaYR
5,"Auto Blu",Shiva,205304,https://open.spotify.com/track/2chEq24EHjyw9Zjmwq0hlS
6,"SICKO MODE","Travis Scott",181291,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
7,"Roses - Imanbek Remix","SAINt JHN",177619,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
8,"death bed (coffee for your head)",Powfu,174845,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
9,goosebumps,"Travis Scott",166870,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
10,"Blinding Lights","The Weeknd",157518,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
11,"10 Sprite","Taxi B",149314,https://open.spotify.com/track/0zhsjZ8jamvv4QShuWnl5F
12,"Machete Mob (feat. Lazza, Nitro, Hell Raton & Jack The Smoker) - prod. Low Kidd","Dani Faiv",149187,https://open.spotify.com/track/1jdSQIHOSFxVqDSsSDTM8m
13,"Toosie Slide",Drake,146392,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
14,"blun7 a swishland","tha Supreme",144050,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
15,"Boogieman (feat. Salmo)",Ghali,139715,https://open.spotify.com/track/10Q5VqDAAbwExYkNha3VKH
16,"Nena (feat. Geolier & Andry The Hitmaker)","Boro Boro",136754,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
17,Bando,ANNA,136264,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD
18,"Per sentirmi vivo",Fasma,135341,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
19,Rapide,Mahmood,130131,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
20,"HIGHEST IN THE ROOM","Travis Scott",128380,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
21,"Cioilflow (feat. Salmo) - prod. Strage","Dani Faiv",121904,https://open.spotify.com/track/5g3lnGtMq0m30T6xHElZqJ
22,Tusa,"KAROL G",120496,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
23,"Le Feste Di Pablo (con Fedez)",CARA,118463,https://open.spotify.com/track/73x0EIT2YyIxTs3Rpd3n5T
24,"Ringo Starr","Pinguini Tattici Nucleari",116690,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
25,"Dilemme (with tha Supreme & Mara Sattei)","Lous and The Yakuza",115629,https://open.spotify.com/track/1Whf2ZaesM1gXlU0z3Fslt
26,"Polvere e detriti (feat. Jake La Furia) - prod. Kanesh","Dani Faiv",115454,https://open.spotify.com/track/7irVEmqGdd1eqs7uqLCYKW
27,"Bando - Remix",ANNA,105317,https://open.spotify.com/track/1Upi1oHB1ly7XdlbOz7Gjd
28,"Dance Monkey","Tones And I",103266,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
29,"In peggio - prod. Strage","Dani Faiv",101633,https://open.spotify.com/track/36jzkozloE2nFefpcJUw32
30,"Musica (E Il Resto Scompare)","Elettra Lamborghini",101210,https://open.spotify.com/track/3Nc7IorgrSffzaQrQWVw4L
31,"Boss Bitch","Doja Cat",100667,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
32,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",100396,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
33,Chega,Gaia,99048,https://open.spotify.com/track/0XdjGLxXQhiPkOqXtAyEZ9
34,"Facce finte (feat. Gianni Bismark) - prod. Strage","Dani Faiv",98680,https://open.spotify.com/track/5fSjNnNRnLGasAY4lTPaLc
35,"Una volta ancora (feat. Ana Mena)","Fred De Palma",97811,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
36,Falling,"Trevor Daniel",97630,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
37,"fuck 3x","tha Supreme",93889,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
38,"Fai rumore",Diodato,92726,https://open.spotify.com/track/2ZwcnFDvQueNemTt89qCom
39,"BRAVI A CADERE - I polmoni",Marracash,92057,https://open.spotify.com/track/3me7fQdjgO8NHscb3xPaBa
40,"Super - prod. Strage","Dani Faiv",90810,https://open.spotify.com/track/5klihR8aWapvbIQVUIz9hE
41,"Snitch E Impicci (con FSK SATELLITE)",DrefGold,90458,https://open.spotify.com/track/6HDdOPc6FWpMfjC8ebzdRC
42,Viceversa,"Francesco Gabbani",88363,https://open.spotify.com/track/04ldF8QeASSyJLMtZJJfqA
43,"Before You Go","Lewis Capaldi",86756,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
44,"16 Marzo (feat. Gow Tribe)","Achille Lauro",82878,https://open.spotify.com/track/3nwH3HTFzpnRV5SqM9um3r
45,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,81193,https://open.spotify.com/track/5EpBEqf5bnKeJ3p4zA1Sod
46,Chiasso,Random,79905,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
47,"ANSIA NO","FSK SATELLITE",79590,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
48,"Don't Start Now","Dua Lipa",79589,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
49,"Pain 1993 (with Playboi Carti)",Drake,79203,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
50,"Oggi no - prod. Strage","Dani Faiv",78445,https://open.spotify.com/track/2iZXmmI4HHKSZiyrsnvN9f
51,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,77018,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
52,"Ma lo vuoi capire?","Tommaso Paradiso",75696,https://open.spotify.com/track/4Veqf07wBQY58QVqNGA1M7
53,"Blunt & Sprite","Sfera Ebbasta",75170,https://open.spotify.com/track/2rrdDXSB3CjQ6ItgcxqyqT
54,"Allora ciao",Shade,74928,https://open.spotify.com/track/5mtMuoCiBExgzH8SOdXyNB
55,Physical,"Dua Lipa",74618,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
56,"Ora che ti guardo bene",Gazzelle,73842,https://open.spotify.com/track/25rH6l9UjJaLu4Ckxku8XT
57,"CRUDELIA - I nervi",Marracash,73502,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
58,"Marymango (feat. tha Supreme)",Ghali,73266,https://open.spotify.com/track/7eHHKYb2cRRqqzl8bbiwA3
59,"Cin Cin",Alfa,72279,https://open.spotify.com/track/1jJMhPp0Rm6lAi077PXeEQ
60,"NEON - Le Ali (feat. Elisa)",Marracash,72275,https://open.spotify.com/track/76cEI7LczlKZ1yLAHIoPBJ
61,"Dove e quando","Benji & Fede",71766,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
62,MAMACITA,"Black Eyed Peas",71399,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
63,"The Box","Roddy Ricch",68319,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
64,"Cracovia, Pt. 3","Il Tre",66678,https://open.spotify.com/track/18dt6tNw8hpNUdthOJf0lI
65,"Tutto questo sei tu",Ultimo,65938,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
66,"Domani ci passa",Ludwig,65393,https://open.spotify.com/track/3elLXGwE5zaREuOzWdlRJ2
67,"Il bacio di Klimt","Emanuele Aloia",64960,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
68,"Someone You Loved","Lewis Capaldi",63520,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
69,Tikibombom,Levante,62835,https://open.spotify.com/track/4JNT4VElmvNmJaQUhwPzg9
70,"Che Poi","Carl Brave",61663,https://open.spotify.com/track/55BfNKdOeu77gxPB0UGnAw
71,Lento,"Boro Boro",61463,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
72,Andromeda,Elodie,60763,https://open.spotify.com/track/4iceKk4reL0vg2yDwXxQNF
73,"Sunday Best",Surfaces,59797,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
74,"Blueberry Faygo","Lil Mosey",59744,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
75,"BUTTERFLY EFFECT","Travis Scott",59128,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
76,ROXANNE,"Arizona Zervas",59079,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
77,"RITMO (Bad Boys For Life)","Black Eyed Peas",58698,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
78,STARGAZING,"Travis Scott",58419,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
79,"PAROLA - feat. Lazza, Emis Killa",Giaime,57971,https://open.spotify.com/track/4XxQOwmNM0DF3bKafSJBNw
80,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,57862,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
81,"Stu core t'apparten","Rocco Hunt",57378,https://open.spotify.com/track/3nhAgjyrfUUCNDMZHx6LCa
82,JAMBO,"Takagi & Ketra",57322,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
83,Calmo,Shiva,57144,https://open.spotify.com/track/6A5qLjVbEC2vNlu17tsExI
84,Missili,"Frah Quintale",56869,https://open.spotify.com/track/5dcyltc1ataieXIeTqhH3t
85,"Non Avere Paura","Tommaso Paradiso",56596,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
86,"Mambo Salentino",Boomdabash,56453,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
87,Savage,"Megan Thee Stallion",56352,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
88,"Gigolò (feat. Sfera Ebbasta & Capo Plaza)",Lazza,55555,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
89,"Piccola Stella",Ultimo,55452,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
90,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",54919,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
91,MITRA,Sapobully,54823,https://open.spotify.com/track/1sTdhkO7yde0DZc5F9cUMs
92,"La hit dell'estate",Shade,54725,https://open.spotify.com/track/443cnFF139Ql85enXOTWEu
93,"SPORT + muscoli (RMX) (feat. Lazza, Paky, Luchè & Taxi B)",Marracash,54668,https://open.spotify.com/track/7srDOLMwjMC07Dzs7mqCnv
