,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
49,"FIGHT! (feat. Nayt)","Il Tre",83276,https://open.spotify.com/track/3NiLpavKgcemrAlBKX275X
50,"Soldi in Nero - feat. Sfera Ebbasta",Shiva,79885,https://open.spotify.com/track/1Xm2e1vDwOMeJJioWuG1s7
51,"Cin Cin",Alfa,78781,https://open.spotify.com/track/1jJMhPp0Rm6lAi077PXeEQ
52,"GANG (feat. Geolier)","Samurai Jay",78618,https://open.spotify.com/track/2Yd6hF9rBSibtF4hlcnBEw
53,"Gigolò (feat. Sfera Ebbasta & Capo Plaza)",Lazza,76186,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
54,"Magnifico difetto","Benji & Fede",75037,https://open.spotify.com/track/0IKfkRzt3d1FoNla2dKi1J
55,Bossoli,Shiva,74141,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
56,Candy,VillaBanks,74018,https://open.spotify.com/track/3a3EzSxWvDno8RpTMv7Xch
57,"Stupid Love","Lady Gaga",74001,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
58,SCACCIACANI,Ketama126,72996,https://open.spotify.com/track/1T4Q9sLfxlFP4EMvedo8p3
59,"Piccola Stella",Ultimo,72416,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
60,Barrio,Mahmood,72257,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
61,Physical,"Dua Lipa",72038,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
62,"Jennifer (feat. Soolking)",Ghali,71879,https://open.spotify.com/track/0vweNYeRPON18eHikCdtkz
63,Lento,"Boro Boro",70601,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
64,"Non Avere Paura","Tommaso Paradiso",69915,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
65,"Polo nord - C+N Progressive Mix","Massimo Pericolo",69605,https://open.spotify.com/track/1Wbc0N0X1zkFqnKGcj8Quh
66,"Nuova Registrazione 527 - prod. tha Supreme","Mara Sattei",69393,https://open.spotify.com/track/7p3VjQ8j4CokBChMQz1ARQ
67,"Godzilla (feat. Juice WRLD)",Eminem,68774,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
68,"MALA SANTA","Becky G",67895,https://open.spotify.com/track/5e50NiIlOc2YJIftHzoehd
69,Flashback,Ghali,67552,https://open.spotify.com/track/5qLAsCiHdGg7NSSg63XAcG
70,"Someone You Loved","Lewis Capaldi",67355,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
71,"Holly & Benji (feat. Capo Plaza & Shiva)",AVA,67179,https://open.spotify.com/track/4tchNSV4eZQ9vG4GNA4iJa
72,ENFASI,Sierra,66954,https://open.spotify.com/track/77VwA6u9JEb4WG5lWSkvU6
73,"Dove e quando","Benji & Fede",66400,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
74,baby,Madame,65621,https://open.spotify.com/track/4EMLX3YmqnVNgajJ99I3gX
75,Rozzi,Paky,65055,https://open.spotify.com/track/3Y00k9cPoW8BnJesUEFoWn
76,"No Time To Die","Billie Eilish",64823,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
77,"Eden (feat. Dardust)",Rancore,64636,https://open.spotify.com/track/0uq5cbQmpGciCLEveRDEdX
78,Yummy,"Justin Bieber",64047,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
79,Dov'è,"Le Vibrazioni",63776,https://open.spotify.com/track/0kyDrvGlKCTwnRQHJ30s31
80,"MADAME - L'anima (feat. Madame)",Marracash,63629,https://open.spotify.com/track/2wL96n9ToLGhekNTFrPhxj
81,"Fast Food",Ghali,63522,https://open.spotify.com/track/2zRUYqUE7lRSLWWLwDvFr6
82,"Lose Control",MEDUZA,63233,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
83,"Sincero (feat. Morgan)",Bugo,62905,https://open.spotify.com/track/2KcbmqbOXoksxJHK6x6MFE
84,"Que Calor (with J Balvin & El Alfa)","Major Lazer",62500,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
85,"Carillon (with Achille Lauro)",Nahaze,62437,https://open.spotify.com/track/4uRx3SdWG2cNVfRNVPwHDS
86,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,62056,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
87,Muévelo,"Nicky Jam",61814,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
88,"m12ano - feat. Mara Sattei","tha Supreme",61403,https://open.spotify.com/track/0LfMuWu6FKNSDHEoxHu9iK
89,"Baciami adesso","Enrico Nigiotti",61158,https://open.spotify.com/track/1Gyzr8UQgUlpYsGxQC6Tcl
90,"LOVE BANDANA",Ketama126,60857,https://open.spotify.com/track/15hXSWGLcvtUZLtzCY7E0Q
91,"Roses - Imanbek Remix","SAINt JHN",60603,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
92,"Twerk (con Boro Boro)",MamboLosco,59625,https://open.spotify.com/track/4jiCUUfjuJoG03gnw3jj1r
93,"Mon Fre - feat. Emis Killa",Shiva,59402,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
94,Boss,Paky,59317,https://open.spotify.com/track/4ijux7JMNY2IpBtTsuYrK4
95,"YOSHI (feat. Fabri Fibra) - prod. Strage",MACHETE,59189,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
96,"Milano Ovest - feat. Marracash",Shiva,59008,https://open.spotify.com/track/3cE4UNH9qcytquPyAhsm77
97,"Me Gusta",Shakira,58342,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
98,"Vai Bene Così","Leo Gassmann",58042,https://open.spotify.com/track/4A9WiZ8ShlpOaoULibEwup
99,"Intentions (feat. Quavo)","Justin Bieber",57993,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
100,"Sei bella come Roma","DANDY TURNER",57749,https://open.spotify.com/track/51MYYyG3fjM3rttqRByqTl
101,Rossetto,Random,56995,https://open.spotify.com/track/4nWtDExgGzlOQwxmp5JjUT
102,"Ayy Macarena",Tyga,56640,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
103,"LA PROVA DEL CUOCO","FSK SATELLITE",55685,https://open.spotify.com/track/6VPcfYrO6oSYbEg6HTncDo
104,"NO SPIE","FSK SATELLITE",55478,https://open.spotify.com/track/2TxDcppMX95JQv9WB5rtuB
105,"È sempre bello",Coez,55074,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
106,"sw1n6o - feat. Salmo","tha Supreme",54792,https://open.spotify.com/track/0I26eEAwEoii0wHuFqwhYO
107,"C'EST LA VIE",TY1,54174,https://open.spotify.com/track/5l93giGtSBNAJUVj8hPygt
108,Barcellona,Ghali,52474,https://open.spotify.com/track/0yWpJhFRmtgwcvAIgyahe6
109,Memories,"Maroon 5",52157,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
110,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",51884,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
111,Cenere,Nashley,51712,https://open.spotify.com/track/45xyKCey4BM3fMeFEsF1Hp
112,"Margarita (con Marracash)",Elodie,51287,https://open.spotify.com/track/0nuoIoKRckjudWUPWezzz6
113,"occh1 purpl3 - feat. Marracash","tha Supreme",51000,https://open.spotify.com/track/7gRPkCEa3YMaxET5ZYT7Ni
114,90MIN,Salmo,50848,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
115,"Rondini Al Guinzaglio",Ultimo,50327,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
116,m8nstar,"tha Supreme",50127,https://open.spotify.com/track/3vPXCd0uNm66sbDEDG5Vwd
117,"Cuore a Destra",Ghali,50090,https://open.spotify.com/track/0sEsQOxDHsEIUSkB0WUXKC
118,Circles,"Post Malone",49508,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
119,"CHARLES MANSON (BUON NATALE2) (feat. Lazza)",Salmo,49144,https://open.spotify.com/track/4z6l90HzhLLCd0hWddzbrh
120,"everything i wanted","Billie Eilish",48989,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
121,"C'est la vie","Achille Lauro",48631,https://open.spotify.com/track/6qrzETcLAmhkNW5PbkwcJI
122,"I Nostri Anni","Tommaso Paradiso",48547,https://open.spotify.com/track/6MERAQtSWXt3EFnI6UjXGy
123,"Fuori E Dentro (feat. tha Supreme)",Gemitaiz,48523,https://open.spotify.com/track/34UHhwlly3SHryWuVfMOJm
124,FIORI,Giaime,48493,https://open.spotify.com/track/500c6DLy4ag8gFAnkuzTxP
125,"Per Un Milione",Boomdabash,48436,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
126,"I Tuoi Particolari",Ultimo,48268,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
127,Gigante,"Piero Pelù",48175,https://open.spotify.com/track/7wfaa5eSB5e8L3iKTsFTql
128,"Rosso di rabbia",Anastasio,47838,https://open.spotify.com/track/7aoec3X6UzeFOUXgMbUSui
129,"Nisciun' (feat. Geolier)","Rocco Hunt",47298,https://open.spotify.com/track/6nUJr7wd4hiPBLjC8Db2Cr
130,Pianeti,Ultimo,47154,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
131,"Cracovia, Pt. 3","Il Tre",47071,https://open.spotify.com/track/18dt6tNw8hpNUdthOJf0lI
132,"MI AMI O NO (feat. Capo Plaza)",Giaime,46933,https://open.spotify.com/track/2UsAeEA2JH7kKSOflP23zY
133,"You should be sad",Halsey,46568,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
134,"Alone, Pt. II","Alan Walker",46254,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
135,Arrogante,Irama,46229,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
136,"La hit dell'estate",Shade,46026,https://open.spotify.com/track/443cnFF139Ql85enXOTWEu
137,Amici,"Massimo Pericolo",45822,https://open.spotify.com/track/7aVX95NjONZszSeb8vJZF3
138,Señorita,"Shawn Mendes",45732,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
139,Autostima,PSICOLOGI,45701,https://open.spotify.com/track/5qf1k7zubHxjR3uinHmIKg
140,"Per due che come noi","Brunori Sas",45581,https://open.spotify.com/track/6JXlccLNpK7F2XFwHuMy23
141,"SSSH PUTA - Bonus Track","Oro Bianco",45432,https://open.spotify.com/track/6R4eEk2hN8OUQDDQdG404S
142,"Vestiti D’Odio (con PSICOLOGI)","Tredici Pietro",45398,https://open.spotify.com/track/3NLE4ioQE8aWxoJjk2IQTC
143,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,45164,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
144,"Na Na Na",Holden,44864,https://open.spotify.com/track/3arKLum0IMREFOSq3OkpaF
145,"Cadiamo insieme",Holden,44609,https://open.spotify.com/track/0EfhJLGrlSW4oqZFECvlmU
146,"MELISSA P","FSK SATELLITE",44106,https://open.spotify.com/track/6Dc0dVdO1xJmEOadnhyPcS
147,"Life Is Good (feat. Drake)",Future,43998,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
148,Bandito,"Enzo Dong",43947,https://open.spotify.com/track/0c6mLXIsBWgwAAqkagxY5w
149,"Come Me",Jamil,43782,https://open.spotify.com/track/2dTnhghtpN0duPluAQMMUz
150,"Ostia Lido",J-AX,43688,https://open.spotify.com/track/4WJ1fu0RntmhYGkP9IWTVL
151,"Mambo Salentino",Boomdabash,43465,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
152,JAMBO,"Takagi & Ketra",43315,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
153,"bad guy","Billie Eilish",43308,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
154,"Veleno 7",Gemitaiz,42873,https://open.spotify.com/track/2jkIbZ43eH3rM1yro2Ojzh
155,"oh 9od - feat. Nayt","tha Supreme",42385,https://open.spotify.com/track/5Qy9jtZdxUnFXmgPp3u5VZ
156,"IQOS - feat. Ernia",Giaime,42359,https://open.spotify.com/track/07gdXx27doa2tNadvelcpS
157,Fallito,Ghali,42040,https://open.spotify.com/track/06SY9kr8SPcAiQGsRw2LY0
158,Ignorantes,"Bad Bunny",41763,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
159,"Settimana Bianca","Il Pagante",41388,https://open.spotify.com/track/5BqUbKq9rCMrCkRtAiz8XA
160,"Sole a mezzanotte","Gio Montana",41351,https://open.spotify.com/track/41wB7yyQG8YR284muocSv0
161,scuol4,"tha Supreme",41266,https://open.spotify.com/track/1V7hvLe3fpZTMoqKLkBDgW
162,"MARYLEAN (feat. Marracash) - prod. Low Kidd",MACHETE,41084,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ
163,Ridere,"Pinguini Tattici Nucleari",40718,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
164,Extasy,Ghali,40267,https://open.spotify.com/track/21poFCyotVSVCxcALqb6Hh
165,Narcos,Geolier,40232,https://open.spotify.com/track/1BdmcsFAODQR4x7eiOuRVf
166,"ch1 5ei te","tha Supreme",40176,https://open.spotify.com/track/0tRj4m46GRFrBS7IsbS0Gk
167,"Stay Away (feat. Ketama126, Side Baby & Franco126)","Night Skinny",40170,https://open.spotify.com/track/6oZJl2T2hdHnMYcZR6VJGb
168,"Ho Fatto Strada","Capo Plaza",40002,https://open.spotify.com/track/28ZiptPMVab1reyfj4hNwt
169,"HO PAURA DI USCIRE 2 - prod. Mace",MACHETE,39982,https://open.spotify.com/track/0nFCpnM7nistUWXRZpzOWM
170,"Senz E Me",Geolier,39906,https://open.spotify.com/track/35tcdhST5fj8WlVleES9Dy
171,"Giù x Terra",Ghali,39712,https://open.spotify.com/track/4xNDNQMmEBuitURr5zsR9J
172,"Uno squillo","Capo Plaza",39636,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
173,1990,"Achille Lauro",39382,https://open.spotify.com/track/40vSLe0L3uOrK3tRTw9KYJ
174,"Non Abbiamo Età",Luchè,38878,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
175,Brivido,Guè,38818,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
176,"Say So","Doja Cat",38669,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
177,"Combo (feat. Mr Eazi)",Ghali,38208,https://open.spotify.com/track/1R5NU7mesQATqwMvvcZ1Xg
178,"48H (feat. Sfera Ebbasta)",Izi,38135,https://open.spotify.com/track/05mrU7mN3c1822bpY58UBC
179,Scooby,Ghali,38026,https://open.spotify.com/track/6ivYWaqJSjLtDre4pGOfG9
180,"What If I Told You That I Love You","Ali Gatie",37907,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
181,"Una canzone che non so",Gazzelle,37743,https://open.spotify.com/track/6pDqB2dlzxB2i9Inu4h3wC
182,Domani,Shiva,37708,https://open.spotify.com/track/4Rl6JXohwpj0pqwl1TwTAk
183,"Fuoco e benzina","Emis Killa",37700,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
184,"NO GRAZIE","JUNIOR CALLY",36794,https://open.spotify.com/track/26CyUvws6cGLEMS5IGnI2C
185,"Yacht (feat. Luchè)",Geolier,36734,https://open.spotify.com/track/780Drm5O3LVEktpgca0IVr
186,"7 miliardi","Massimo Pericolo",36664,https://open.spotify.com/track/67vjEOTkBppbVLUUq5mEJz
187,Chic,Izi,36632,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
188,"Ti dedico il silenzio",Ultimo,36530,https://open.spotify.com/track/6GLmGfALwjzCaOiHwgfU7g
189,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",36503,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
190,"Ride It",Regard,36454,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
191,Shallow,"Lady Gaga",36435,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
192,"Ogni volta","Benji & Fede",36406,https://open.spotify.com/track/0UoL1b1J3UXGITaSKxvQtp
193,"Cascare nei tuoi occhi",Ultimo,36397,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
194,"STO BENE",PSICOLOGI,36317,https://open.spotify.com/track/46koDbgm48mkLwjPsSrTef
195,Soldi,Mahmood,36183,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
196,"Accetto Miracoli","Tiziano Ferro",35969,https://open.spotify.com/track/2dSimaa1gqyr0U0il3gMmd
197,"Marylin M.",Fasma,35872,https://open.spotify.com/track/6uw8FVNAFNNpdXtd0AZl6m
198,"APPARTENGO - Il sangue (feat. Massimo Pericolo)",Marracash,35763,https://open.spotify.com/track/2tpfOljBdskx8G331TjRps
199,"Tuta Black",Paky,35676,https://open.spotify.com/track/7yYegdhi4lwCPPmyROOr4O
200,Numb,Dotan,35475,https://open.spotify.com/track/0rP4uKBAEr4t3fSzR6a1G7
