,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
25,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",80889,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
26,"Vaina Loca",Ozuna,80782,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
27,Vertigini,Tedua,79120,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
28,"Bella e rovinata",Irama,77979,https://open.spotify.com/track/5uPQRVuGquShCnqzuOTq4B
29,Popstar,"Sfera Ebbasta",76976,https://open.spotify.com/track/1fIuF52zouQWN13q3X9FHk
30,"SPARARE ALLA LUNA (feat. Coez)",Salmo,76024,https://open.spotify.com/track/4spkZ6gRKh827yp6JI6TN1
31,Cherofobia,"Martina Attili",75887,https://open.spotify.com/track/2TfcMUAZ4vH4fTA9eF53v2
32,"Bad Boys (feat. Ketama126)",Gemitaiz,74621,https://open.spotify.com/track/12mhNDtyap89L9H8KLexnS
33,"Che Ci Faccio",Gemitaiz,74321,https://open.spotify.com/track/3yhRpGAdByLRLNwULguVeT
34,"Bling Bling (Oro)",Guè,73228,https://open.spotify.com/track/11AXfsh0V6zCCU7Po6kQiY
35,"Prima di ogni cosa",Fedez,72723,https://open.spotify.com/track/0juSegsrO7siAAjlNATKV2
36,"D'estate non vale (feat. Ana Mena)","Fred De Palma",71592,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy
37,Nera,Irama,71482,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
38,"Poesia senza veli",Ultimo,70422,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W
39,"Posso (feat. Max Gazzé)","Carl Brave",70030,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6
40,"HO PAURA DI USCIRE",Salmo,69378,https://open.spotify.com/track/4Nc1FDBI1NUiN48MjTiXEi
41,"Bohemian Rhapsody - Remastered 2011",Queen,68148,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
42,Pianeti,Ultimo,67676,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
43,"Te Boté - Remix","Nio Garcia",67380,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
44,Pablo,Rvssian,67369,https://open.spotify.com/track/0l8vhDaEztxLCQsFOAX64d
45,PERDONAMI,Salmo,65405,https://open.spotify.com/track/4Yr7z1MFiI2D3QnldF107i
46,"Morirò da Re",Måneskin,64694,https://open.spotify.com/track/1aX0Ki80LFzzhqxqRlqbAV
47,Rollercoaster,"Emis Killa",63230,https://open.spotify.com/track/4WJj8NsyCm3YAADCOe0hrf
48,"Felicità puttana",Thegiornalisti,62563,https://open.spotify.com/track/695AOnYHYnvHIMaTNKjkA5
49,"Cupido (feat. Quavo)","Sfera Ebbasta",62314,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy
50,"Fumo Da Solo",Izi,61707,https://open.spotify.com/track/4sYbBt781iAS2S76IeMwIG
51,"Se Piovesse Il Tuo Nome",Elisa,61259,https://open.spotify.com/track/7oETr2afFHIzjDIOpm4zPJ
52,"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",61171,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
53,"La musica non c'è",Coez,61077,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
54,"Amore e Capoeira","Takagi & Ketra",58904,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
55,Rollin',Gemitaiz,58287,https://open.spotify.com/track/1LYkQC1JrgMhwMol3nVo35
56,Malibu,"Vegas Jones",57964,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
57,"Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave",57798,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu
58,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,57388,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
59,"RICCHI E MORTI",Salmo,55221,https://open.spotify.com/track/2sCkQ5AoGNKy0urYd2E3BT
60,"Il ballo delle incertezze",Ultimo,54994,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
61,"Uno squillo","Capo Plaza",53005,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
62,"New York",Thegiornalisti,52148,https://open.spotify.com/track/1nhEQjgj0NrtAoDuFEhMEL
63,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""","Imagine Dragons",50693,https://open.spotify.com/track/2bzitsPcImYC6DZWvvLCQi
64,"Promises (with Sam Smith)","Calvin Harris",49870,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
65,"Tutto tua madre",J-AX,49866,https://open.spotify.com/track/1PahySwtcIaiG7GUnCy9tx
66,"thank u, next","Ariana Grande",49434,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
67,"Trap Phone (feat. Capo Plaza)",Guè,48925,https://open.spotify.com/track/4dcMymOM4uDaH0NrwdktgN
68,NewJeans,"Capo Plaza",48906,https://open.spotify.com/track/1C8KgGduDWKvwbFiqARcFq
69,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",48800,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
70,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",48680,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
71,"Peace & Love","Charlie Charles",48550,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD
72,"Uh Ah Hey","Sfera Ebbasta",47833,https://open.spotify.com/track/2zsJ7dZdvtmUBDOuRSqQ5h
73,"Ella Quiere Beber - Remix","Anuel AA",47744,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
74,Rockstar,"Sfera Ebbasta",46480,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA
75,"Guarda Come Flexo 2",MamboLosco,45862,https://open.spotify.com/track/6PX2GtCt8YJzOQ4ulJM41k
76,"Bella Giornata (prod. Dogslife, Mago del blocco) (feat. Dogslife & Mago del Blocco)","OG Eastbull",45580,https://open.spotify.com/track/76xea5TfeyVu8c4dGWpFD2
77,"Billets (feat. Ninho)","Capo Plaza",45408,https://open.spotify.com/track/2aD5ESGyEhXnXdoOsZvsR0
78,Shallow,"Lady Gaga",45335,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
79,"Pem Pem","Elettra Lamborghini",44110,https://open.spotify.com/track/1xYiaH50bbhvYXLQMmbjpY
80,Moonlight,XXXTENTACION,44065,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
81,"Da zero a cento","Baby K",43885,https://open.spotify.com/track/1ZF1hdW5COHbgqG9MSdSuU
82,X,"Nicky Jam",43417,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
83,"DISPOVERY CHANNEL (feat. Nitro)",Salmo,43180,https://open.spotify.com/track/77F0NNChJGfDBp3fTCWaDc
84,"High Hopes","Panic! At The Disco",43091,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
85,"Thoiry Remix (Samba Trap Vol. 3 - Mitraglia Rec) (feat. Gemitaiz, Quentin40 & Puritano)","Achille Lauro",42385,https://open.spotify.com/track/2l9XbXBbKoEfc1JdCvSz4n
86,Wow.,"Post Malone",42377,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
87,"Porto Cervo",Lazza,41979,https://open.spotify.com/track/0TAt3c8KXb1D3sWT8ENar8
88,"Keanu Reeves (feat. Achille Lauro)",Gemitaiz,41814,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w
89,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,41667,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
90,SAD!,XXXTENTACION,41561,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
91,Fame,Nayt,41313,https://open.spotify.com/track/3WQJd5uYQ40Qlol1Q8pIpe
92,"Non Abbiamo Età",Luchè,40774,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
93,"Un domani (feat. Mr.Rain)",Annalisa,40330,https://open.spotify.com/track/5ZUbSBnGDbmBGcH2l1575M
94,Sopra,Gazzelle,39720,https://open.spotify.com/track/3Cbaa4ZmODhKEGSkMsbkOO
95,"One Kiss (with Dua Lipa)","Calvin Harris",39716,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
96,Coupé,"Capo Plaza",39264,https://open.spotify.com/track/0X6TgBHcxe20tNvWuwXEpn
97,"Mwaka Moon - Remix",Kalash,39124,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN
98,"Ti dedico il silenzio",Ultimo,38921,https://open.spotify.com/track/6GLmGfALwjzCaOiHwgfU7g
99,"Another One Bites The Dust - Remastered 2011",Queen,38797,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
100,"Sogni appesi",Ultimo,38668,https://open.spotify.com/track/2HgBmx6tfhRO417ahshpeQ
101,Thunderclouds,Sia,38309,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP
102,"rockstar (feat. 21 Savage)","Post Malone",38012,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
103,"Sciroppo (feat. DrefGold)","Sfera Ebbasta",37897,https://open.spotify.com/track/4VVG3HBGaqSNZqIpmewIA6
104,"Without Me",Halsey,37655,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
105,"Ricchi x Sempre","Sfera Ebbasta",37572,https://open.spotify.com/track/0kHTkvGavvk2MjBTSUtOZx
106,"Borsello (feat. Sfera Ebbasta & DrefGold)",Guè,37471,https://open.spotify.com/track/31wSmTMwl9CIr1RQds2Tvy
107,"God's Plan",Drake,37199,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
108,"Sweet but Psycho","Ava Max",36506,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
109,"Better Now","Post Malone",36483,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
110,"Veleno 6",MadMan,35853,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
111,"Solo Te E Me (feat. Giulia Jean)",GionnyScandal,35812,https://open.spotify.com/track/7zPr2eaVerEShHQ36BHQTD
112,"Questa nostra stupida canzone d'amore",Thegiornalisti,35796,https://open.spotify.com/track/1Kw6V4wiZKTVwLZ5YcYJR3
113,Italiana,J-AX,35724,https://open.spotify.com/track/0ptaq4BSl6jrXfGyLzJjYE
114,"Se Piovesse Il Tuo Nome - con Calcutta",Elisa,35660,https://open.spotify.com/track/40SslAHt15Duy4uldwXNAm
115,"SICKO MODE","Travis Scott",35530,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
116,"Irraggiungibile (feat. Federica Carta)",Shade,35234,https://open.spotify.com/track/6ht4SwYqBMA8aE40QdJzoN
117,"I Like It","Cardi B",35114,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
118,"Serpenti A Sonagli","Sfera Ebbasta",35074,https://open.spotify.com/track/5Z0Mx6SeUAFA2rgZB9t1Nu
119,BEBE,6ix9ine,34691,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn
120,"Solo (feat. Demi Lovato)","Clean Bandit",34389,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
121,"L'altra dimensione",Måneskin,34357,https://open.spotify.com/track/36ONZ2CvV8KsLPapNPGTqa
122,Ipernova,Mr.Rain,34194,https://open.spotify.com/track/1TaSkLG2bXx84YuKmJvncw
123,Universale,"Benji & Fede",33952,https://open.spotify.com/track/3A20rdsGLvHVAxrkGtrUTu
124,"Sempre In Due","Carl Brave x Franco126",33845,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk
125,"Fumo bianco","Chadia Rodriguez",33637,https://open.spotify.com/track/54ivBWjaiBH5W2fAVYV1k3
126,"Cara Italia",Ghali,33521,https://open.spotify.com/track/3atDsUhlUgDlQQrI0XFh7I
127,"Giovane fuoriclasse","Capo Plaza",33436,https://open.spotify.com/track/60muwbD6E61lEYQSnEYlLc
128,RATATA,"Capo Plaza",33413,https://open.spotify.com/track/3QjM7blH1a157YfP8G33TA
129,"My Life Is Going On - Burak Yeter Remix","Burak Yeter",32965,https://open.spotify.com/track/2qzyXvxqBlOx4BUzbTzPvu
130,"ORA CHE FAI?",Salmo,32957,https://open.spotify.com/track/3ibnXjXTxiQQVJsoCffeo3
131,PXM,Salmo,32738,https://open.spotify.com/track/6Jv6R1QvVm2CuCbqLi1nAT
132,"Don't Stop Me Now - Remastered 2011",Queen,32730,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
133,"Adan y Eva","Paulo Londra",32353,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
134,Youngblood,"5 Seconds of Summer",32251,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
135,scuol4,"tha Supreme",31852,https://open.spotify.com/track/6ukVfkwkTlQvfvD477n0qr
136,"7/8 Sour",MadMan,31831,https://open.spotify.com/track/3pTlhegZkebcfjrFscPShg
137,"La stella più fragile dell'universo",Ultimo,31645,https://open.spotify.com/track/3iHqUSg0LBRxAF5CzjBK9y
138,"Gli occhi della tigre",Nayt,31482,https://open.spotify.com/track/0eczHniJguffShMNltOqMo
139,"Moscow Mule","Benji & Fede",31407,https://open.spotify.com/track/1Lfjom9CoL5hIyvjYey9zs
140,"Purple Rain (feat. Gemitaiz & Frenetik&Orang3)","Achille Lauro",30985,https://open.spotify.com/track/0PpB4YTfszDRmQxLirA4pM
141,"Somebody To Love - Remastered 2011",Queen,30712,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf
142,"In My Feelings",Drake,30510,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
143,"Torna Da Me",Luchè,29581,https://open.spotify.com/track/5iSHLCuc0K3pUW16b7sSP4
144,Paracetamolo,"Calcutta ",29454,https://open.spotify.com/track/4OQ1G3dyVx0SPUzBiWCNat
145,"Settimana Bianca","Il Pagante",29417,https://open.spotify.com/track/5BqUbKq9rCMrCkRtAiz8XA
146,"Casa Mia (feat. Luchè & Capo Plaza)","Noyz Narcos",29379,https://open.spotify.com/track/6NnO2rbViEDhX6wewADukc
147,British,"Dark Polo Gang",29141,https://open.spotify.com/track/3JEvpERjiUoFXZO1BUc2dv
148,"Under Pressure - Remastered 2011",Queen,29004,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
149,"PELLE D'OCA","Vegas Jones",28644,https://open.spotify.com/track/3SjNwo6aHnvKx8yeSXxTmT
150,IDGAF,"Dua Lipa",28526,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
151,"Me Rehúso","Danny Ocean",28081,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
152,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",28022,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
153,"Trova un modo","Alessandra Amoroso",28022,https://open.spotify.com/track/2OhD2CM731aBTpRACnAM4q
154,"Solletico (feat. Tedua & The Night Skinny)",Rkomi,28005,https://open.spotify.com/track/6gan8nbS78t2sUy0M9UpAX
155,"We Will Rock You - Remastered 2011",Queen,27899,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
156,"Jackie Chan",Tiësto,27799,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
157,"Allenamento #2","Capo Plaza",27505,https://open.spotify.com/track/2z3sYBYhLhsGTOKZe5vkcM
158,Natural,"Imagine Dragons",27495,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
159,"We Can Do Better","Matt Simons",27424,https://open.spotify.com/track/1hLjLWrzO18acdCFcccFWk
160,"Nero Bali",Elodie,27276,https://open.spotify.com/track/2hygc41DOo6dGocHEk6Jx1
161,"2% (feat. Frah Quintale)",Guè,26952,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25
162,"Hands Up (feat. DNCE)","Merk & Kremont",26857,https://open.spotify.com/track/0nlyO7lNTOYB0gjDp7NI7H
163,"Modalità Aereo (feat. Luchè & Marracash)",Guè,26766,https://open.spotify.com/track/5CBTNoJlHwyqYGdwMBNAAH
164,FEFE,6ix9ine,26614,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
165,"Centro (feat. Coez)",MadMan,26530,https://open.spotify.com/track/6DGl9TtxYTpMFrmZa1mwEz
166,"Acqua Calda E Limone (feat. Ernia)",Rkomi,26390,https://open.spotify.com/track/2OIXm3ZM0pbSXQYrq9C5RN
167,"Money Rain","Boro Boro",26370,https://open.spotify.com/track/1f1mvHcJwPPponfS45uRp1
168,"Figurati noi (feat. Emma Muscat)",Shade,26130,https://open.spotify.com/track/5AQ7Wuc1UGCROIifaInqdV
169,Chic,Izi,26087,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
170,Bandita,"Jake La Furia",26087,https://open.spotify.com/track/1AxEMGsutOIbDzZnvj0yaj
171,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",25594,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
172,Pesto,"Calcutta ",25138,https://open.spotify.com/track/4UHDgfDtSSv9SqyfEFr4sF
173,Perfect,"Ed Sheeran",25125,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
174,"Faccio Quello Che Voglio","Fabio Rovazzi",25032,https://open.spotify.com/track/3ZSiGHNkkWgFInQqPEP0xb
175,Flames,"David Guetta",24983,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
176,Simba,Ernia,24980,https://open.spotify.com/track/69d3X2Nv5AWHUeTktfOqpV
177,"Marylin M.",Fasma,24963,https://open.spotify.com/track/6uw8FVNAFNNpdXtd0AZl6m
178,"Lo Sai Che Ci Penso",Gemitaiz,24687,https://open.spotify.com/track/6qE4ocLpaSUkWYrcpbPN7Z
179,Crazy,"Lost Frequencies",24666,https://open.spotify.com/track/2hqy4QmpvMeVz6zeolDeLQ
180,"Kiss and Make Up","Dua Lipa",24607,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
181,"El Party","Jake La Furia",24300,https://open.spotify.com/track/19LRRuiMQ8a9jhqSf8jVip
182,"Cupido (with Khea & Duki feat. Quavo & Elettra Lamborghini) - RMX","Sfera Ebbasta",24246,https://open.spotify.com/track/10CEiNq9vx9UH9mXQkG6H6
183,"Havana (feat. Young Thug)","Camila Cabello",24059,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
184,Missili,"Frah Quintale",23783,https://open.spotify.com/track/5dcyltc1ataieXIeTqhH3t
185,"Giù da me","Capo Plaza",23631,https://open.spotify.com/track/06VV1e6OgFMG2XSxsnRxxM
186,"Malibu (feat. Gemitaiz)","Carl Brave",23530,https://open.spotify.com/track/5S2Bshrq6Bh4zHZoXkUtvf
187,"Chapeau (feat. Frah Quintale)","Carl Brave",23529,https://open.spotify.com/track/4qB5WfP7AzwPzU4OddDm4b
188,"Non cambierò mai","Capo Plaza",23505,https://open.spotify.com/track/1PB00xFcBdahfUcJIkB8wG
189,"Let You Love Me","Rita Ora",23479,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
190,Criminal,"Natti Natasha",23474,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
191,"Le luci della città",Coez,23430,https://open.spotify.com/track/381VH1JFj9q08V1OMlPU5m
192,"Be Alright","Dean Lewis",23352,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
193,Balla,Zoda,23284,https://open.spotify.com/track/1ex3YwDpPLF2JeA8ZgPBto
194,"Lucid Dreams","Juice WRLD",23186,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
195,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",22986,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
196,Dura,"Daddy Yankee",22901,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
197,"Visiera A Becco","Sfera Ebbasta",22866,https://open.spotify.com/track/4ySxBjhmdnkeFUqhKxW3cY
198,Adictiva,"Daddy Yankee",22846,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
199,"Non Ti Dico No",Boomdabash,22732,https://open.spotify.com/track/07Xuc7SQU2GAJY6Gnt93ub
200,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",22693,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
