,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
28,"Mambo Salentino",Boomdabash,146214,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
29,FIORI,Giaime,145428,https://open.spotify.com/track/500c6DLy4ag8gFAnkuzTxP
30,Arrogante,Irama,144962,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
31,"Veleno 7",Gemitaiz,144736,https://open.spotify.com/track/2jkIbZ43eH3rM1yro2Ojzh
32,"Non Ci Sto (con Marracash & Carl Brave)",Shablo,143436,https://open.spotify.com/track/5stH9hqpR941AmiJ9tVzrN
33,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",142256,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
34,"Stay Away (feat. Ketama126, Side Baby & Franco126)","Night Skinny",141952,https://open.spotify.com/track/6oZJl2T2hdHnMYcZR6VJGb
35,"SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno",Ketama126,141196,https://open.spotify.com/track/2665YLaM0dLaIhkjpUHT7k
36,"Nisciun' (feat. Geolier)","Rocco Hunt",141154,https://open.spotify.com/track/6nUJr7wd4hiPBLjC8Db2Cr
37,JAMBO,"Takagi & Ketra",139586,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
38,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",138824,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
39,"HO PAURA DI USCIRE 2 - prod. Mace",MACHETE,135158,https://open.spotify.com/track/0nFCpnM7nistUWXRZpzOWM
40,China,"Anuel AA",132865,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
41,"MARYLEAN (feat. Marracash) - prod. Low Kidd",MACHETE,128706,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ
42,Ouver2re,Lazza,127961,https://open.spotify.com/track/6Z8Rgali179zMtmELIgSx2
43,"Ostia Lido",J-AX,124908,https://open.spotify.com/track/2J9TGb5CRT4omfAgnKmXn5
44,"Street Advisor (feat. Noyz Narcos, Marracash & Capo Plaza)","Night Skinny",124662,https://open.spotify.com/track/6uUpssCxQaQWrlx869314b
45,Playa,"Baby K",123476,https://open.spotify.com/track/7bBIBrSmHvdMlTC7b9p8Vq
46,"Scatola Nera (feat. Giorgia)",Gemitaiz,121859,https://open.spotify.com/track/4Is80c3yzO9NzVWMDAnnTR
47,"Come Me",Gemitaiz,121222,https://open.spotify.com/track/4dBCrgiAh3KJSJdt3XpLfm
48,"Piece Of Your Heart",MEDUZA,119038,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
49,¥€$,Gemitaiz,116798,https://open.spotify.com/track/0P39aeceSQtCBO7IlffkbD
50,"Novità (feat. Rkomi, Ernia & Tedua)","Night Skinny",113707,https://open.spotify.com/track/0hkY6Je3FYVPCCLZNtPKhH
51,"Someone You Loved","Lewis Capaldi",113522,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
52,"Attraverso Me (feat. Luchè)","Night Skinny",113085,https://open.spotify.com/track/3zxZa44T41BWejPmrzY819
53,"Polo nord - C+N Progressive Mix","Massimo Pericolo",107989,https://open.spotify.com/track/1Wbc0N0X1zkFqnKGcj8Quh
54,"Beautiful People (feat. Khalid)","Ed Sheeran",106106,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
55,"Prometto (feat. Rkomi & Luchè)","Night Skinny",104953,https://open.spotify.com/track/35DgCphwTxRkI2jUec0mWA
56,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,103994,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
57,"Rondini Al Guinzaglio",Ultimo,103811,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
58,"È sempre bello",Coez,102170,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
59,Ransom,"Lil Tecca",100309,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
60,Settembre,Gazzelle,99104,https://open.spotify.com/track/6Ere3wTeBzgVavQpUs343p
61,"Che Ore Sono (feat. Venerus)",Gemitaiz,98822,https://open.spotify.com/track/3bj6F2PY4PWMNrAuywX5cR
62,"Buonanotte Amò","Rocco Hunt",98294,https://open.spotify.com/track/0G9rMKBc4l9Knfd1Sw1cdi
63,Californication,Gemitaiz,96549,https://open.spotify.com/track/00hy8cpfdBAXPcgWpsCtyk
64,"Accetto Miracoli","Tiziano Ferro",96335,https://open.spotify.com/track/22wcpWIq8EUqcFoF6wD0gg
65,"Un'Altra Notte (feat. Priestess)",Gemitaiz,95919,https://open.spotify.com/track/5IiE6zhjY9rsXRLhIOyX5h
66,"I Don't Care (with Justin Bieber)","Ed Sheeran",95832,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
67,"Tutto apposto (feat. Capo Plaza)",Philip,94950,https://open.spotify.com/track/1E5m92fn5c92TUH6NP7HDX
68,"La tua canzone",Coez,93169,https://open.spotify.com/track/4Z43nMEiOiNeDrqu2BN0JD
69,"Cracovia, Pt. 3","Il Tre",91555,https://open.spotify.com/track/18dt6tNw8hpNUdthOJf0lI
70,"Maradona y Pelé",Thegiornalisti,89841,https://open.spotify.com/track/3xALgUxUFNYIrbMew1sbnC
71,"48H (feat. Sfera Ebbasta)",Izi,88023,https://open.spotify.com/track/05mrU7mN3c1822bpY58UBC
72,"Mattoni (feat. Noyz Narcos, Shiva, Speranza, Guè, Achille Lauro, Geolier, Lazza, Ernia, Side Baby & Taxi B)","Night Skinny",87856,https://open.spotify.com/track/6zbNaPbHWsB6V3rNhn3dPx
73,Circles,"Post Malone",87824,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
74,Pianeti,Ultimo,87002,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
75,"Mc Drive (feat. Shiva)",MamboLosco,86574,https://open.spotify.com/track/6a2Xgy3nTIHI37bj5RIKqx
76,m8nstar,"tha Supreme",86278,https://open.spotify.com/track/5Aw0QmDZJZID69ZcTvEzXI
77,"I Tuoi Particolari",Ultimo,85543,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
78,"bad guy","Billie Eilish",85366,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
79,"Il mio canto libero","Lucio Battisti",85134,https://open.spotify.com/track/2SvXqxiG2ntfkEWvuABT7u
80,"Rip RMX (feat. Shiva)","Side Baby",83321,https://open.spotify.com/track/7xwOv1FJd8iqnCoj3BDjpV
81,"Per Un Milione",Boomdabash,82037,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
82,"7 miliardi","Massimo Pericolo",80409,https://open.spotify.com/track/67vjEOTkBppbVLUUq5mEJz
83,Amici,"Massimo Pericolo",79962,https://open.spotify.com/track/7aVX95NjONZszSeb8vJZF3
84,"Sorriso (Milano Dateo)","Calcutta ",79813,https://open.spotify.com/track/6Rg0AJvt1xa4hR2QH2fUhb
85,90MIN,Salmo,79746,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
86,"Fare Chiasso (feat. Quentin40 & Rkomi)","Night Skinny",79541,https://open.spotify.com/track/0w616hBg9NFBhAXD2MaBBB
87,"Tutto Ok",Gemitaiz,79375,https://open.spotify.com/track/0RwiRXkfB9URjKRW3G24Cs
88,"Vivere Tutte Le Vite - con Carl Brave",Elisa,78736,https://open.spotify.com/track/7l56nY7NMP1QDdWvRdJmmg
89,"Testa tra le nuvole, Pt. 1",Alfa,77978,https://open.spotify.com/track/4q6Cq4aLWeg3fr6ywhJ9dC
90,"So cosa fare","Capo Plaza",77143,https://open.spotify.com/track/2bN0p91LZmBKmgmpIGu5RI
91,Domenica,Coez,76561,https://open.spotify.com/track/2tVNMtgZ2CQpTx7vgcuTkL
92,"Mi ritorni in mente","Lucio Battisti",76522,https://open.spotify.com/track/23dNr2eFETtv7Ys2FUF1Y0
93,"Senza Pensieri (feat. Loredana Bertè & J-AX)","Fabio Rovazzi",74288,https://open.spotify.com/track/1p9E8WC4aTSzArtqdQI1F5
94,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,74248,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
95,Polynesia,Gazzelle,74075,https://open.spotify.com/track/2QeCyjLDJ6qDJsCyofrEW9
96,"Saluti (feat. Guè, Fabri Fibra, Rkomi & Carolina Marquez)","Night Skinny",73784,https://open.spotify.com/track/4GI7qUGKC1p0BxngJ6CqcW
97,"MAMMASTOMALE (feat. Salmo) - prod. Dade",MACHETE,72467,https://open.spotify.com/track/5nFX29WZIulql4m4ic0KRw
98,"Cascare nei tuoi occhi",Ultimo,72399,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
99,Narcos,Geolier,71362,https://open.spotify.com/track/5ARhG6eeHv9QifsCP03E7Y
100,Mademoiselle,"Sfera Ebbasta",70437,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
101,"Yo x Ti, Tu x Mi",ROSALÍA,70147,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
102,"Mancavi tu","Peppe Soks",69208,https://open.spotify.com/track/21EqFEy8L8Db6aaPmIQd9E
103,Loco,"Lele Blade",68648,https://open.spotify.com/track/7hgyYHFOV2qrSub0hoezte
104,"D'estate non vale (feat. Ana Mena)","Fred De Palma",68231,https://open.spotify.com/track/5IbiQAbMBe5T2K67mCAIx3
105,"Rescue Me",OneRepublic,66934,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
106,"2% (feat. Frah Quintale)",Guè,66864,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25
107,"Bad People (feat. Noyz Narcos & Fabri Fibra)","Night Skinny",66518,https://open.spotify.com/track/5TwJedNtu62ApZfr2qsZUp
108,"LA PROVA DEL CUOCO","FSK SATELLITE",66306,https://open.spotify.com/track/6VPcfYrO6oSYbEg6HTncDo
109,Tutu,Camilo,66150,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
110,"DOPPIOGANG - prod. tha Supreme",MACHETE,65481,https://open.spotify.com/track/2nKUtJ6G05qVViRaXkXWQZ
111,"NO WAY (feat. Nitro) - prod. Low Kidd",MACHETE,64213,https://open.spotify.com/track/2gUn6S1SuuXK0BvypPKnir
112,"Stamm Fort (feat. Sfera Ebbasta)",Luchè,63858,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
113,"Mille Strade (feat. Ketama126 & Izi)","Night Skinny",63779,https://open.spotify.com/track/4f5tQVN35lq4xqcXEZhcP8
114,"Ti dedico il silenzio",Ultimo,63584,https://open.spotify.com/track/6GLmGfALwjzCaOiHwgfU7g
115,"Fuoco e benzina","Emis Killa",63404,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
116,"Adicto (with Anuel AA & Ozuna)",Tainy,63202,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
117,"oh 9od","tha Supreme",62719,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
118,"Quanto freddo fa",Nashley,62521,https://open.spotify.com/track/0gFpaf1YGFOwFy5DZGYuzx
119,"LA MIA ULTIMA STORIA",AIELLO,62149,https://open.spotify.com/track/5JYMRX7TnPrEYkmwKOMmVD
120,"1969 (feat. Boss Doms & Frenetik&Orang3)","Achille Lauro",61864,https://open.spotify.com/track/5fpddhtBYcQsRu2d4vJf1Q
121,"Cella senza cesso [CSC]","Massimo Pericolo",61720,https://open.spotify.com/track/0qkZIEHwcDyuUJPuslqPx5
122,Ipocondria,Ultimo,61284,https://open.spotify.com/track/6YrDRkcDktxgsPcH8x77xm
123,"Miss - Emodrill version 2019","Massimo Pericolo",60708,https://open.spotify.com/track/2hua6kYP0M8MC3NQeMqr6f
124,"Non Abbiamo Età",Luchè,60538,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
125,"Numero10 (feat. Ernia & Quentin40)","Night Skinny",60151,https://open.spotify.com/track/6MS8k4z2YhIHXGVnfpqjTu
126,Piove,Nayt,60007,https://open.spotify.com/track/0EMhBAtDSKQ4NBT6tgmcY7
127,"Corazón Morado (feat. Sfera Ebbasta)","Elettra Lamborghini",59792,https://open.spotify.com/track/6stctriNY7UC7KyHcG7ZBH
128,"STAR WARS - prod. Young Miles - Crookers x Nic Sarno",MACHETE,59510,https://open.spotify.com/track/2umL0eO9N7iNxDay6i2rVi
129,Panamera,NDG,59199,https://open.spotify.com/track/0Zvdpp7GLZYT3OVtx4myHl
130,"Goodbyes (Feat. Young Thug)","Post Malone",59063,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
131,Un'avventura,"Lucio Battisti",59025,https://open.spotify.com/track/7B09xj4jnG1763TWkVxazM
132,"Se Tornerai (feat. Neffa)","Rocco Hunt",58978,https://open.spotify.com/track/3fTvFZyr41XvhCtk4ohywa
133,"Sogni appesi",Ultimo,57798,https://open.spotify.com/track/2HgBmx6tfhRO417ahshpeQ
134,Rossetto,Random,57676,https://open.spotify.com/track/4nWtDExgGzlOQwxmp5JjUT
135,"I giardini di marzo","Lucio Battisti",57666,https://open.spotify.com/track/5odtVIhEujejNnxSJCgpCa
136,Cenere,Nashley,57436,https://open.spotify.com/track/45xyKCey4BM3fMeFEsF1Hp
137,"Uno squillo","Capo Plaza",57407,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
138,"29 settembre","Lucio Battisti",56792,https://open.spotify.com/track/5WmB1D3G7lVIectVsfeMDe
139,".Rosso (feat. Madame & Rkomi)","Night Skinny",56780,https://open.spotify.com/track/0ZJKwtAoFb0gaufgPBULpG
140,"Money Rain","Boro Boro",56733,https://open.spotify.com/track/1f1mvHcJwPPponfS45uRp1
141,"Grazie Prego Scusa",Nayt,56498,https://open.spotify.com/track/3yAUQr74hB0UP37lm2p62V
142,"Non fa per me",Holden,56338,https://open.spotify.com/track/51uFW0zfJXSe4OJDS9urmt
143,"Cos'è l'amore (feat. Franco Califano)","Don Joe",56091,https://open.spotify.com/track/1UpP7aPDapP71MYrTQ8yTU
144,"Allenamento #2","Capo Plaza",55790,https://open.spotify.com/track/3RsSxNSorUqe9K4qEGTlGC
145,"La canzone del sole","Lucio Battisti",55136,https://open.spotify.com/track/5XAGVMePJNaXHcdRN578Xi
146,Soldi,Mahmood,54827,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
147,"Te Robaré","Nicky Jam",53823,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
148,"Polo nord - Emodrill version 2019","Massimo Pericolo",53762,https://open.spotify.com/track/6Fg6zCGxZ61JL9bc5sV7Ex
149,"LUNA E SOLE - prod Low Kidd",Zoda,53624,https://open.spotify.com/track/7J7vMP45n2p33jimaHO8iK
150,Enfasi,Sierra,53532,https://open.spotify.com/track/0CQ1FDstbDWQZC9aDnUiG2
151,"NO SPIE","FSK SATELLITE",53478,https://open.spotify.com/track/2TxDcppMX95JQv9WB5rtuB
152,"Totoro - Emodrill version 2019","Massimo Pericolo",53444,https://open.spotify.com/track/5i3KnygQIfHlI8i2K8eRd8
153,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",53026,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
154,"Old Town Road","Lil Nas X",52768,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH
155,"Acqua azzurra, acqua chiara","Lucio Battisti",52489,https://open.spotify.com/track/1N46SW28bpacvXmNYP6PTB
156,"How Do You Sleep?","Sam Smith",52436,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
157,"Domani ci passa",Ludwig,51934,https://open.spotify.com/track/3elLXGwE5zaREuOzWdlRJ2
158,Memories,"Maroon 5",51371,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
159,Guai,Shiva,51357,https://open.spotify.com/track/2nRWqhOJRXt2vV30xXrNVy
160,Autostima,PSICOLOGI,51283,https://open.spotify.com/track/4GkHLa5IBnGiart95CmZQJ
161,"E penso a te","Lucio Battisti",51242,https://open.spotify.com/track/2f9q7MMH5hRU8kiJH6tlix
162,"La musica non c'è",Coez,51112,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
163,"Stanza Singola (feat. Tommaso Paradiso)",Franco126,50438,https://open.spotify.com/track/23hpOtox5sIuRqVBVVJxsO
164,Brivido,Guè,50287,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
165,"Posso (feat. Max Gazzé)","Carl Brave",50171,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6
166,"C'est la vie","Achille Lauro",50082,https://open.spotify.com/track/6qrzETcLAmhkNW5PbkwcJI
167,"Don't Call Me Up",Mabel,50052,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
168,"Mon Cheri (feat. Sfera Ebbasta)",Rkomi,49832,https://open.spotify.com/track/66UkKyxN5YbJl9z7YamQOR
169,"23 coltellate",Highsnob,49526,https://open.spotify.com/track/5RlrdqMMNm42rKgYq64a3T
170,"Fumo 1etto (feat. Side Baby, Shiva & Fabri Fibra)","Night Skinny",49467,https://open.spotify.com/track/6eZO8FD9v3QGcrt1JvnoUS
171,"Veleno 6",MadMan,49428,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
172,"Davide (feat. Coez)",Gemitaiz,49417,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
173,Fulmine,"Daniel Cosmic",49207,https://open.spotify.com/track/7HypddhSrM5kuDodjvdaCr
174,"WALTER WALZER - prod. Salmo",MACHETE,49179,https://open.spotify.com/track/76OIEsiXVKhoaVLQZifKjF
175,"Blu (feat. Elisa)",Rkomi,48840,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC
176,"Gli occhi della tigre",Nayt,48400,https://open.spotify.com/track/5pL8J6weoydzXglhsoJ6Vw
177,"Senza farlo apposta",Shade,48068,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
178,"Con Calma","Daddy Yankee",48022,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
179,"GANG (feat. Geolier)","Samurai Jay",47731,https://open.spotify.com/track/2Yd6hF9rBSibtF4hlcnBEw
180,"Taki Taki","Dark Polo Gang",47456,https://open.spotify.com/track/5NF5Y4xv0tnTJFJgrqbA5o
181,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","Takagi & Ketra",47091,https://open.spotify.com/track/0swoHiwTazywpoqiKDUtGQ
182,Liar,"Camila Cabello",46584,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
183,Vertigini,Tedua,46577,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
184,"Il tuo profumo","Fred De Palma",46541,https://open.spotify.com/track/0sqbGUEecNagMilnntIsuZ
185,Merci,"Carl Brave",46538,https://open.spotify.com/track/429kanJEBTPrcTKYBT8yPq
186,Emozioni,"Lucio Battisti",46441,https://open.spotify.com/track/3B7plHFM2LK5BVYnwzkD3x
187,"Calma - Remix","Pedro Capó",46233,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
188,Chic,Izi,46109,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
189,Parliamo,Luchè,45885,https://open.spotify.com/track/2O2wjjBU0BB0OOA3dCOOfr
190,"Cambiare Adesso","Dark Polo Gang",45757,https://open.spotify.com/track/2xjxaKiYssIdDU6DCPpZPt
191,Shallow,"Lady Gaga",45743,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
192,ARSENICO,AIELLO,45734,https://open.spotify.com/track/242fdwNbwYn2MAnKTD7Xcl
193,"Dove Sei?",Alfa,45690,https://open.spotify.com/track/7kzTNbYGnZoZnuXeYsW3Mu
194,"Come No",Shiva,45566,https://open.spotify.com/track/2CI18uKNu7wcXmHNYyGosK
195,"Otro Trago - Remix",Sech,45325,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
196,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",45092,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
197,"Sweet but Psycho","Ava Max",45013,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
198,Nera,Irama,44961,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
199,"I Love You",Ghali,44417,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
200,"Con il nastro rosa","Lucio Battisti",44093,https://open.spotify.com/track/2g3wyAWIAvmjfZ8K6Jb4Zn
