,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",392564,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
2,"Davide (feat. Coez)",Gemitaiz,246029,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
3,Malibu,"Vegas Jones",195510,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
4,X,"Nicky Jam",174848,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
5,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",174448,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
6,"Cupido (feat. Quavo)","Sfera Ebbasta",157342,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy
7,"La Cintura","Alvaro Soler",147260,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
8,"Non cambierò mai","Capo Plaza",138164,https://open.spotify.com/track/1PB00xFcBdahfUcJIkB8wG
9,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,130578,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
10,"God's Plan",Drake,118342,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
11,"Cara Italia",Ghali,116029,https://open.spotify.com/track/7K8krdGeSIvwDGw1WUqJuK
12,Rockstar,"Sfera Ebbasta",113628,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA
13,"Pem Pem","Elettra Lamborghini",112432,https://open.spotify.com/track/6NprDUe0yiLIVGgcnFGgtq
14,"Sciroppo (feat. DrefGold)","Sfera Ebbasta",108788,https://open.spotify.com/track/4VVG3HBGaqSNZqIpmewIA6
15,"Keanu Reeves (feat. Achille Lauro)",Gemitaiz,107174,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w
16,IDGAF,"Dua Lipa",103019,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
17,"Questa nostra stupida canzone d'amore",Thegiornalisti,102435,https://open.spotify.com/track/2LYt5nf0m90Bz8fuudLQd1
18,"No Roots","Alice Merton",97779,https://open.spotify.com/track/7anBA0IdgFaN3Pbyk2tog0
