,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
102,"Non mi basta più (feat. Chiara Ferragni)","Baby K",44446,https://open.spotify.com/track/5ZUeBvBEH8hpdLMW3yCmHb
103,"ELEGANTE (feat. Sfera Ebbasta)",DrefGold,44345,https://open.spotify.com/track/7qADAhkEs9vv3ll4hP8ybC
104,Autostop,Shade,44279,https://open.spotify.com/track/5ZgeeXOHGYUn0K3kuICyw9
105,Pillole,ARIETE,44015,https://open.spotify.com/track/02awCaNU1SgRt1ol80wRDP
106,"Let's Love","David Guetta",44014,https://open.spotify.com/track/6lhZLbb0czULpjb2kFryPS
107,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",43282,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
108,"SLIME (feat. Rondodasosa)",Lazza,43216,https://open.spotify.com/track/13Iu4OXlnP5vUQ0rgXR6e3
109,"TesTa TrA Le NuVoLE, pT. 2 – prod. Yanomi",Alfa,42909,https://open.spotify.com/track/04UtYEP1Jc0GRxbvH1B6Nk
110,"Ti Levo Le Collane (feat. Paky)",Guè,42908,https://open.spotify.com/track/48NEryJWd2W3T6V6yKHzz6
111,"Una volta ancora (feat. Ana Mena)","Fred De Palma",42866,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
112,"Someone You Loved","Lewis Capaldi",42431,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
113,Golden,"Harry Styles",42276,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
114,"you broke me first","Tate McRae",42272,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
115,"In Una Benz (feat. Fabri Fibra)",Gemitaiz,42114,https://open.spotify.com/track/2BVTClVUNxuibcmulbqtCQ
116,"Savage Love (Laxed - Siren Beat)","Jawsh 685",42048,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
117,"Santa Tell Me","Ariana Grande",42040,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
118,"Ciclone (feat. Elodie, Mariah, Gipsy Kings, Nicolás Reyes, Tonino Baliardo)","Takagi & Ketra",41977,https://open.spotify.com/track/2YGqtxaGdML9aM5jCwgRw9
119,SPENSIERATEZZA,PSICOLOGI,41877,https://open.spotify.com/track/2DzJYaFlsNdpmfoHMYecZ4
120,"LA NOCHE DE ANOCHE","Bad Bunny",41353,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
121,"Sono un bravo ragazzo un po' fuori di testa",Random,41146,https://open.spotify.com/track/5EXLYWZGnmYC01H53WUAhi
122,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,40993,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
123,"Polvere (feat. Capo Plaza)",Tedua,40867,https://open.spotify.com/track/0ZzXPo0gS5h718w7WErG44
124,"Marte (feat. Izi)",Gemitaiz,40825,https://open.spotify.com/track/2JYEUkULDT9o2Y4WLIDnGV
125,goosebumps,"Travis Scott",40676,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
126,"fuck 3x","tha Supreme",39527,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
127,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",39299,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
128,"WAP (feat. Megan Thee Stallion)","Cardi B",39155,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
129,"Adesso Mi Diverto",Ludwig,38553,https://open.spotify.com/track/1IsipXGMBN0OrUIUvYNsXv
130,"Don't Worry",Boomdabash,38056,https://open.spotify.com/track/3Bd5A7Yxg4zxFeiKiYlMId
131,Hawái,Maluma,37665,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
132,Chiasso,Random,37636,https://open.spotify.com/track/76B3Xb8EqIY4NJF5xoNrCH
133,Guaranà,Elodie,37461,https://open.spotify.com/track/1KXpcoggYmNTPCRXIz2m9Z
134,"Ride It",Regard,37243,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
135,MAMACITA,"Black Eyed Peas",37108,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
136,"BRAVI A CADERE - I polmoni",Marracash,36903,https://open.spotify.com/track/3me7fQdjgO8NHscb3xPaBa
137,Girasoli,"Emanuele Aloia",36716,https://open.spotify.com/track/3lumKk7Mrt6KhFDZURTv0t
138,"Roses - Imanbek Remix","SAINt JHN",36648,https://open.spotify.com/track/5f5tMrP3ZZbNtiLIHKOQLS
139,"Jingle Bell Rock","Bobby Helms",36636,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
140,"Vita paranoia",Gazzelle,36249,https://open.spotify.com/track/4OnmVQMW9Eb9dpXjRLbjm0
141,"All We Got (feat. KIDDO)","Robin Schulz",36187,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE
142,9.3,Mr.Rain,36075,https://open.spotify.com/track/1prey7RGLzP9zS4dk2Y6a8
143,"HIGHEST IN THE ROOM","Travis Scott",35815,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
144,Shangai,"Carl Brave",35668,https://open.spotify.com/track/1FHHnK2nXzD6teEEIa2s0C
145,"Maleducata (Baby 3 Official Soundtrack)","Achille Lauro",35668,https://open.spotify.com/track/1kjlvSooYR4OusrBNQHRLm
146,"Paradise (feat. Dermot Kennedy)",MEDUZA,35628,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
147,"Piccola Stella",Ultimo,35370,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
148,"Hoodboy - Remix","Coyote Jo Bastard",35303,https://open.spotify.com/track/0RS1tp85979N7W73I0jBsl
149,"Levitating (feat. DaBaby)","Dua Lipa",35294,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
150,"Someone To You",BANNERS,35239,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
151,"Ringo Starr","Pinguini Tattici Nucleari",35127,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
152,"Nena (feat. Geolier & Andry The Hitmaker)","Boro Boro",34997,https://open.spotify.com/track/6TEPwGCSq4XGWu3hnZkC5m
153,Caramelo,Ozuna,34878,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
154,"Guerra E Pace",PSICOLOGI,34839,https://open.spotify.com/track/2puGJHRifrmNO7gTAeWm0z
155,"Cin Cin",Alfa,34780,https://open.spotify.com/track/1jJMhPp0Rm6lAi077PXeEQ
156,"Vieni con me - prod. tha Supreme",MYDRAMA,34685,https://open.spotify.com/track/4glIqTMUpxDxiXbUdLNido
157,Moncler,Geolier,34602,https://open.spotify.com/track/4QHaWdrl7bdAhz72rb36rO
158,Chic,Izi,34557,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
159,"Midnight Sky","Miley Cyrus",34255,https://open.spotify.com/track/4i2qxFEVVUi8yOYoxB8TCX
160,"BLOODY BARS - STUDIOMOB (feat. Lazza)","BLOODY VINYL",34143,https://open.spotify.com/track/2lWTk2SX6jvlgihqoWOhpt
161,"Rockin' Around The Christmas Tree","Brenda Lee",34132,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
162,Dior,"Pop Smoke",34053,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
163,"BLA BLA (feat. Guè)",ANNA,33890,https://open.spotify.com/track/2iyOKKZXBZr39G7evMbzkO
164,Contatto,Negramaro,33744,https://open.spotify.com/track/1TuaGeD05cEApd8UMxmKDp
165,"Due ali","Frah Quintale",33729,https://open.spotify.com/track/4GF6LAJOxoKJO2zwXIb2gY
166,"Cicatrici - prod. Big Fish",Blind,33607,https://open.spotify.com/track/2JbYossd79iDR79HxNdJJm
167,Brivido,Guè,33215,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
168,"2 TIRI (feat. tha Supreme)",Lazza,33201,https://open.spotify.com/track/3TwMhXQ6O1KGPfiYV5mxGN
169,"Cracovia, Pt. 3","Il Tre",33148,https://open.spotify.com/track/18dt6tNw8hpNUdthOJf0lI
170,"Flop (feat. Leon Faun)",Izi,33020,https://open.spotify.com/track/0DCLd1GJKAsESFs6yQ3TjW
171,Alone,Melancholia,33007,https://open.spotify.com/track/5QywOZDciSjVeHorH8vWxQ
172,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,32985,https://open.spotify.com/track/5EpBEqf5bnKeJ3p4zA1Sod
173,"Before You Go","Lewis Capaldi",32686,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
174,HOLIDAY,"Lil Nas X",32677,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
175,QVC9,Gemitaiz,32674,https://open.spotify.com/track/39Hg30Dwak4wyX3K2SI02E
176,Portofino,"Il Pagante",32471,https://open.spotify.com/track/6xc77qJbTNh3yQzSopZEuw
177,Tusa,"KAROL G",32369,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
178,"Bimbi Soldato","Baby Gang",32207,https://open.spotify.com/track/0vIRBxBzL7ejCluhb6ec2Z
179,"In Your Eyes","The Weeknd",32206,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
180,"Lo Sai",Tedua,32140,https://open.spotify.com/track/2fQtrzMUMmnnJ5YxSb55MR
181,"Tutto questo sei tu",Ultimo,31955,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
182,Wonder,"Shawn Mendes",31914,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
183,Chega,Gaia,31715,https://open.spotify.com/track/76w5oLSdgYvA0Bt4dTUe0Z
184,"Underneath the Tree","Kelly Clarkson",31530,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
185,"VIENIMI (a ballare)",AIELLO,31451,https://open.spotify.com/track/3VZfK5GR6tN3WH3WsBNMYq
186,"Cyborg (feat. Geolier)",Guè,31431,https://open.spotify.com/track/54wRUYPMEHLttFdLImOlAt
187,"Djadja (feat. Maluma) - Remix","Aya Nakamura",31423,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g
188,"Non Avere Paura","Tommaso Paradiso",31312,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
189,"Santa Claus Is Coming to Town","Michael Bublé",31201,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
190,"Per favore",Nyv,31043,https://open.spotify.com/track/21pk7rsFoQESMSuBi8FVYr
191,"Ferma A Guardare",Ernia,31024,https://open.spotify.com/track/2UJFzqzkU6eByT6tdi2iLf
192,Shallow,"Lady Gaga",31011,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
193,"Non sei tu",Gazzelle,30982,https://open.spotify.com/track/4zJL82bt73NiBmFuJncYUb
194,Autostima,PSICOLOGI,30878,https://open.spotify.com/track/5qf1k7zubHxjR3uinHmIKg
195,"Jocelyn Flores",XXXTENTACION,30775,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
196,"m12ano - feat. Mara Sattei","tha Supreme",30677,https://open.spotify.com/track/0LfMuWu6FKNSDHEoxHu9iK
197,"Sweater Weather","The Neighbourhood",30526,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
198,"BLOODY BARS - DRILLUMINAZIONE (feat. Charlie KDM, Hell Raton & Lazza)","BLOODY VINYL",30422,https://open.spotify.com/track/2RBBYwsf1SKX64nwfbfDlk
199,"È sempre bello",Coez,30132,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
200,"16 Marzo (feat. Gow Tribe)","Achille Lauro",30028,https://open.spotify.com/track/2kZV7d0A4BIN5I8iFBnbqp
