,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
39,"Nero Bali",Elodie,84230,https://open.spotify.com/track/2hygc41DOo6dGocHEk6Jx1
40,changes,XXXTENTACION,81791,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
41,"El Party","Jake La Furia",81155,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
42,Nonstop,Drake,78679,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
43,"Sciroppo (feat. DrefGold)","Sfera Ebbasta",77985,https://open.spotify.com/track/4VVG3HBGaqSNZqIpmewIA6
44,Zingarello,Ghali,77914,https://open.spotify.com/track/12tAWUo1yKx0FRuEhYZjxQ
45,"La musica non c'è",Coez,77535,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
46,Rockstar,"Sfera Ebbasta",77033,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA
47,"Jocelyn Flores",XXXTENTACION,75583,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
48,"Irraggiungibile (feat. Federica Carta)",Shade,75096,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
49,Boss,DrefGold,72032,https://open.spotify.com/track/66eqL56FRz3LJMCWINapai
50,"Jackie Chan",Tiësto,69328,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
51,"Uno squillo","Capo Plaza",67419,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
52,Star,Luchè,67352,https://open.spotify.com/track/2Cg2JWucAfemcFTvWoErMd
53,"Keanu Reeves (feat. Achille Lauro)",Gemitaiz,66753,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w
54,"I Like It","Cardi B",66409,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
55,"Non cambierò mai","Capo Plaza",66194,https://open.spotify.com/track/1PB00xFcBdahfUcJIkB8wG
56,IDGAF,"Dua Lipa",65158,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
57,"Bye bye",Annalisa,64996,https://open.spotify.com/track/7hRM2EHbeVZl4fPSK2XxOO
58,"D'estate non vale (feat. Ana Mena)","Fred De Palma",64718,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy
59,"Je Ce Credevo",Luchè,64697,https://open.spotify.com/track/3BSGyUVqfqCnulMIAOTjqs
60,"Non Abbiamo Età",Luchè,64025,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
61,"Better Now","Post Malone",63893,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
62,"Amore a prima insta",Shade,63704,https://open.spotify.com/track/4oJLF1XZd4tp7kqbfxmvDU
63,"The Middle",Zedd,63689,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
64,"Like I Do","David Guetta",61951,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
65,"Síguelo Bailando",Ozuna,61663,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
66,"Mad Love","Sean Paul",61503,https://open.spotify.com/track/4dSoDnmR9opAQ8KxUc9SbC
67,"Bum Bum Tam Tam","MC Fioti",61401,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
68,Paracetamolo,"Calcutta ",61309,https://open.spotify.com/track/4OQ1G3dyVx0SPUzBiWCNat
69,"Serio (feat. Capo Plaza)","Emis Killa",60806,https://open.spotify.com/track/2Cm9pUNjLYpLo2gjIiTBPa
70,"Il ballo delle incertezze",Ultimo,60682,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
71,"Purple Rain (feat. Gemitaiz & Frenetik&Orang3)","Achille Lauro",59920,https://open.spotify.com/track/0PpB4YTfszDRmQxLirA4pM
72,"Next To Me","Imagine Dragons",59887,https://open.spotify.com/track/7EUfNvyCVxQV3oN5ScA2Lb
73,"Thoiry Remix (Samba Trap Vol. 3 - Mitraglia Rec) (feat. Gemitaiz, Quentin40 & Puritano)","Achille Lauro",59607,https://open.spotify.com/track/2l9XbXBbKoEfc1JdCvSz4n
74,"no tears left to cry","Ariana Grande",58663,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
75,FRIENDS,Marshmello,57563,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
76,"Business Class (feat. Rkomi)",Marracash,57509,https://open.spotify.com/track/6bArBYlG50C7iN1owUpKeI
77,"Machika - Remix","J Balvin",56970,https://open.spotify.com/track/1lBqTGQ0nX1JeA2m7T51ux
78,"Un giorno in più",Irama,56667,https://open.spotify.com/track/4G6hlJ3RnrqyBfq3ZUX4Mq
79,"Potere / Il Sorpasso",Luchè,56178,https://open.spotify.com/track/0iJI3WyBbKu83OFlSKjiid
80,"Ricchi x Sempre","Sfera Ebbasta",55935,https://open.spotify.com/track/0kHTkvGavvk2MjBTSUtOZx
81,"Guarda come flexo",MamboLosco,55105,https://open.spotify.com/track/7pNSr2gQMVghpTcZvQUroa
82,scuol4,"tha Supreme",53012,https://open.spotify.com/track/6ukVfkwkTlQvfvD477n0qr
83,Vertigini,Tedua,52547,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
84,"Serpenti A Sonagli","Sfera Ebbasta",52157,https://open.spotify.com/track/5Z0Mx6SeUAFA2rgZB9t1Nu
85,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)","Steve Aoki",51404,https://open.spotify.com/track/5e45GhSF18JYoLpaq2F48h
86,"Giovane fuoriclasse","Capo Plaza",51228,https://open.spotify.com/track/60muwbD6E61lEYQSnEYlLc
87,"In My Blood","Shawn Mendes",49743,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
88,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,49400,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
89,"8 Out Of 10",Drake,49314,https://open.spotify.com/track/5fcM0StdQxMjzulVGhFkHN
90,"Portami con te",Boomdabash,49251,https://open.spotify.com/track/2S5H2pKuM6lgLC00VVKCZD
91,Riccione,Thegiornalisti,49138,https://open.spotify.com/track/6RiprjTTheMrJ2ypJxz3H4
92,"Poesia senza veli",Ultimo,49020,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W
93,"Sin Pijama","Becky G",48951,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
94,Pesto,"Calcutta ",48431,https://open.spotify.com/track/4UHDgfDtSSv9SqyfEFr4sF
95,Survival,Drake,48305,https://open.spotify.com/track/71SEHJPt1iDwGkBhUOAXDP
96,"Back To You","Selena Gomez",47703,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
97,Ipernova,Mr.Rain,47188,https://open.spotify.com/track/1TaSkLG2bXx84YuKmJvncw
98,"Born To Be Yours",Kygo,47102,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
99,Nada,Luchè,47074,https://open.spotify.com/track/2FGpIHtX97BIXX52EVphS2
100,"Who You Are - Full English Version",Mihail,45998,https://open.spotify.com/track/6BqytANy7ggG3rcIe6CZry
101,"Sempre In Due","Carl Brave x Franco126",45140,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk
102,"Lv & Balmain (feat. Guè)",Luchè,45004,https://open.spotify.com/track/1aaKEwHsSec1CTGx1HOIXh
103,"Centro (feat. Coez)",MadMan,44984,https://open.spotify.com/track/540qZ2h2nFsuky4w42Quw8
104,"Lo Sai Chi Sono (feat. CoCo)",Luchè,44430,https://open.spotify.com/track/246NkqVowwusIedtviw4HA
105,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,44339,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
106,"Live It Up - Official Song 2018 FIFA World Cup Russia","Nicky Jam",44066,https://open.spotify.com/track/4DnHUy01jEA4b5ydC3HgsT
107,"Paradise Lost",Gemitaiz,43695,https://open.spotify.com/track/1o3hgrxrtzKjsF36oLtook
108,"Look At Me!",XXXTENTACION,43634,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
109,"Everybody Dies In Their Nightmares",XXXTENTACION,43433,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
110,"I'm Upset",Drake,43271,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
111,"Lucid Dreams","Juice WRLD",42257,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
112,"Tran Tran","Sfera Ebbasta",42025,https://open.spotify.com/track/3cGuiySfwJPXqvE15OiEEg
113,"Lungomare Latino (feat. Willy William)",Guè,41832,https://open.spotify.com/track/1EAVKixhDeqqLNtwnpwx1B
114,"Giù da me","Capo Plaza",41777,https://open.spotify.com/track/06VV1e6OgFMG2XSxsnRxxM
115,"Pezzo Trap (feat. Fabri Fibra)",Gemitaiz,41344,https://open.spotify.com/track/5ZBSyZYBG6QEhSRSC1nt4b
116,"Senza Pagare VS T-Pain (feat. T-Pain)",J-AX,40950,https://open.spotify.com/track/0YOUE1TlkgSbkNvWkZkEVp
117,"Fashion Week",Tedua,40890,https://open.spotify.com/track/1fGoFnExheBO89oKkiotyd
118,PERDONAMI,Salmo,40880,https://open.spotify.com/track/7kK2m2KDEL0W8oFq6fuOcf
119,Elevate,Drake,40691,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
120,Nevermind,"Dennis Lloyd",40220,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
121,"Voglio ballare con te (feat. Andrés Dvicio)","Baby K",39802,https://open.spotify.com/track/14KKXLz5WHrzGOMUNFV22H
122,"Dormiamo Insieme",Luchè,39563,https://open.spotify.com/track/6lxx9CITx1pYMqSWcf4XmR
123,"La prima volta",Negramaro,39194,https://open.spotify.com/track/3kIxACxR2tDPtKCWWa16lq
124,"Diamanti Nei Denti",Luchè,38933,https://open.spotify.com/track/6WEQtVehpCHS4yFKXjsBa7
125,Emotionless,Drake,38728,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
126,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes",38524,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
127,"Malibu (feat. Gemitaiz)","Carl Brave",38060,https://open.spotify.com/track/5S2Bshrq6Bh4zHZoXkUtvf
128,"Lo Sai Che Ci Penso",Gemitaiz,37934,https://open.spotify.com/track/6qE4ocLpaSUkWYrcpbPN7Z
129,"Voglio solo te",Irama,37785,https://open.spotify.com/track/5eLBAqgut0TXdu3bO8yK1N
130,Facile,Luchè,36953,https://open.spotify.com/track/7tLZW5g0ipi3T7s1xc63GR
131,"We Can Do Better","Matt Simons",36745,https://open.spotify.com/track/1hLjLWrzO18acdCFcccFWk
132,"Roof Garden",Biondo,36714,https://open.spotify.com/track/5AlJsUCiSzlHoPmVdUmqBa
133,"Che ne sai",Irama,36617,https://open.spotify.com/track/3hk99PJYY2Zdh05UR1iRcW
134,"rockstar (feat. 21 Savage)","Post Malone",36438,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
135,"Bene ma non benissimo",Shade,36438,https://open.spotify.com/track/7AujiK4ndTotwFOaGEjvOu
136,Youngblood,"5 Seconds of Summer",36181,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
137,Valzer,"JUNIOR CALLY",35986,https://open.spotify.com/track/0w0VaUoq4FPY6VuwujBoET
138,Pianeti,Ultimo,35901,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
139,"Ammo' (feat. Rocco Hunt & Clementino)","Achille Lauro",35674,https://open.spotify.com/track/2vtvFVqOxB0Xk1IuGncDEu
140,"10 Anni Fa (feat. CoCo)",Luchè,35475,https://open.spotify.com/track/5u5ASe3mk8zWysj4P41uz7
141,"Psycho (feat. Ty Dolla $ign)","Post Malone",35240,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
142,"In My Feelings",Drake,35011,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
143,"Veleno 6",MadMan,34464,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
144,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",34341,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
145,"Chapeau (feat. Frah Quintale)","Carl Brave",34331,https://open.spotify.com/track/4qB5WfP7AzwPzU4OddDm4b
146,Vabbene,"Capo Plaza",33804,https://open.spotify.com/track/5n9Ss9tXZEy5Z18BxYm8KW
147,Hope,XXXTENTACION,33652,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
148,"Taste (feat. Offset)",Tyga,33542,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
149,"Casa Mia (feat. Luchè & Capo Plaza)","Noyz Narcos",33537,https://open.spotify.com/track/6NnO2rbViEDhX6wewADukc
150,20,"Capo Plaza",33174,https://open.spotify.com/track/6ZNd7RN3GohngyFPt7p6LO
151,"Gli Altri",Luchè,33036,https://open.spotify.com/track/2rD3Ra12At2U8tHeMHyO0j
152,"Talk Up",Drake,32862,https://open.spotify.com/track/3Yw09dj3cTXsAzlLjgBfIP
153,Habibi,Ghali,32826,https://open.spotify.com/track/1lwpe8mLgHhytakM7m6R3W
154,"Mi Parli Piano",Emma,32649,https://open.spotify.com/track/0ApnR96y31RLTJqw9x3j9Q
155,"Melody (feat. James Blunt)","Lost Frequencies",32647,https://open.spotify.com/track/5r49JKf2vWBF0CQjZewJ0O
156,"Come me","Capo Plaza",32576,https://open.spotify.com/track/1fGX7fk3pvHv00u2kU4dly
157,"Dall'alba al tramonto","Ermal Meta",32451,https://open.spotify.com/track/7tyNXQ6EWa6H97unOMV9pf
158,"Shape of You","Ed Sheeran",32421,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
159,"Hands Up (feat. DNCE)","Merk & Kremont",32364,https://open.spotify.com/track/0nlyO7lNTOYB0gjDp7NI7H
160,"Gucci rubate","Enzo Dong",32204,https://open.spotify.com/track/0tarYsoxEMEq6gGfSwRNcj
161,"Le Canzoni",Jovanotti,32201,https://open.spotify.com/track/6i6pQ4piEUaQBXrYFQh5dL
162,"Potere 2 (feat. Enzo Avitabile)",Luchè,32044,https://open.spotify.com/track/6M5APw3qB6ZRy0Mnb1l6H4
163,Ulalala,"Achille Lauro",31996,https://open.spotify.com/track/2NTxalkIR7Yz1nl5iIFWAz
164,"X (feat. Maluma & Ozuna) - Remix","Nicky Jam",31918,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
165,Missili,"Frah Quintale",31899,https://open.spotify.com/track/5dcyltc1ataieXIeTqhH3t
166,"Nice For What",Drake,31861,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
167,"Me Rehúso","Danny Ocean",31607,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
168,"Mamacita (feat. Vins)","Achille Lauro",31514,https://open.spotify.com/track/4UqezPB3zRA5Ff7zCmw13R
169,"Bella Giornata (prod. Dogslife, Mago del blocco) (feat. Dogslife & Mago del Blocco)","OG Eastbull",31268,https://open.spotify.com/track/76xea5TfeyVu8c4dGWpFD2
170,"Una Vita In Vacanza","Lo Stato Sociale",31247,https://open.spotify.com/track/554Cnj9FKhRGABIxSaGJGG
171,"Mob Ties",Drake,31228,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
172,Criminal,"Natti Natasha",31191,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
173,"Le luci della città",Coez,30939,https://open.spotify.com/track/381VH1JFj9q08V1OMlPU5m
174,"Havana (feat. Young Thug)","Camila Cabello",30780,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
175,"Faccio un casino",Coez,30777,https://open.spotify.com/track/6qNXkVk19OYLu4CoqjDfZ0
176,Domani,Ernia,30557,https://open.spotify.com/track/2X79cPyYMdyknjrSXxfVVH
177,"Lario (feat. Fabri Fibra) - RMX",Lazza,30498,https://open.spotify.com/track/2fCrGBbflxxcSXO6HUhJcS
178,"Allenamento #2","Capo Plaza",30279,https://open.spotify.com/track/2z3sYBYhLhsGTOKZe5vkcM
179,"Camel Blu (feat. Giorgio Poi)","Carl Brave",30273,https://open.spotify.com/track/0YdCTQIqZVUUfmqjaM9qvR
180,"All The Stars (with SZA)","Kendrick Lamar",29802,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
181,"JE TE VOGLIO BENE ASSAJE",LIBERATO,29784,https://open.spotify.com/track/7cwt8YKQHTKAcAyTARlIpb
182,"TU T'E SCURDAT' 'E ME",LIBERATO,29497,https://open.spotify.com/track/0fGdUrvZQW1Iw8uH8nCi1p
183,"No Roots","Alice Merton",29303,https://open.spotify.com/track/7anBA0IdgFaN3Pbyk2tog0
184,"La legge del più forte",Tedua,28777,https://open.spotify.com/track/1fHP9qfz4v4df0XiAppzmf
185,"Milano Bachata",Rkomi,28768,https://open.spotify.com/track/0obKdyLE89Hrry8slkX9Ey
186,"Una grande festa","Luca Carboni",28736,https://open.spotify.com/track/1Dj8LrVW2gNNZeO3tEFttY
187,"More Than You Know","Axwell /\ Ingrosso",28554,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
188,"Nessuno Vuole Essere Robin","Cesare Cremonini",28542,https://open.spotify.com/track/2BWWqHu2HsHyDgt5V0uG4f
189,"Non mi avete fatto niente","Ermal Meta",28383,https://open.spotify.com/track/6d3sJyECf0XccpnosXyxT7
190,Occupato,DrefGold,28087,https://open.spotify.com/track/4DODnpnNZMZD1jR6NvyPuc
191,"XO Tour Llif3","Lil Uzi Vert",27957,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
192,"Diego Armando Maradona","Dark Polo Gang",27759,https://open.spotify.com/track/42budRHAm0QroIwreRwF1l
193,Esskeetit,"Lil Pump",27596,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
194,"Il mondo prima di te",Annalisa,27585,https://open.spotify.com/track/0qM6TGkkinhKFllbcRfL8u
195,"Sangue misto",Tedua,27453,https://open.spotify.com/track/47quNj56sFEMCBXN1xm5RO
196,NUMB,XXXTENTACION,27421,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
197,"Che vuoi che sia",Irama,27340,https://open.spotify.com/track/74lxmxZDGDr21dKyXU0rcr
198,"Visiera A Becco","Sfera Ebbasta",27301,https://open.spotify.com/track/0nB7VgMGBTeOIO6LXwOvEJ
199,Orgasmo,"Calcutta ",27229,https://open.spotify.com/track/3qB6tYZqtTPvUX9oACaN98
200,"Dura - Remix","Daddy Yankee",27129,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
