,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
70,Inuyasha,Mahmood,75026,https://open.spotify.com/track/361UCyu0eeQnfw2FCEy8tv
71,"Head & Heart (feat. MNEK)","Joel Corry",74203,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
72,"BUGIE (feat. Rkomi & Carl Brave)",Madame,74081,https://open.spotify.com/track/5dP8HoPhDJ53ILl7oxfA87
73,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",73755,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
74,"Save Your Tears","The Weeknd",71621,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
75,DÁKITI,"Bad Bunny",71229,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
76,"SLATT (feat. Capo Plaza)",Rondodasosa,71212,https://open.spotify.com/track/1YvhcTM8aIRTg03AavA2HJ
77,"The Business",Tiësto,71099,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
78,"Paradise (feat. Dermot Kennedy)",MEDUZA,71012,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
79,"LUNA (feat. Gaia)",Madame,70959,https://open.spotify.com/track/3mIYZEPtyaHh2bEJbEOVDC
80,Mediterranea,Irama,70954,https://open.spotify.com/track/2Up8QSKRV7WnZxZAQasEUq
81,"Kiss Me More (feat. SZA)","Doja Cat",70840,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
82,"Angelina Jolie",Bresh,70660,https://open.spotify.com/track/0tD4EXZRm1JGDYWtKYFLWK
83,Hypnotized,"Purple Disco Machine",70523,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
84,"polka 2 :-/","Rosa Chemical",70124,https://open.spotify.com/track/5LWZA5aRYBdO7FqcrKjfVs
85,"Levitating (feat. DaBaby)","Dua Lipa",69916,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
86,Street,"Capo Plaza",69512,https://open.spotify.com/track/1AA3XZWWaLTcOgVdeSWg3S
87,"Leave The Door Open","Bruno Mars",69478,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
88,Estate,Will,68997,https://open.spotify.com/track/7AKMq2HTg8FQs9LE0v9uoy
89,"Ride It",Regard,68133,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
90,"Mille parole","Aka 7even",67856,https://open.spotify.com/track/6jL8DQh1jh3QgAx4O8m0HC
91,"Baby (with J Balvin)","Sfera Ebbasta",67304,https://open.spotify.com/track/3eblNP3Zd5b5J3JaOckl8Y
92,Ridere,"Pinguini Tattici Nucleari",65590,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
93,"Che senso ha",Franco126,65532,https://open.spotify.com/track/71mvjQrJ1erzNnVaSvXlaY
94,"Mai Dire Mai (La Locura)","Willie Peyote",65388,https://open.spotify.com/track/4jmvkbDw0cuWD2Fi9VswFQ
95,"ALTALENE (feat. Mara Sattei & Coez)","BLOODY VINYL",64579,https://open.spotify.com/track/2zqxUV6h5y6Y9WhyH0FVvX
96,"Blinding Lights","The Weeknd",64441,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
97,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,64053,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
98,"SEVEN 7oo (feat. Rondodasosa, Sacky, Vale Pain, Neima Ezza, Kilimoney, Keta, Nko)","SEVEN 7oo",63280,https://open.spotify.com/track/2KYLg9El0wzvX4S13CDoZf
99,Demone,MamboLosco,63043,https://open.spotify.com/track/6NrOoKDgQb1EcZZuCSBMEw
100,"Il bacio di Klimt","Emanuele Aloia",62496,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
101,Fiel,"Los Legendarios",61537,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
102,STUPIDO,"Massimo Pericolo",60923,https://open.spotify.com/track/6HVRRlc2sBlkcKEkhlsp86
103,Pesche,"Federico Rossi",60850,https://open.spotify.com/track/4ILtwYPIonCeRGCIiXAASp
104,"Wasted Love (feat. Lagique)",Ofenbach,60186,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
105,"Il tuo nome","Il Tre",60024,https://open.spotify.com/track/2RVdq0QXC4JxU0X51ZQYaH
106,"Che me chiamme a fa?","Rocco Hunt",59757,https://open.spotify.com/track/5uXJrO4X6m7Xp0HC3zeklj
107,"Mood (feat. iann dior)",24kGoldn,59479,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
108,"Chico (feat. Rose Villain & Luchè)",Guè,59115,https://open.spotify.com/track/3Xhl7OqWAFgVxQKrWhyVVO
109,"Allenamento #4","Capo Plaza",58453,https://open.spotify.com/track/3TzSpxjKOnmVrtNOhtK8mx
110,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",58086,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
111,"Breaking Me",Topic,56349,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
112,"Leggi dell'universo",Tancredi,55225,https://open.spotify.com/track/3FVlsDIDtcXJSh1m7RPsPA
113,"Scusa - prod. tha Supreme","Mara Sattei",54868,https://open.spotify.com/track/7uBlznv2TJpvjHCzY7K8wO
114,Paraocchi,BLANCO,54709,https://open.spotify.com/track/3c1hhyuDTsP3hqRztpg2S5
115,"Una volta ancora (feat. Ana Mena)","Fred De Palma",54091,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
116,"Hollywood (feat. Diplo)","Sfera Ebbasta",53438,https://open.spotify.com/track/0WXU7I74NEN1DMLIT406Wx
117,"Pasticche (feat. Capo Plaza)",VillaBanks,53433,https://open.spotify.com/track/7KnC2wSD0I5Fju3A7qCFX8
118,"Another Love","Tom Odell",53427,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
119,"Wagyu (feat. Night Skinny)",Guè,53110,https://open.spotify.com/track/4CNrSGHHPodDltXIt7erD1
120,"ONLYFANS (feat. MamboLosco)",Slings,52794,https://open.spotify.com/track/2RrldylvtjefqddhIONP7x
121,"Bottiglie Privè","Sfera Ebbasta",52398,https://open.spotify.com/track/7kPAFMdW9WwDyz5BzntfJr
122,Rasputin,Majestic,51995,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
123,"Bam Bam Twist (feat. Gow Tribe, Frenetik&Orang3)","Achille Lauro",51807,https://open.spotify.com/track/5i12eplaUT5pPE5iC6B2FZ
124,"Occhi Lucidi","Leon Faun",51641,https://open.spotify.com/track/7dYgzrhdIIjTQTvUjlrWxa
125,"Goosebumps - Remix","Travis Scott",51573,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
126,"Babyma (feat. MV Killa)",Guè,51551,https://open.spotify.com/track/4WQ9yeL5N5UNbCfVfKPUlz
127,"TOP BOY ⨳ (con GEOLIER)",MACE,51275,https://open.spotify.com/track/6sCcJIxOPP7GIKFGzDnYDu
128,Whoopty,CJ,51170,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
129,"We're Good","Dua Lipa",50971,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
130,VENT'ANNI,Måneskin,50652,https://open.spotify.com/track/6Vfo6O3hk38vDcSpazNo3p
131,"Per sentirmi vivo",Fasma,50531,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
132,"drivers license","Olivia Rodrigo",50483,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
133,"MOVIE (feat. Central Cee)",Rondodasosa,50293,https://open.spotify.com/track/5CnjFQT0Yr5WxIwfLpzRhc
134,"Mantieni il bacio","Michele Bravi",50293,https://open.spotify.com/track/291ozGPjR0HnVyKZOgkPGG
135,"Spigoli (feat. Mara Sattei & tha Supreme)","Carl Brave",50238,https://open.spotify.com/track/5YPKiDLejR1JhnX6w2lhro
136,"SPLASH (feat. Enzo Dong)","MV Killa",50018,https://open.spotify.com/track/0CjTQ01ADXx3BMO07LxpKx
137,"IL MIO AMICO (feat. Fabri Fibra)",Madame,49979,https://open.spotify.com/track/4mrr7agl0tGMOiuDT1AwMQ
138,CORALINE,Måneskin,49687,https://open.spotify.com/track/7HMz8o0m7ASQ3ImFPfhWTY
139,"Italian Hustler (feat. Rasty Kilo)",Guè,49441,https://open.spotify.com/track/7us2M1m8cXkpHMBbEgFAiH
140,"Rompo (feat. Boro Boro)",VillaBanks,49404,https://open.spotify.com/track/4oPh7HAoMR1bLBbxwqKmgn
141,CON(TORTA)...,Enula,49056,https://open.spotify.com/track/5yg9uLwtYJAjaMCjQmzLSi
142,"Je ne sais pas (feat. Sfera Ebbasta)","Lous and The Yakuza",48467,https://open.spotify.com/track/0AGOXOfcDIRXwZtny26RDd
143,"Too Old To Die Young",Guè,48254,https://open.spotify.com/track/3QTSgpusf68Xu7SAP0wj1y
144,"Ancora in due",Deddy,47955,https://open.spotify.com/track/3ZIAMaGW5wqTWd70DSnjAd
145,"Aggio Perzo 'o Suonno (feat. Coez, prod. TY1)",Neffa,47558,https://open.spotify.com/track/3IJHDzxMhlF4SvnlgSH2an
146,Arcade,"Duncan Laurence",47344,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
147,"BELLA STORIA",Fedez,47105,https://open.spotify.com/track/0824Kyozhv4yBbM86aBFCG
148,"Coltellata (feat. tha Supreme)",Gazzelle,47099,https://open.spotify.com/track/6pswDYZetJz39k41bCXNif
149,"Good Times",Ghali,46977,https://open.spotify.com/track/3vgclHni3T3qu7ZXz8idsk
150,"AIRFORCE (feat. Madame)","Massimo Pericolo",46418,https://open.spotify.com/track/4MTlIhliwFJnTfbEoctDyB
151,Magia,"Alvaro Soler",45507,https://open.spotify.com/track/3KJ1QkwWObfuq54pgwTRyW
152,RAPSTAR,"Polo G",45102,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
153,"CRUDELIA - I nervi",Marracash,44965,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
154,"Fiori di Chernobyl",Mr.Rain,44379,https://open.spotify.com/track/4Gh924DaL7ydxltm2cfoOT
155,"Someone You Loved","Lewis Capaldi",44265,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
156,Karaoke,Boomdabash,43919,https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p
157,goosebumps,"Travis Scott",43767,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
158,"Mama (feat. Nitro)",Gemitaiz,43735,https://open.spotify.com/track/1ws9IBGum9LLNEdSVNO2pH
159,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,43648,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
160,"22 settembre",Ultimo,43645,https://open.spotify.com/track/15RRpHBNzv0gvjIry4jyOs
161,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,43624,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
162,MIA,Lortex,43526,https://open.spotify.com/track/1SIl1FBbHmGa4PmJu5q6Lm
163,"Iko Iko (My Bestie)","Justin Wellington",43069,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
164,Lovefool,twocolors,43050,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
165,"Paloma (feat. Anitta)","Fred De Palma",42819,https://open.spotify.com/track/0HFkCSXRTUHCYJ148PdD0v
166,Crepe,Irama,42708,https://open.spotify.com/track/6L671UzJPyAzbHEhaNhDUJ
167,"Don't Worry",Boomdabash,42530,https://open.spotify.com/track/3Bd5A7Yxg4zxFeiKiYlMId
168,Concedimi,"Matteo Romano",42158,https://open.spotify.com/track/0pFjYM7JdNJhjuooMgesks
169,Dynamite,BTS,42147,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
170,"Watermelon Sugar","Harry Styles",41309,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
171,telepatía,"Kali Uchis",41290,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
172,"Cresima (feat. Taxi B)",VillaBanks,40985,https://open.spotify.com/track/2Yr8alPWSGlm5WD4iKc4fK
173,"Te lo prometto","Il Tre",40956,https://open.spotify.com/track/54XyhRMNYql10BhZEjVd6P
174,"Scrivile Scemo","Pinguini Tattici Nucleari",40789,https://open.spotify.com/track/71r3UlkV7sWvUYjas5paqi
175,"Marco Da Tropoja (feat. Vettosi)",Guè,40778,https://open.spotify.com/track/2XT6slYJ3fqn04ltG5uebe
176,"blun7 a swishland","tha Supreme",40457,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
177,"Piccola Stella",Ultimo,40315,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
178,Shallow,"Lady Gaga",40149,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
179,"The Nights",Avicii,39938,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
180,"Denim Giappo (feat. Luchè)",Guè,39877,https://open.spotify.com/track/62UFqGkqbTGr5n3ho5QF0n
181,"BIMBI PER STRADA (CHILDREN)",Fedez,39763,https://open.spotify.com/track/6KF78W66DcQ9m5YqR0r5Ig
182,"Dorado (feat. Sfera Ebbasta & Feid)",Mahmood,39508,https://open.spotify.com/track/1kI7mZAziaRfBeAOraRW1i
183,"SaN LoREnZo (feat. Annalisa) - prod. Yanomi",Alfa,39185,https://open.spotify.com/track/0sTiM4EWUkJe1em8SZCs8t
184,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,38818,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
185,"Dove e quando","Benji & Fede",38684,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
186,"Take You Dancing","Jason Derulo",38625,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
187,"Blue Jeans (feat. Calcutta)",Franco126,38556,https://open.spotify.com/track/2oCVP9C4zHngjyP1Js0HnC
188,ORA,AIELLO,38545,https://open.spotify.com/track/0fd2YGd23e7oC9mAHQIH2t
189,"HIGHEST IN THE ROOM","Travis Scott",38440,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
190,"Calling My Phone","Lil Tjay",38071,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
191,Goosebumps,HVME,38021,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
192,"Demonio (feat. Sfera Ebbasta)","Capo Plaza",37833,https://open.spotify.com/track/6jawrhd9Ad5td8mIvEZkjm
193,"britney ;-)","Rosa Chemical",37832,https://open.spotify.com/track/2RgAMmdwlARv8l0PaiswE4
194,"Fuori di testa",Tancredi,37743,https://open.spotify.com/track/2boBKWK7Gv9NtW0TA8Atcs
195,"Tik Tok RMX (feat. Marracash, Guè, Paky & Geolier)","Sfera Ebbasta",37661,https://open.spotify.com/track/3aR6Qx69ITNryZQ8tJit8z
196,"I WANNA BE YOUR SLAVE",Måneskin,37558,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
197,Body,"Russ Millions",37332,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
198,"Don't Start Now","Dua Lipa",37024,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
199,"Ringo Starr","Pinguini Tattici Nucleari",36986,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
200,Brivido,Guè,36801,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
